source,cell,rows,cols,mux,op,corner,temp,vdd,T,mc,tclk_wlen,tclk_dec,trestore,access,low,high,wave,failed
v202_corners,10T,8,4,0,write,SF,25.0,1.0,1e-08,1,119.6,174.4,215.7,176.8,296.4,215.7,True,
v202_corners,10T,8,4,0,write,SS,-40.0,1.0,1e-08,1,95.7,130.9,161.5,96.5,192.2,161.5,True,
v202_corners,10T,8,4,0,write,SS,25.0,1.0,1e-08,1,135.5,189.7,235.3,152.9,288.4,235.3,True,
v202_corners,10T,8,4,0,write,TT,-40.0,1.0,1e-08,1,87.9,121.9,150.4,93.9,181.9,150.4,True,
v202_corners,10T,8,4,0,write,TT,125.0,1.0,1e-08,1,203.8,288.3,371.6,272.6,476.4,371.6,False,
v202_corners,10T,8,4,0,write,TT,85.0,1.0,1e-08,1,168.6,236.9,302.2,214.3,383.0,302.2,True,
v202_corners,6T,16,16,0,read,FF,125.0,1.0,1e-08,1,193.5,303.1,412.6,504.4,697.9,412.6,False,
v202_corners,6T,16,16,0,read,FF,25.0,1.0,1e-08,1,119.5,183.3,248.3,303.4,422.9,248.3,True,
v202_corners,6T,16,16,0,read,FS,25.0,1.0,1e-08,1,135.5,197.1,276.2,331.7,467.2,276.2,True,
v202_corners,6T,16,16,0,read,SF,25.0,1.0,1e-08,1,128.9,204.2,273.1,338.7,467.6,273.1,True,
v202_corners,6T,16,16,0,read,SS,-40.0,1.0,1e-08,1,102.7,151.3,210.6,252.6,355.4,210.6,True,
v202_corners,6T,16,16,0,read,SS,25.0,1.0,1e-08,1,146.7,221.2,302.3,370.5,517.2,302.3,True,
v202_corners,6T,16,16,0,read,TT,-40.0,1.0,1e-08,1,94.9,141.5,194.0,234.5,329.5,194.0,True,
v202_corners,6T,16,16,0,read,TT,125.0,1.0,1e-08,1,219.2,339.8,460.4,572.6,791.7,460.4,False,
v202_corners,6T,16,16,0,read,TT,85.0,1.0,1e-08,1,181.1,279.0,376.7,467.3,648.3,376.7,True,
v202_corners,6T,16,16,0,write,FF,125.0,1.0,1e-08,1,210.8,315.2,401.4,151.2,362.0,401.4,False,
v202_corners,6T,16,16,0,write,FF,25.0,1.0,1e-08,1,128.4,190.0,244.7,82.7,211.1,244.7,True,
v202_corners,6T,16,16,0,write,FS,25.0,1.0,1e-08,1,148.2,206.2,266.9,80.9,229.1,266.9,True,
v202_corners,6T,16,16,0,write,SF,25.0,1.0,1e-08,1,139.4,211.4,269.1,99.7,239.1,269.1,True,
v202_corners,6T,16,16,0,write,SS,-40.0,1.0,1e-08,1,113.8,157.1,206.3,59.7,173.6,206.3,True,
v202_corners,6T,16,16,0,write,SS,25.0,1.0,1e-08,1,160.7,229.1,293.7,96.8,257.6,293.7,True,
v202_corners,6T,16,16,0,write,TT,-40.0,1.0,1e-08,1,104.7,148.9,192.6,57.6,162.3,192.6,True,
v202_corners,6T,16,16,0,write,TT,125.0,1.0,1e-08,1,235.9,353.5,447.9,168.0,403.9,447.9,False,
v202_corners,6T,16,16,0,write,TT,85.0,1.0,1e-08,1,196.0,288.6,367.8,133.0,329.0,367.8,True,
v202_corners,6T,8,4,0,read,FF,125.0,1.0,1e-08,1,176.0,253.5,367.4,460.2,636.2,367.4,False,
v202_corners,6T,8,4,0,read,FF,25.0,1.0,1e-08,1,108.1,154.0,215.4,274.1,382.2,215.4,True,
v202_corners,6T,8,4,0,read,FS,25.0,1.0,1e-08,1,121.8,167.3,236.8,300.1,421.9,236.8,True,
v202_corners,6T,8,4,0,read,SF,25.0,1.0,1e-08,1,117.0,172.0,232.8,305.4,422.4,232.8,True,
v202_corners,6T,8,4,0,read,SS,-40.0,1.0,1e-08,1,93.9,129.0,172.8,226.4,320.3,172.8,True,
v202_corners,6T,8,4,0,read,SS,25.0,1.0,1e-08,1,132.5,186.8,255.6,333.7,466.2,255.6,True,
v202_corners,6T,8,4,0,read,TT,-40.0,1.0,1e-08,1,86.5,120.1,161.9,210.4,296.9,161.9,True,
v202_corners,6T,8,4,0,read,TT,125.0,1.0,1e-08,1,197.5,284.7,408.7,521.0,718.5,408.7,False,
v202_corners,6T,8,4,0,read,TT,85.0,1.0,1e-08,1,162.8,233.2,330.5,424.3,587.1,330.5,True,
v202_corners,6T,8,4,0,write,FF,125.0,1.0,1e-08,1,181.3,257.5,335.4,265.5,446.8,335.4,False,
v202_corners,6T,8,4,0,write,FF,25.0,1.0,1e-08,1,110.6,157.2,198.6,133.5,244.1,198.6,True,
v202_corners,6T,8,4,0,write,FS,25.0,1.0,1e-08,1,125.0,170.3,216.0,113.1,238.1,216.0,True,
v202_corners,6T,8,4,0,write,SF,25.0,1.0,1e-08,1,119.9,174.3,215.6,215.0,334.9,215.6,True,
v202_corners,6T,8,4,0,write,SS,-40.0,1.0,1e-08,1,96.2,130.9,160.9,91.3,187.5,160.9,True,
v202_corners,6T,8,4,0,write,SS,25.0,1.0,1e-08,1,135.7,189.3,235.4,147.1,282.8,235.4,True,
v202_corners,6T,8,4,0,write,TT,-40.0,1.0,1e-08,1,88.4,121.9,150.6,91.4,179.8,150.6,True,
v202_corners,6T,8,4,0,write,TT,125.0,1.0,1e-08,1,203.1,288.5,371.6,282.2,485.3,371.6,False,
v202_corners,6T,8,4,0,write,TT,85.0,1.0,1e-08,1,166.7,236.8,302.0,215.7,382.4,302.0,True,
v202_corners_f,10T,16,16,0,read,FF,125.0,1.0,1e-08,1,195.0,301.5,393.3,489.6,684.5,393.3,True,
v202_corners_f,10T,16,16,0,read,FF,25.0,1.0,1e-08,1,118.4,182.2,236.2,286.3,404.6,236.2,True,
v202_corners_f,10T,16,16,0,read,FS,25.0,1.0,1e-08,1,137.2,197.5,258.7,312.9,450.0,258.7,True,
v202_corners_f,10T,16,16,0,read,SF,25.0,1.0,1e-08,1,127.4,203.1,259.0,319.1,446.5,259.0,True,
v202_corners_f,10T,16,16,0,read,SS,-40.0,1.0,1e-08,1,103.8,151.1,196.3,234.8,338.6,196.3,True,
v202_corners_f,10T,16,16,0,read,SS,25.0,1.0,1e-08,1,148.2,220.2,283.4,348.1,496.3,283.4,True,
v202_corners_f,10T,16,16,0,read,TT,-40.0,1.0,1e-08,1,95.9,140.4,182.7,217.9,313.8,182.7,True,
v202_corners_f,10T,16,16,0,read,TT,125.0,1.0,1e-08,1,217.9,338.1,437.4,549.5,767.5,437.4,True,
v202_corners_f,10T,16,16,0,read,TT,85.0,1.0,1e-08,1,181.1,276.3,358.1,446.7,627.8,358.1,True,
v202_corners_f,10T,16,16,0,write,FF,125.0,1.0,1e-08,1,211.0,314.5,371.2,175.8,386.9,371.2,True,
v202_corners_f,10T,16,16,0,write,FF,25.0,1.0,1e-08,1,129.2,189.2,225.9,98.0,227.2,225.9,True,
v202_corners_f,10T,16,16,0,write,FS,25.0,1.0,1e-08,1,146.3,206.0,248.3,100.2,246.5,248.3,True,
v202_corners_f,10T,16,16,0,write,SF,25.0,1.0,1e-08,1,140.2,211.3,249.5,115.7,256.0,249.5,True,
v202_corners_f,10T,16,16,0,write,SS,-40.0,1.0,1e-08,1,114.5,156.9,192.0,74.8,189.4,192.0,True,
v202_corners_f,10T,16,16,0,write,SS,25.0,1.0,1e-08,1,158.7,229.1,273.5,117.9,276.6,273.5,True,
v202_corners_f,10T,16,16,0,write,TT,-40.0,1.0,1e-08,1,105.4,149.0,177.7,70.1,175.5,177.7,True,
v202_corners_f,10T,16,16,0,write,TT,125.0,1.0,1e-08,1,236.1,352.4,415.0,197.0,433.1,415.0,True,
v202_corners_f,10T,16,16,0,write,TT,85.0,1.0,1e-08,1,194.9,288.4,340.6,157.7,352.5,340.6,True,
v202_corners_f,10T,8,4,0,read,FF,125.0,1.0,1e-08,1,176.7,253.9,385.5,458.9,635.6,385.5,True,
v202_corners_f,10T,8,4,0,read,FF,25.0,1.0,1e-08,1,108.2,155.1,226.9,269.2,377.4,226.9,True,
v202_corners_f,10T,8,4,0,read,FS,25.0,1.0,1e-08,1,122.0,167.7,248.8,294.2,416.2,248.8,True,
v202_corners_f,10T,8,4,0,read,SF,25.0,1.0,1e-08,1,117.2,172.3,245.8,299.3,416.4,245.8,True,
v202_corners_f,10T,8,4,0,read,SS,-40.0,1.0,1e-08,1,93.8,129.3,183.9,221.0,314.7,183.9,True,
v202_corners_f,10T,8,4,0,read,SS,25.0,1.0,1e-08,1,132.7,186.9,270.3,326.7,459.4,270.3,True,
v202_corners_f,10T,8,4,0,read,TT,-40.0,1.0,1e-08,1,86.5,120.2,172.2,205.3,291.8,172.2,True,
v202_corners_f,10T,8,4,0,read,TT,125.0,1.0,1e-08,1,198.1,284.5,428.0,515.5,713.5,428.0,True,
v202_corners_f,10T,8,4,0,read,TT,85.0,1.0,1e-08,1,163.0,233.5,347.1,417.7,580.7,347.1,True,
v202_corners_f,10T,8,4,0,write,FF,125.0,1.0,1e-08,1,181.4,257.8,335.4,221.8,403.2,335.4,True,
v202_corners_f,10T,8,4,0,write,FF,25.0,1.0,1e-08,1,110.5,157.1,200.7,121.0,231.5,200.7,True,
v202_corners_f,10T,8,4,0,write,FS,25.0,1.0,1e-08,1,125.0,170.1,220.0,118.7,243.7,220.0,True,
v202_corners_f,10T,8,4,0,write,SF,25.0,1.0,1e-08,1,119.8,174.5,219.8,152.0,271.7,219.8,True,
v202_corners_f,10T,8,4,0,write,SS,-40.0,1.0,1e-08,1,95.8,131.0,166.7,90.7,186.4,166.7,True,
v202_corners_f,10T,8,4,0,write,SS,25.0,1.0,1e-08,1,135.8,189.8,241.1,143.5,279.3,241.1,True,
v202_corners_f,10T,8,4,0,write,TT,-40.0,1.0,1e-08,1,88.0,122.0,154.5,85.5,173.6,154.5,True,
v202_corners_f,10T,8,4,0,write,TT,125.0,1.0,1e-08,1,203.8,288.6,373.1,245.5,449.3,373.1,True,
v202_corners_f,10T,8,4,0,write,TT,85.0,1.0,1e-08,1,168.7,237.1,304.8,195.2,363.8,304.8,True,
v202_corners_f,6T,16,16,0,read,FF,125.0,1.0,1e-08,1,193.8,303.3,391.8,477.5,671.3,391.8,True,
v202_corners_f,6T,16,16,0,read,FF,25.0,1.0,1e-08,1,120.3,183.3,235.9,280.6,400.9,235.9,True,
v202_corners_f,6T,16,16,0,read,FS,25.0,1.0,1e-08,1,134.7,197.0,260.0,306.4,441.1,260.0,True,
v202_corners_f,6T,16,16,0,read,SF,25.0,1.0,1e-08,1,130.0,204.3,256.4,312.1,442.1,256.4,True,
v202_corners_f,6T,16,16,0,read,SS,-40.0,1.0,1e-08,1,102.0,154.2,195.9,230.8,332.8,195.9,True,
v202_corners_f,6T,16,16,0,read,SS,25.0,1.0,1e-08,1,146.1,221.0,283.8,340.7,486.8,283.8,True,
v202_corners_f,6T,16,16,0,read,TT,-40.0,1.0,1e-08,1,94.8,141.1,180.9,214.0,308.8,180.9,True,
v202_corners_f,6T,16,16,0,read,TT,125.0,1.0,1e-08,1,219.1,340.0,436.6,535.6,754.7,436.6,True,
v202_corners_f,6T,16,16,0,read,TT,85.0,1.0,1e-08,1,180.9,279.2,356.1,435.5,616.3,356.1,True,
v202_corners_f,6T,16,16,0,write,FF,125.0,1.0,1e-08,1,211.0,315.2,371.2,156.0,367.0,371.2,True,
v202_corners_f,6T,16,16,0,write,FF,25.0,1.0,1e-08,1,128.6,190.0,226.0,87.1,215.7,226.0,True,
v202_corners_f,6T,16,16,0,write,FS,25.0,1.0,1e-08,1,148.3,206.3,247.2,87.8,236.1,247.2,True,
v202_corners_f,6T,16,16,0,write,SF,25.0,1.0,1e-08,1,139.5,211.4,248.8,104.2,243.7,248.8,True,
v202_corners_f,6T,16,16,0,write,SS,-40.0,1.0,1e-08,1,114.0,157.2,191.2,66.2,180.1,191.2,True,
v202_corners_f,6T,16,16,0,write,SS,25.0,1.0,1e-08,1,160.8,229.1,272.5,103.7,264.5,272.5,True,
v202_corners_f,6T,16,16,0,write,TT,-40.0,1.0,1e-08,1,104.8,146.5,177.2,62.3,167.1,177.2,True,
v202_corners_f,6T,16,16,0,write,TT,125.0,1.0,1e-08,1,236.0,353.7,414.2,173.5,409.6,414.2,True,
v202_corners_f,6T,16,16,0,write,TT,85.0,1.0,1e-08,1,196.3,288.8,339.7,139.0,335.3,339.7,True,
v202_corners_f,6T,8,4,0,read,FF,125.0,1.0,1e-08,1,176.0,253.7,385.3,451.2,627.2,385.3,True,
v202_corners_f,6T,8,4,0,read,FF,25.0,1.0,1e-08,1,108.4,154.1,226.7,265.4,373.7,226.7,True,
v202_corners_f,6T,8,4,0,read,FS,25.0,1.0,1e-08,1,122.1,167.4,248.7,290.0,412.1,248.7,True,
v202_corners_f,6T,8,4,0,read,SF,25.0,1.0,1e-08,1,117.4,172.1,245.7,294.9,412.3,245.7,True,
v202_corners_f,6T,8,4,0,read,SS,-40.0,1.0,1e-08,1,94.2,129.1,183.8,218.2,312.5,183.8,True,
v202_corners_f,6T,8,4,0,read,SS,25.0,1.0,1e-08,1,133.1,186.9,269.2,321.5,454.6,269.2,True,
v202_corners_f,6T,8,4,0,read,TT,-40.0,1.0,1e-08,1,86.7,120.2,172.0,202.9,289.6,172.0,True,
v202_corners_f,6T,8,4,0,read,TT,125.0,1.0,1e-08,1,197.7,285.0,428.4,506.8,704.5,428.4,True,
v202_corners_f,6T,8,4,0,read,TT,85.0,1.0,1e-08,1,163.0,233.3,346.8,411.2,574.2,346.8,True,
v202_corners_f,6T,8,4,0,write,FF,125.0,1.0,1e-08,1,181.4,257.6,334.7,244.4,425.8,334.7,True,
v202_corners_f,6T,8,4,0,write,FF,25.0,1.0,1e-08,1,110.8,157.3,200.8,122.9,233.7,200.8,True,
v202_corners_f,6T,8,4,0,write,FS,25.0,1.0,1e-08,1,125.1,170.4,219.9,114.8,239.9,219.9,True,
v202_corners_f,6T,8,4,0,write,SF,25.0,1.0,1e-08,1,120.0,174.4,219.5,174.0,294.1,219.5,True,
v202_corners_f,6T,8,4,0,write,SS,-40.0,1.0,1e-08,1,96.3,131.0,166.3,86.0,182.2,166.3,True,
v202_corners_f,6T,8,4,0,write,SS,25.0,1.0,1e-08,1,135.9,189.4,241.1,140.1,276.0,241.1,True,
v202_corners_f,6T,8,4,0,write,TT,-40.0,1.0,1e-08,1,88.5,122.0,154.9,82.7,171.2,154.9,True,
v202_corners_f,6T,8,4,0,write,TT,125.0,1.0,1e-08,1,203.1,288.8,372.9,265.8,468.9,372.9,True,
v202_corners_f,6T,8,4,0,write,TT,85.0,1.0,1e-08,1,167.0,236.9,304.5,206.2,373.2,304.5,True,
v202_big,6T,128,128,0,read,TT,25.0,1.0,4e-09,1,143.1,232.4,305.1,475.2,618.3,305.1,True,
v202_big,6T,128,128,0,write,TT,25.0,1.0,4e-09,1,169.0,262.7,336.2,154.6,323.7,336.2,True,
v202_big,6T,256,64,0,read,TT,25.0,1.0,4e-09,1,152.5,235.7,309.5,568.3,720.8,309.5,True,
v202_big,6T,256,64,0,write,TT,25.0,1.0,4e-09,1,169.2,252.5,327.3,149.1,318.3,327.3,True,
v202_tsweep,10T,16,16,0,read,TT,25.0,1.0,1.5e-09,1,,,,341.9,,,True,
v202_tsweep,10T,16,16,0,read,TT,25.0,1.0,2e-09,1,,,,342.2,,,True,
v202_tsweep,10T,16,16,0,read,TT,25.0,1.0,3e-09,1,,,,342.3,,,True,
v202_tsweep,10T,16,16,0,read,TT,25.0,1.0,5e-08,1,,,,335.3,,,False,
v202_tsweep,10T,16,16,0,read,TT,25.0,1.0,5e-09,1,,,,341.6,,,True,
v202_tsweep,10T,16,16,0,write,TT,25.0,1.0,1.5e-09,1,,,,102.1,,,True,
v202_tsweep,10T,16,16,0,write,TT,25.0,1.0,2e-09,1,,,,102.1,,,True,
v202_tsweep,10T,16,16,0,write,TT,25.0,1.0,3e-09,1,,,,102.5,,,True,
v202_tsweep,10T,16,16,0,write,TT,25.0,1.0,5e-09,1,,,,102.1,,,True,
v202_tsweep,10T,8,4,0,read,TT,25.0,1.0,1e-09,1,108.6,154.0,218.7,306.2,414.8,218.7,True,
v202_tsweep,10T,8,4,0,read,TT,25.0,1.0,8e-10,1,108.3,153.8,218.6,306.1,414.4,218.6,False,
v202_tsweep,10T,8,4,0,write,TT,25.0,1.0,1e-09,1,111.7,156.3,198.4,142.6,254.3,198.4,True,
v202_tsweep,10T,8,4,0,write,TT,25.0,1.0,8e-10,1,111.3,156.2,197.5,142.5,253.9,197.5,True,
v202_tsweep,6T,16,16,0,read,TT,25.0,1.0,1.5e-09,1,,,,335.5,,,True,
v202_tsweep,6T,16,16,0,read,TT,25.0,1.0,1e-09,1,,,,334.8,,,True,
v202_tsweep,6T,16,16,0,read,TT,25.0,1.0,2e-08,1,,,,333.2,,,True,
v202_tsweep,6T,16,16,0,read,TT,25.0,1.0,2e-09,1,,,,335.2,,,True,
v202_tsweep,6T,16,16,0,read,TT,25.0,1.0,3e-09,1,,,,335.4,,,True,
v202_tsweep,6T,16,16,0,read,TT,25.0,1.0,5e-08,1,,,,329.7,,,False,
v202_tsweep,6T,16,16,0,read,TT,25.0,1.0,5e-09,1,,,,334.6,,,True,
v202_tsweep,6T,16,16,0,read,TT,25.0,1.0,7e-10,1,119.6,185.2,257.3,335.1,454.7,257.3,False,
v202_tsweep,6T,16,16,0,read,TT,25.0,1.0,8e-10,1,119.8,185.3,257.7,335.0,454.8,257.7,False,
v202_tsweep,6T,16,16,0,read,TT,25.0,1.0,9e-10,1,120.1,185.6,258.0,334.8,454.9,258.0,False,
v202_tsweep,6T,16,16,0,write,TT,25.0,1.0,1.5e-09,1,,,,89.5,,,True,
v202_tsweep,6T,16,16,0,write,TT,25.0,1.0,1e-09,1,,,,89.4,,,True,
v202_tsweep,6T,16,16,0,write,TT,25.0,1.0,2e-08,1,,,,88.2,,,True,
v202_tsweep,6T,16,16,0,write,TT,25.0,1.0,2e-09,1,,,,90.1,,,True,
v202_tsweep,6T,16,16,0,write,TT,25.0,1.0,3e-09,1,,,,89.3,,,True,
v202_tsweep,6T,16,16,0,write,TT,25.0,1.0,5e-08,1,,,,87.1,,,False,
v202_tsweep,6T,16,16,0,write,TT,25.0,1.0,5e-09,1,,,,89.3,,,True,
v202_tsweep,6T,16,16,0,write,TT,25.0,1.0,6e-10,1,130.9,193.6,249.3,91.8,222.7,249.3,True,
v202_tsweep,6T,16,16,0,write,TT,25.0,1.0,7e-10,1,131.0,193.8,250.1,89.4,220.4,250.1,True,
v202_tsweep,6T,16,16,0,write,TT,25.0,1.0,8e-10,1,131.2,193.9,250.1,89.8,220.9,250.1,True,
v202_tsweep,6T,16,16,0,write,TT,25.0,1.0,9e-10,1,131.5,194.0,250.3,89.5,221.0,250.3,True,
v202_tsweep,6T,16,16,1,read,TT,25.0,1.0,2e-08,1,136.5,212.0,268.4,319.6,456.1,268.4,True,
v202_tsweep,6T,16,16,1,read,TT,25.0,1.0,2e-09,1,121.7,187.5,243.6,322.1,443.9,243.6,True,
v202_tsweep,6T,16,16,1,read,TT,25.0,1.0,3e-09,1,123.1,189.5,245.1,321.1,444.2,245.1,True,
v202_tsweep,6T,16,16,1,read,TT,25.0,1.0,5e-09,1,126.4,193.2,249.0,321.8,448.2,249.0,True,
v202_tsweep,6T,16,16,1,write,TT,25.0,1.0,2e-08,1,146.2,219.9,277.3,97.1,243.3,277.3,True,
v202_tsweep,6T,16,16,1,write,TT,25.0,1.0,2e-09,1,133.3,195.9,252.4,98.4,231.7,252.4,True,
v202_tsweep,6T,16,16,1,write,TT,25.0,1.0,3e-09,1,134.6,197.8,253.5,97.9,232.5,253.5,True,
v202_tsweep,6T,16,16,1,write,TT,25.0,1.0,5e-09,1,138.9,201.0,257.9,98.9,237.8,257.9,True,
v202_tsweep,6T,64,16,0,read,TT,25.0,1.0,2e-09,1,123.8,205.1,283.1,382.5,506.4,283.1,True,
v202_tsweep,6T,64,16,0,read,TT,25.0,1.0,3e-09,1,125.7,207.4,285.3,381.5,507.1,285.3,True,
v202_tsweep,6T,64,16,0,read,TT,25.0,1.0,5e-09,1,129.4,209.8,288.3,380.9,510.3,288.3,True,
v202_tsweep,6T,64,16,0,write,TT,25.0,1.0,2e-09,1,134.1,212.1,291.4,126.9,261.0,291.4,True,
v202_tsweep,6T,64,16,0,write,TT,25.0,1.0,3e-09,1,135.5,213.9,293.4,126.5,262.0,293.4,True,
v202_tsweep,6T,64,16,0,write,TT,25.0,1.0,5e-09,1,139.3,217.1,295.8,126.9,266.2,295.8,True,
v202_tsweep,6T,8,4,0,read,TT,25.0,1.0,1.5e-09,1,,,,301.9,,,True,
v202_tsweep,6T,8,4,0,read,TT,25.0,1.0,1.0000000000000001e-07,1,,,,296.8,,,False,
v202_tsweep,6T,8,4,0,read,TT,25.0,1.0,1e-09,1,,,,301.8,,,True,
v202_tsweep,6T,8,4,0,read,TT,25.0,1.0,2e-08,1,,,,300.5,,,True,
v202_tsweep,6T,8,4,0,read,TT,25.0,1.0,2e-09,1,,,,302.0,,,True,
v202_tsweep,6T,8,4,0,read,TT,25.0,1.0,3e-09,1,,,,301.7,,,True,
v202_tsweep,6T,8,4,0,read,TT,25.0,1.0,5e-08,1,,,,298.8,,,False,
v202_tsweep,6T,8,4,0,read,TT,25.0,1.0,5e-09,1,,,,301.5,,,True,
v202_tsweep,6T,8,4,0,read,TT,25.0,1.0,7e-10,1,108.1,153.6,218.2,301.7,409.8,218.2,False,
v202_tsweep,6T,8,4,0,read,TT,25.0,1.0,8e-10,1,108.3,153.8,218.4,301.9,410.2,218.4,False,
v202_tsweep,6T,8,4,0,read,TT,25.0,1.0,9e-10,1,108.5,153.9,218.5,301.9,410.4,218.5,True,
v202_tsweep,6T,8,4,0,write,TT,25.0,1.0,1.5e-09,1,,,,138.8,,,True,
v202_tsweep,6T,8,4,0,write,TT,25.0,1.0,1.0000000000000001e-07,1,,,,135.0,,,False,
v202_tsweep,6T,8,4,0,write,TT,25.0,1.0,1e-09,1,,,,138.6,,,True,
v202_tsweep,6T,8,4,0,write,TT,25.0,1.0,2e-08,1,,,,136.7,,,True,
v202_tsweep,6T,8,4,0,write,TT,25.0,1.0,2e-09,1,,,,139.0,,,True,
v202_tsweep,6T,8,4,0,write,TT,25.0,1.0,3e-09,1,,,,138.1,,,True,
v202_tsweep,6T,8,4,0,write,TT,25.0,1.0,5e-08,1,,,,135.1,,,False,
v202_tsweep,6T,8,4,0,write,TT,25.0,1.0,5e-09,1,,,,138.1,,,True,
v202_tsweep,6T,8,4,0,write,TT,25.0,1.0,6e-10,1,111.0,155.9,196.7,138.7,249.7,196.7,True,
v202_tsweep,6T,8,4,0,write,TT,25.0,1.0,7e-10,1,111.1,155.9,197.1,138.7,249.8,197.1,True,
v202_tsweep,6T,8,4,0,write,TT,25.0,1.0,8e-10,1,111.3,156.1,197.4,138.8,250.1,197.4,True,
v202_tsweep,6T,8,4,0,write,TT,25.0,1.0,9e-10,1,111.5,156.2,197.8,138.6,250.1,197.8,True,
v202_tsweep_f,10T,16,16,0,read,TT,25.0,1.0,1.5e-09,1,121.2,186.9,242.7,314.9,436.1,242.7,True,
v202_tsweep_f,10T,16,16,0,read,TT,25.0,1.0,2e-09,1,121.9,187.8,243.4,314.4,436.3,243.4,True,
v202_tsweep_f,10T,16,16,0,read,TT,25.0,1.0,3e-09,1,123.5,189.9,245.0,314.6,438.1,245.0,True,
v202_tsweep_f,10T,16,16,0,read,TT,25.0,1.0,5e-08,1,140.5,237.5,293.9,314.5,455.0,293.9,True,
v202_tsweep_f,10T,16,16,0,read,TT,25.0,1.0,5e-09,1,127.3,192.9,248.6,314.0,441.2,248.6,True,
v202_tsweep_f,10T,16,16,0,write,TT,25.0,1.0,1.5e-09,1,132.6,195.4,232.2,107.7,240.4,232.2,True,
v202_tsweep_f,10T,16,16,0,write,TT,25.0,1.0,2e-09,1,133.5,195.8,233.2,107.4,240.9,233.2,True,
v202_tsweep_f,10T,16,16,0,write,TT,25.0,1.0,3e-09,1,134.8,197.7,234.7,107.1,242.0,234.7,True,
v202_tsweep_f,10T,16,16,0,write,TT,25.0,1.0,5e-08,1,151.8,245.7,283.6,106.8,258.6,283.6,True,
v202_tsweep_f,10T,16,16,0,write,TT,25.0,1.0,5e-09,1,139.2,200.6,238.9,107.2,246.4,238.9,True,
v202_tsweep_f,10T,8,4,0,read,TT,25.0,1.0,1e-09,1,108.9,154.1,231.0,295.0,403.9,231.0,True,
v202_tsweep_f,10T,8,4,0,read,TT,25.0,1.0,8e-10,1,108.4,153.9,230.5,294.9,403.4,230.5,False,
v202_tsweep_f,10T,8,4,0,write,TT,25.0,1.0,1e-09,1,111.8,156.4,203.3,131.1,242.9,203.3,True,
v202_tsweep_f,10T,8,4,0,write,TT,25.0,1.0,8e-10,1,111.5,156.3,203.0,131.1,242.6,203.0,True,
v202_tsweep_f,6T,16,16,0,read,TT,25.0,1.0,1.5e-09,1,121.1,186.8,242.2,307.7,428.8,242.2,True,
v202_tsweep_f,6T,16,16,0,read,TT,25.0,1.0,1.0000000000000001e-07,1,137.3,271.8,328.6,308.0,445.3,328.6,True,
v202_tsweep_f,6T,16,16,0,read,TT,25.0,1.0,1e-09,1,120.2,185.7,241.7,307.7,427.9,241.7,True,
v202_tsweep_f,6T,16,16,0,read,TT,25.0,1.0,2e-08,1,136.9,212.1,268.1,308.1,444.9,268.1,True,
v202_tsweep_f,6T,16,16,0,read,TT,25.0,1.0,2e-09,1,122.0,187.7,243.1,307.5,429.4,243.1,True,
v202_tsweep_f,6T,16,16,0,read,TT,25.0,1.0,3e-09,1,123.3,189.7,244.9,308.1,431.3,244.9,True,
v202_tsweep_f,6T,16,16,0,read,TT,25.0,1.0,5e-08,1,136.5,236.7,293.2,308.0,444.4,293.2,True,
v202_tsweep_f,6T,16,16,0,read,TT,25.0,1.0,5e-09,1,126.2,193.3,248.0,307.3,433.5,248.0,True,
v202_tsweep_f,6T,16,16,0,read,TT,25.0,1.0,7e-10,1,119.9,185.3,239.6,306.9,426.8,239.6,False,
v202_tsweep_f,6T,16,16,0,read,TT,25.0,1.0,8e-10,1,120.0,185.4,241.1,307.2,427.2,241.1,False,
v202_tsweep_f,6T,16,16,0,read,TT,25.0,1.0,9e-10,1,120.0,185.6,241.4,307.3,427.4,241.4,True,
v202_tsweep_f,6T,16,16,0,write,TT,25.0,1.0,1.5e-09,1,132.6,195.1,232.2,94.9,227.5,232.2,True,
v202_tsweep_f,6T,16,16,0,write,TT,25.0,1.0,1.0000000000000001e-07,1,148.9,280.1,317.7,94.9,243.8,317.7,True,
v202_tsweep_f,6T,16,16,0,write,TT,25.0,1.0,1e-09,1,131.6,194.1,231.3,95.4,227.0,231.3,True,
v202_tsweep_f,6T,16,16,0,write,TT,25.0,1.0,2e-08,1,146.4,220.8,257.6,94.4,240.8,257.6,True,
v202_tsweep_f,6T,16,16,0,write,TT,25.0,1.0,2e-09,1,133.5,196.0,233.1,94.5,227.9,233.1,True,
v202_tsweep_f,6T,16,16,0,write,TT,25.0,1.0,3e-09,1,134.8,197.9,234.7,94.8,229.6,234.7,True,
v202_tsweep_f,6T,16,16,0,write,TT,25.0,1.0,5e-08,1,151.2,246.0,283.7,94.3,245.5,283.7,True,
v202_tsweep_f,6T,16,16,0,write,TT,25.0,1.0,5e-09,1,139.0,201.2,238.3,94.5,233.5,238.3,True,
v202_tsweep_f,6T,16,16,0,write,TT,25.0,1.0,6e-10,1,131.0,193.8,230.9,94.5,225.5,230.9,True,
v202_tsweep_f,6T,16,16,0,write,TT,25.0,1.0,7e-10,1,131.2,193.9,231.9,94.9,226.0,231.9,True,
v202_tsweep_f,6T,16,16,0,write,TT,25.0,1.0,8e-10,1,131.6,194.0,231.1,94.9,226.4,231.1,True,
v202_tsweep_f,6T,16,16,0,write,TT,25.0,1.0,9e-10,1,131.7,194.0,231.5,95.0,226.7,231.5,True,
