sample_id,corner,temperature,vdd,rows,cols,choose_columnmux,pu_width,pd_width,pg_width,cell_length,pu_model,pd_model,pg_model,sa_p_width,sa_n_width,sa_length,sa_p_model,sa_n_model,wld_nand_p_width,wld_inv_p_width,wld_nand_n_width,wld_inv_n_width,wld_length,wld_nand_p_model,wld_inv_p_model,wld_nand_n_model,wld_inv_n_model,prc_p_width,prc_length,prc_p_model,mux_p_width,mux_n_width,mux_length,mux_p_model,mux_n_model,wrd_p_width,wrd_n_width,wrd_length,wrd_p_model,wrd_n_model,dec_nand_p_width,dec_inv_p_width,dec_nand_n_width,dec_inv_n_width,dec_length,dec_nand_p_model,dec_inv_p_model,dec_nand_n_model,dec_inv_n_model,mc_runs,vth_std,use_mc,use_rc,use_equivalent,raw_read_delay,raw_write_delay,read_pstc,read_pdyn,write_pstc,write_pdyn,hold_snm,read_snm,write_snm,valid_snm,valid_delay,valid_design,status,num_arrays,area,total_macro_area,single_array_area,single_array_area_um2,area_um2
0,TT,25.0,1.0,16,32,False,1.0251304968685027e-07,2.307797792552786e-07,1.3659105375624138e-07,5.2609175326576105e-08,PMOS_VTG,NMOS_VTL,NMOS_VTL,6.450330658268735e-07,2.686234724167976e-07,5.4879048500506574e-08,PMOS_VTH,NMOS_VTG,2.4921385464890304e-07,2.385378213646151e-07,2.0274790256955025e-07,7.786438017026596e-08,5.9243871349980944e-08,PMOS_VTH,PMOS_VTL,NMOS_VTG,NMOS_VTL,3.19471502295883e-07,5.2208456106078945e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,6.298496e-10,5.0344295e-10,0.0003326832,-0.000124788,0.0003569321,-3.282956e-05,0.3109736674155705,0.1392953605037126,0.8213381980659883,True,True,True,ok,512,7.687692899239355e-07,7.687692899239355e-07,1.5015025193826866e-09,1501.5025193826866,768769.2899239355
1,TT,25.0,1.0,32,16,False,7.458919611480706e-08,2.347455254780054e-07,1.2756986717729894e-07,5.3527034902706535e-08,PMOS_VTG,NMOS_VTL,NMOS_VTL,6.340656961294079e-07,2.2247995954132653e-07,5.2449017421704496e-08,PMOS_VTG,NMOS_VTH,3.0661558170138133e-07,2.475166092491316e-07,1.4620893125239533e-07,1.0058136323231956e-07,5.303138079444684e-08,PMOS_VTL,PMOS_VTL,NMOS_VTL,NMOS_VTL,2.961353041181905e-07,5.152465176841096e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,6.330477e-10,4.0622585e-10,0.0003341061,-0.0001434533,0.000357425,-9.45486e-05,0.3023074345875991,0.1374850886550223,0.8938892559329695,True,True,True,ok,512,7.439061644107767e-07,7.439061644107767e-07,1.4529417273647982e-09,1452.9417273647982,743906.1644107767
2,TT,25.0,1.0,32,32,False,8.693050066505243e-08,2.3367302413695243e-07,1.4033468444239208e-07,5.546654786721614e-08,PMOS_VTG,NMOS_VTH,NMOS_VTG,5.795491657528283e-07,3.195542306313387e-07,5.7319362599443074e-08,PMOS_VTH,NMOS_VTL,2.703281615146779e-07,2.799814822864144e-07,1.7044019423428386e-07,9.041570142645002e-08,5.71351300058162e-08,PMOS_VTH,PMOS_VTG,NMOS_VTL,NMOS_VTH,2.913463108090558e-07,5.239229737535885e-08,PMOS_VTH,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,7.092145e-10,4.92981e-10,0.0003245861,-4.356293e-05,0.0003500445,5.791392e-05,0.4013395325155722,0.1937351283353895,0.8324163127276173,True,True,True,ok,256,5.884315001657706e-07,5.884315001657706e-07,2.2985605475225413e-09,2298.560547522541,588431.5001657705
3,TT,25.0,1.0,32,32,False,7.73100473840343e-08,1.7755477154570708e-07,1.2906569004152424e-07,5.3779834901807626e-08,PMOS_VTL,NMOS_VTG,NMOS_VTH,5.417496192483413e-07,3.200593943984616e-07,5.051152945451711e-08,PMOS_VTH,NMOS_VTL,3.039367905348159e-07,2.3449296767462362e-07,1.7546143478446717e-07,1.0169694819904526e-07,5.3013033412270464e-08,PMOS_VTH,PMOS_VTH,NMOS_VTG,NMOS_VTG,2.868885944561668e-07,5.7261745438327316e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,-4.934924e-09,6.300479199999998e-10,0.0003300567,-5.071706e-05,0.0003542967,7.414266e-05,0.360685418787852,0.2645430626278354,0.4902267538975126,True,False,False,ok,256,5.54866847107053e-07,5.54866847107053e-07,2.1674486215119257e-09,2167.448621511926,554866.847107053
4,TT,25.0,1.0,16,32,False,8.976018214306916e-08,2.416308613870341e-07,1.5753530946591928e-07,5.759087718985023e-08,PMOS_VTL,NMOS_VTL,NMOS_VTH,4.65649329230885e-07,2.581658745060967e-07,5.2933692912286536e-08,PMOS_VTG,NMOS_VTH,3.09189697239214e-07,3.004158236010696e-07,1.8407313946773722e-07,9.550587878626997e-08,5.679905059948202e-08,PMOS_VTL,PMOS_VTG,NMOS_VTG,NMOS_VTL,3.0726087407256336e-07,5.874814771201708e-08,PMOS_VTH,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,7.113858e-10,,0.0003303317,-0.0001272564,,,,,,False,False,False,failed,512,7.549748411340173e-07,7.549748411340173e-07,1.4745602365898776e-09,1474.5602365898776,754974.8411340173
5,TT,25.0,1.0,16,32,False,7.565028136427081e-08,2.4002114665826136e-07,1.4591297968966237e-07,5.543368031791522e-08,PMOS_VTL,NMOS_VTH,NMOS_VTH,6.109412973234799e-07,2.9655243686293455e-07,5.979766104303122e-08,PMOS_VTG,NMOS_VTL,2.552030186366751e-07,2.404233297497471e-07,2.1268964666514238e-07,7.931773956493122e-08,5.8113534232327754e-08,PMOS_VTL,PMOS_VTH,NMOS_VTG,NMOS_VTL,3.2075303059743096e-07,5.897835939589468e-08,PMOS_VTG,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,6.673603e-10,6.3512649e-10,0.0003256999,-0.0001238135,0.0003506369,-3.237442e-05,0.3755899965410382,0.2829851428722331,0.5700393483338134,True,True,True,ok,512,7.653836512856482e-07,7.653836512856482e-07,1.4948899439172816e-09,1494.8899439172817,765383.6512856482
6,TT,25.0,1.0,16,32,False,7.701308626757674e-08,1.6993998477555538e-07,1.1680972104151825e-07,5.1241597773515024e-08,PMOS_VTL,NMOS_VTH,NMOS_VTG,6.019905615604135e-07,2.395207939400882e-07,5.649727975411306e-08,PMOS_VTH,NMOS_VTG,2.5522074957234344e-07,2.806330009176083e-07,1.504409062221943e-07,1.0109236528183797e-07,5.9156250095429145e-08,PMOS_VTL,PMOS_VTG,NMOS_VTL,NMOS_VTL,3.121856698137921e-07,5.551078796189064e-08,PMOS_VTH,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,6.728956e-10,5.1202434e-10,0.000326827,-0.0001244591,0.0003522058,-4.775899e-05,0.3541280831444017,0.1932121882224698,0.7714939398326597,True,True,True,ok,512,7.074150718965158e-07,7.074150718965158e-07,1.3816700622978824e-09,1381.6700622978824,707415.0718965158
7,TT,25.0,1.0,16,16,False,1.0052369641847683e-07,1.730103134768829e-07,1.516246075365309e-07,5.359034884873982e-08,PMOS_VTH,NMOS_VTH,NMOS_VTL,6.345439272880211e-07,2.8148578755798214e-07,5.016259705964519e-08,PMOS_VTG,NMOS_VTL,2.952349571971602e-07,2.8044525744836164e-07,1.4520190690317578e-07,8.742100117425947e-08,5.403167359059228e-08,PMOS_VTG,PMOS_VTG,NMOS_VTH,NMOS_VTG,2.677717463600359e-07,5.896910443312943e-08,PMOS_VTG,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,5.34323e-10,4.4199585e-10,0.0003234948,-0.000185224,0.0003476487,-0.0001576826,0.4301081365528078,0.009174249452274,1.026583922419623,True,True,True,ok,1024,9.341154504943597e-07,9.341154504943597e-07,9.122221196233981e-10,912.2221196233982,934115.4504943597
8,TT,25.0,1.0,32,32,False,8.53399993247218e-08,2.263668863928754e-07,1.533600411536985e-07,5.986013381400041e-08,PMOS_VTG,NMOS_VTL,NMOS_VTG,5.288326592837047e-07,2.663899741010664e-07,5.1924477287791394e-08,PMOS_VTL,NMOS_VTG,2.459004809904417e-07,3.15783686673873e-07,1.6611074411723618e-07,1.0432188356696257e-07,5.7576434528981093e-08,PMOS_VTG,PMOS_VTL,NMOS_VTH,NMOS_VTH,2.797161217498784e-07,5.9369964707324534e-08,PMOS_VTH,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,7.197478e-10,5.140749399999998e-10,0.000332611,-4.727997e-05,0.0003573316,5.848314e-05,0.3234468295102685,0.1721075638615517,0.8487270465614049,True,True,True,ok,256,5.989196644549914e-07,5.989196644549914e-07,2.3395299392773103e-09,2339.5299392773104,598919.6644549915
9,TT,25.0,1.0,32,32,False,8.134488934660761e-08,1.6623481518912678e-07,1.0873418421104349e-07,5.468613689661071e-08,PMOS_VTH,NMOS_VTL,NMOS_VTL,5.028606165457269e-07,2.508293504389251e-07,5.4595109081514585e-08,PMOS_VTH,NMOS_VTL,3.0941255399048217e-07,3.005490938336704e-07,2.158591368869856e-07,9.857555813403639e-08,5.7328965978779746e-08,PMOS_VTG,PMOS_VTL,NMOS_VTG,NMOS_VTG,3.046834003793314e-07,5.33820309056436e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,6.618092e-10,4.8873162e-10,0.0003341733,-5.444078e-05,0.0003579226,5.63866e-05,0.2944379675593485,0.1023832820249826,0.9213854672794004,True,True,True,ok,256,5.447298116345869e-07,5.447298116345869e-07,2.127850826697605e-09,2127.850826697605,544729.8116345869
10,TT,25.0,1.0,32,32,False,7.848196089543107e-08,2.335378423667179e-07,1.2876179273601066e-07,5.546598350017288e-08,PMOS_VTG,NMOS_VTG,NMOS_VTG,4.3548947828889123e-07,3.000619868248935e-07,5.9216606304268965e-08,PMOS_VTL,NMOS_VTH,3.239284924784438e-07,2.857937905443643e-07,1.502973720918651e-07,9.488033668677221e-08,5.4351050112555866e-08,PMOS_VTH,PMOS_VTL,NMOS_VTL,NMOS_VTG,2.902209105066635e-07,5.2223219880102686e-08,PMOS_VTG,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,7.684284e-10,5.0185692e-10,0.0003265875,-5.351609e-05,0.0003516673,6.232023e-05,0.3625357291438135,0.2035729041637121,0.8105691060383005,True,True,True,ok,256,5.693488949604909e-07,5.693488949604909e-07,2.2240191209394176e-09,2224.0191209394175,569348.8949604909
11,TT,25.0,1.0,16,16,False,8.610392546853547e-08,2.1296852273926986e-07,1.276413601045663e-07,5.2167808179020095e-08,PMOS_VTH,NMOS_VTL,NMOS_VTL,5.486498489259471e-07,2.685775006324265e-07,5.0072161822650034e-08,PMOS_VTG,NMOS_VTH,2.500440140261764e-07,3.0226053183001365e-07,1.5075684341653318e-07,9.144776826301313e-08,5.8028915944218794e-08,PMOS_VTL,PMOS_VTG,NMOS_VTG,NMOS_VTH,2.52681870072212e-07,5.2074433634769815e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,5.463323e-10,4.9022931e-10,0.0003280819,-0.0001885502,0.000352105,-0.0001492945,0.2805134673820514,0.0963377615834636,0.9380164872510468,True,True,True,ok,1024,9.027703007365282e-07,9.027703007365282e-07,8.816116218130158e-10,881.6116218130159,902770.3007365282
12,TT,25.0,1.0,16,32,False,1.0107910788369705e-07,1.9057935841052707e-07,1.441264525763966e-07,5.623432222795012e-08,PMOS_VTL,NMOS_VTG,NMOS_VTH,6.211821079666269e-07,2.177798098779397e-07,5.7895806295721233e-08,PMOS_VTH,NMOS_VTG,3.1841475886153e-07,2.4199340904316304e-07,2.041312695778877e-07,8.943101890851719e-08,5.3676013528795765e-08,PMOS_VTL,PMOS_VTH,NMOS_VTH,NMOS_VTL,3.0150275323710604e-07,5.2657265395462274e-08,PMOS_VTG,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,7.502821e-10,,0.000327017,-0.0001246881,,,,,,False,False,False,failed,512,7.667999321007623e-07,7.667999321007623e-07,1.4976561173843013e-09,1497.6561173843013,766799.9321007623
13,TT,25.0,1.0,32,16,False,1.0666357964966167e-07,2.155842513930132e-07,1.0972672855569597e-07,5.999664164040994e-08,PMOS_VTL,NMOS_VTH,NMOS_VTH,6.458475131934654e-07,2.9481725204700665e-07,5.597827962052323e-08,PMOS_VTL,NMOS_VTG,2.385511497042952e-07,2.301186892060992e-07,1.6429391618221006e-07,8.1970180647139e-08,5.7891997154280654e-08,PMOS_VTG,PMOS_VTL,NMOS_VTG,NMOS_VTH,2.2958064306360926e-07,5.308245004754177e-08,PMOS_VTH,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,-4.883665e-09,7.5297891e-10,0.0003252607,-0.000141373,0.0003495917,-7.715286e-05,0.3681320967721364,0.2982667506682546,0.4878552542250217,True,False,False,ok,512,7.311273911238777e-07,7.311273911238777e-07,1.4279831857888237e-09,1427.9831857888237,731127.3911238777
14,TT,25.0,1.0,32,16,False,9.498534885688021e-08,1.94949874010125e-07,1.1633186441444893e-07,5.941180001393654e-08,PMOS_VTG,NMOS_VTH,NMOS_VTL,4.5312898025475044e-07,3.165203649392375e-07,5.784123177095824e-08,PMOS_VTL,NMOS_VTH,2.5841168798393176e-07,2.8101046187758106e-07,1.9256730633208705e-07,9.082578240318678e-08,5.589487308411957e-08,PMOS_VTH,PMOS_VTH,NMOS_VTL,NMOS_VTG,3.151792129489759e-07,5.47878950932903e-08,PMOS_VTH,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,6.724207e-10,4.0373749e-10,0.0003239834,-0.0001398974,0.0003484543,-0.0001014198,0.4020932369265322,0.163559943246377,0.8318422438446702,True,True,True,ok,512,7.134859532867791e-07,7.134859532867791e-07,1.3935272525132404e-09,1393.5272525132405,713485.9532867791
15,TT,25.0,1.0,32,32,False,1.0305639059072833e-07,2.134484824350909e-07,1.4781331420464613e-07,5.3457172195914964e-08,PMOS_VTL,NMOS_VTH,NMOS_VTG,5.607307584402232e-07,2.315186128580942e-07,5.789910354264144e-08,PMOS_VTL,NMOS_VTH,2.660303519818568e-07,2.2225456045819685e-07,2.1596943464282459e-07,9.511565211009841e-08,5.0120355399378594e-08,PMOS_VTG,PMOS_VTH,NMOS_VTL,NMOS_VTL,2.9239735038592935e-07,5.4724992172896735e-08,PMOS_VTG,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,7.824042e-10,4.977447e-10,0.0003303151,-4.89631e-05,0.0003553326,7.011814e-05,0.357252933674462,0.1984187300036448,0.7327905194608786,True,True,True,ok,256,5.800681503269422e-07,5.800681503269422e-07,2.265891212214618e-09,2265.891212214618,580068.1503269422
16,TT,25.0,1.0,16,16,False,7.710992099009269e-08,1.7201739410318216e-07,1.381742837504709e-07,5.4403707946386456e-08,PMOS_VTL,NMOS_VTH,NMOS_VTL,5.279820956211801e-07,2.2998858454958026e-07,5.177977135243704e-08,PMOS_VTG,NMOS_VTG,2.1697546592742309e-07,2.607577640734644e-07,1.560502813330866e-07,1.0030912743858234e-07,5.344046280189564e-08,PMOS_VTL,PMOS_VTG,NMOS_VTL,NMOS_VTH,2.598806563345966e-07,5.97582103093849e-08,PMOS_VTH,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,5.203657e-10,4.4671242e-10,0.0003247815,-0.0001864779,0.0003492575,-0.0001518219,0.3624559031521786,0.1461626358985995,0.9611337015599952,True,True,True,ok,1024,8.700303364245197e-07,8.700303364245197e-07,8.496390004145701e-10,849.6390004145701,870030.3364245198
17,TT,25.0,1.0,16,16,False,8.887588657252217e-08,1.996533285749603e-07,1.5656059007157406e-07,5.96528471293334e-08,PMOS_VTH,NMOS_VTG,NMOS_VTL,6.350523980397298e-07,2.8708638038962617e-07,5.986182840060019e-08,PMOS_VTL,NMOS_VTH,2.968723576401198e-07,3.1493281984528106e-07,2.0303533650104235e-07,9.820565352438101e-08,5.302674624445607e-08,PMOS_VTH,PMOS_VTL,NMOS_VTH,NMOS_VTG,2.421699952459094e-07,5.7025856025297226e-08,PMOS_VTH,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,6.051831e-10,4.604624e-10,0.000323519,-0.0001843008,0.0003478536,-0.0001541886,0.3557162732592179,0.0024165883363932,1.006414646888043,True,True,True,ok,1024,9.648424912597064e-07,9.648424912597064e-07,9.42228995370807e-10,942.228995370807,964842.4912597063
18,TT,25.0,1.0,32,16,False,1.0222829735108078e-07,1.8776743703051906e-07,1.116399995059016e-07,5.9194384587212986e-08,PMOS_VTG,NMOS_VTL,NMOS_VTH,4.57239443274982e-07,2.696919747660968e-07,5.518286943210706e-08,PMOS_VTH,NMOS_VTH,2.9884833293284325e-07,3.145078459508211e-07,2.065428149093829e-07,1.0552408678593333e-07,5.927739044528486e-08,PMOS_VTG,PMOS_VTL,NMOS_VTG,NMOS_VTL,2.49472672199666e-07,5.830329647895474e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,8.204184e-10,8.6685032e-10,0.0003274595,-0.0001445045,0.000351827,-5.891985e-05,0.3347068282994747,0.2566825829267736,0.3582920426457648,True,True,True,ok,512,7.148196643629485e-07,7.148196643629485e-07,1.3961321569588838e-09,1396.1321569588838,714819.6643629485
19,TT,25.0,1.0,16,32,False,7.870876190547855e-08,1.9369806308736558e-07,1.6014277919822797e-07,5.33294057894504e-08,PMOS_VTG,NMOS_VTG,NMOS_VTH,4.421757009970182e-07,2.872045115865192e-07,5.08326494198514e-08,PMOS_VTL,NMOS_VTG,3.011236870500567e-07,2.197322881670196e-07,1.8575279591546549e-07,9.87438683845052e-08,5.60660884120309e-08,PMOS_VTL,PMOS_VTG,NMOS_VTL,NMOS_VTG,2.9321227466382576e-07,5.8044049860694456e-08,PMOS_VTG,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,6.208069e-10,6.3711912e-10,0.0003262434,-0.000129766,0.0003505816,-2.324228e-05,0.3602210985341995,0.2429704615640992,0.6609043183913547,True,True,True,ok,512,7.068556635647311e-07,7.068556635647311e-07,1.3805774678998655e-09,1380.5774678998655,706855.6635647311
20,TT,25.0,1.0,16,32,False,7.741730388964144e-08,2.337487702171373e-07,1.3670948057579852e-07,5.74627486863135e-08,PMOS_VTL,NMOS_VTH,NMOS_VTG,5.233629751583207e-07,2.359956693690587e-07,5.974504716906061e-08,PMOS_VTL,NMOS_VTG,2.588377584435504e-07,2.317755492517449e-07,1.625791853804302e-07,7.357775896860357e-08,5.5527440309312576e-08,PMOS_VTH,PMOS_VTL,NMOS_VTG,NMOS_VTL,2.891605886989492e-07,5.364106532807601e-08,PMOS_VTG,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,6.631937e-10,5.0707098e-10,0.0003248087,-0.0001288075,0.0003496401,-5.165562e-05,0.3774570370434424,0.2073250687173426,0.821089013636298,True,True,True,ok,512,7.368127742869626e-07,7.368127742869626e-07,1.439087449779224e-09,1439.0874497792238,736812.7742869626
21,TT,25.0,1.0,16,32,False,9.327251875385645e-08,1.8501372285261875e-07,1.1901821735965959e-07,5.967727079540086e-08,PMOS_VTL,NMOS_VTH,NMOS_VTG,4.3790458908724433e-07,2.522632131524003e-07,5.8459265146792864e-08,PMOS_VTL,NMOS_VTG,2.877220138827959e-07,2.826696488795775e-07,1.9651388230326414e-07,7.919280627678736e-08,5.808676431944758e-08,PMOS_VTL,PMOS_VTL,NMOS_VTH,NMOS_VTL,2.943108738375694e-07,5.7691011559731816e-08,PMOS_VTH,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,6.63166e-10,5.053715800000001e-10,0.0003255562,-0.0001299474,0.0003505134,-5.27067e-05,0.3673407969078343,0.2122040906582874,0.6625646996537573,True,True,True,ok,512,7.042060974283471e-07,7.042060974283471e-07,1.3754025340397403e-09,1375.4025340397404,704206.0974283471
22,TT,25.0,1.0,16,32,False,8.106503992931075e-08,1.8006349786011e-07,1.6073880083250478e-07,5.0432740795897954e-08,PMOS_VTH,NMOS_VTG,NMOS_VTL,4.975933838437663e-07,3.019721578919895e-07,5.8305756274855e-08,PMOS_VTL,NMOS_VTH,2.2304062210885305e-07,2.745225339155774e-07,1.5576132876059237e-07,9.855814211970726e-08,5.0192342086080544e-08,PMOS_VTG,PMOS_VTL,NMOS_VTH,NMOS_VTL,2.956830344902809e-07,5.3551600666202484e-08,PMOS_VTG,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,6.576234e-10,4.845438500000001e-10,0.0003250003,-0.0001276502,0.0003498584,-5.302605e-05,0.331741158819568,0.0148034551195152,1.057834675612683,True,True,True,ok,512,7.033225558757615e-07,7.033225558757615e-07,1.3736768669448467e-09,1373.6768669448468,703322.5558757616
23,TT,25.0,1.0,32,16,False,7.831582015153927e-08,2.0740964125943872e-07,1.2645586533989838e-07,5.8619612785652215e-08,PMOS_VTH,NMOS_VTH,NMOS_VTL,6.463608855608119e-07,2.585934560608547e-07,5.330949560597981e-08,PMOS_VTL,NMOS_VTG,2.380848653907225e-07,2.2669048067101338e-07,1.966291260564489e-07,7.420072101015875e-08,5.702098645746029e-08,PMOS_VTG,PMOS_VTG,NMOS_VTL,NMOS_VTG,3.112471066774416e-07,5.547861072310992e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,6.162143e-10,4.3424488e-10,0.0003246401,-0.0001418446,0.0003482526,-0.0001029777,0.4358512309595473,0.004573791520671,0.9875339978047502,True,True,True,ok,512,7.295253141317254e-07,7.295253141317254e-07,1.4248541291635261e-09,1424.854129163526,729525.3141317253
