sample_id,corner,temperature,vdd,rows,cols,choose_columnmux,pu_width,pd_width,pg_width,cell_length,pu_model,pd_model,pg_model,sa_p_width,sa_n_width,sa_length,sa_p_model,sa_n_model,wld_nand_p_width,wld_inv_p_width,wld_nand_n_width,wld_inv_n_width,wld_length,wld_nand_p_model,wld_inv_p_model,wld_nand_n_model,wld_inv_n_model,prc_p_width,prc_length,prc_p_model,mux_p_width,mux_n_width,mux_length,mux_p_model,mux_n_model,wrd_p_width,wrd_n_width,wrd_length,wrd_p_model,wrd_n_model,dec_nand_p_width,dec_inv_p_width,dec_nand_n_width,dec_inv_n_width,dec_length,dec_nand_p_model,dec_inv_p_model,dec_nand_n_model,dec_inv_n_model,mc_runs,vth_std,use_mc,use_rc,use_equivalent,raw_read_delay,raw_write_delay,read_pstc,read_pdyn,write_pstc,write_pdyn,hold_snm,read_snm,write_snm,valid_snm,valid_delay,valid_design,status,num_arrays,area,total_macro_area,single_array_area,single_array_area_um2,area_um2
148,TT,25.0,1.0,128,32,False,9.810668164785312e-08,1.905044232741064e-07,1.1025369370610715e-07,5.894103061247018e-08,PMOS_VTH,NMOS_VTG,NMOS_VTL,5.216045002647249e-07,2.3223976726201786e-07,5.7408593556996214e-08,PMOS_VTG,NMOS_VTG,3.211653039284852e-07,2.5827753214108054e-07,1.8188609607492522e-07,7.63511216829059e-08,5.657486034335945e-08,PMOS_VTG,PMOS_VTL,NMOS_VTH,NMOS_VTG,2.477806264610712e-07,5.81363859432898e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.172084e-09,6.346917899999998e-10,0.0003347992,0.0003881629,0.0003596205,0.0009459103,0.3588500800037688,0.1497973351666325,0.8661606398007656,True,True,True,ok,64,4.6231149872339096e-07,4.6231149872339096e-07,7.223617167552984e-09,7223.617167552984,462311.498723391
149,TT,25.0,1.0,128,128,False,9.733211615483901e-08,2.0084868664241877e-07,1.1250252553059237e-07,5.90914370629911e-08,PMOS_VTL,NMOS_VTL,NMOS_VTG,5.395550786536846e-07,2.944386221297951e-07,5.7587365126123416e-08,PMOS_VTG,NMOS_VTH,3.0655427812839014e-07,2.508529008340192e-07,2.0372143479279202e-07,1.074186985782503e-07,5.35175601840008e-08,PMOS_VTG,PMOS_VTG,NMOS_VTL,NMOS_VTH,2.767849566918439e-07,5.0112923474660136e-08,PMOS_VTH,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.524317e-09,1.04179189e-09,0.0004856243,0.002096132,0.0005243368,0.006222215,0.3343164982851919,0.2142214875182161,0.5661040373255799,True,True,True,ok,16,3.6064938358393565e-07,3.6064938358393565e-07,2.2540586473995978e-08,22540.58647399598,360649.3835839357
150,TT,25.0,1.0,128,32,False,9.501421465422989e-08,2.401812786527643e-07,1.5392224276604018e-07,5.734963374710719e-08,PMOS_VTH,NMOS_VTL,NMOS_VTH,5.673228292292509e-07,3.1014381450285065e-07,5.225187651742664e-08,PMOS_VTH,NMOS_VTH,2.954326541156666e-07,3.00879085182192e-07,1.6210355231261685e-07,9.2388682890981e-08,5.898659983601296e-08,PMOS_VTL,PMOS_VTH,NMOS_VTL,NMOS_VTL,2.7190724928353817e-07,5.3288482770294993e-08,PMOS_VTH,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.400524e-09,7.430239599999998e-10,0.0003711011,0.0004247804,0.0003987548,0.001005944,0.2932689736789434,0.2002357031033004,0.689504328726519,True,True,True,ok,64,4.833999623269532e-07,4.833999623269532e-07,7.553124411358644e-09,7553.124411358644,483399.9623269532
151,TT,25.0,1.0,128,128,False,8.117192727897646e-08,2.089213017954163e-07,1.4891276500420486e-07,5.6804965654674826e-08,PMOS_VTG,NMOS_VTH,NMOS_VTH,4.766172278320409e-07,3.105726795627226e-07,5.3444909490939364e-08,PMOS_VTG,NMOS_VTG,2.708243907709466e-07,2.814395343234224e-07,1.825072012180873e-07,1.0013063834434921e-07,5.8775850059726035e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,2.845907112559979e-07,5.5853469637545657e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.702035e-09,1.0904867199999999e-09,0.000361036,0.002085607,0.0003833017,0.006188502,0.4030558461364987,0.2724978838085364,0.6163772749691907,True,True,True,ok,16,3.617905828346414e-07,3.617905828346414e-07,2.2611911427165087e-08,22611.911427165087,361790.5828346414
152,TT,25.0,1.0,128,128,False,1.0559089473590145e-07,1.7629546964996786e-07,1.3726745809973617e-07,5.73121701677257e-08,PMOS_VTG,NMOS_VTL,NMOS_VTH,5.384546499615888e-07,3.080448175562417e-07,5.955023688783207e-08,PMOS_VTG,NMOS_VTH,2.501433669400212e-07,2.4003747463569496e-07,1.8080379506672714e-07,9.643422315549345e-08,5.361508225608444e-08,PMOS_VTL,PMOS_VTH,NMOS_VTL,NMOS_VTH,3.0100920204951e-07,5.432871219676788e-08,PMOS_VTH,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.795743e-09,1.16556187e-09,0.000495955,0.002152574,0.0005346893,0.006279614,0.333951827054678,0.241091228419467,0.4324364687705208,True,True,True,ok,16,3.5796336858627856e-07,3.5796336858627856e-07,2.237271053664241e-08,22372.71053664241,357963.3685862786
153,TT,25.0,1.0,128,32,False,8.298926067006483e-08,2.2742251691884178e-07,1.512576304587937e-07,5.965911943544962e-08,PMOS_VTL,NMOS_VTG,NMOS_VTH,4.879641612456924e-07,2.330803742461839e-07,5.991046115731652e-08,PMOS_VTL,NMOS_VTG,2.858682672697053e-07,2.780687093984273e-07,1.5902473994676418e-07,7.563219569989762e-08,5.444404545696471e-08,PMOS_VTH,PMOS_VTH,NMOS_VTL,NMOS_VTH,2.767426514828113e-07,5.3086650080873215e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.413778e-09,7.5019637e-10,0.0003477978,0.0004006604,0.000368586,0.001007636,0.3736337686603228,0.2761027269069475,0.5368348400124517,True,True,True,ok,64,4.7606880946818795e-07,4.7606880946818795e-07,7.438575147940437e-09,7438.575147940437,476068.809468188
154,TT,25.0,1.0,128,32,False,9.822433125122017e-08,2.0136029258137165e-07,1.1451379363314168e-07,5.5599646299892896e-08,PMOS_VTG,NMOS_VTH,NMOS_VTL,6.21364511146733e-07,2.574390340051176e-07,5.132282780191204e-08,PMOS_VTL,NMOS_VTG,2.7764688006361505e-07,2.6001667205521905e-07,1.8007382751024329e-07,9.451230944860334e-08,5.387476081009473e-08,PMOS_VTL,PMOS_VTH,NMOS_VTG,NMOS_VTG,2.7543748551612266e-07,5.6363307386660636e-08,PMOS_VTH,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.115744e-09,5.9220832e-10,0.0003424798,0.0004116968,0.0003689148,0.000975151,0.3954210310793712,0.163531973637647,0.8062407880509319,True,True,True,ok,64,4.567206301149726e-07,4.567206301149726e-07,7.136259845546447e-09,7136.259845546447,456720.6301149726
155,TT,25.0,1.0,128,128,False,1.0346851084249089e-07,2.138061424262772e-07,1.4138916299051549e-07,5.479712716082688e-08,PMOS_VTH,NMOS_VTL,NMOS_VTG,4.959512164622236e-07,2.630951031219827e-07,5.86027639343084e-08,PMOS_VTL,NMOS_VTG,2.967667189838336e-07,2.356383724408877e-07,1.9266329604736762e-07,7.792374031865958e-08,5.348923108982249e-08,PMOS_VTG,PMOS_VTL,NMOS_VTG,NMOS_VTG,2.910941000560223e-07,5.3127508599421294e-08,PMOS_VTG,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.285611e-09,1.00071046e-09,0.0005097124,0.002106187,0.0005444864,0.006224879,0.2947842950257447,0.138292534595566,0.8505147355408242,True,True,True,ok,16,3.6459799947835023e-07,3.6459799947835023e-07,2.278737496739689e-08,22787.37496739689,364597.9994783502
156,TT,25.0,1.0,128,32,False,9.322196281550419e-08,1.6658228895116166e-07,1.55124131581519e-07,5.290735195539381e-08,PMOS_VTH,NMOS_VTH,NMOS_VTH,4.593259701258043e-07,2.400378573190825e-07,5.265881602037624e-08,PMOS_VTL,NMOS_VTG,3.162242972868894e-07,3.0673872372440934e-07,1.641878231982446e-07,9.486411557372858e-08,5.64288217210082e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTL,2.873657221080488e-07,5.030134386468592e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.503927e-09,7.020587700000001e-10,0.0003411752,0.0003920071,0.0003553526,0.0009746441,0.4294376437607511,0.2344659935544599,0.7530540572761381,True,True,True,ok,64,4.5154030093544297e-07,4.5154030093544297e-07,7.0553172021162964e-09,7055.317202116296,451540.30093544297
157,TT,25.0,1.0,128,32,False,1.0361833239326993e-07,2.2652988903986997e-07,1.531424567869489e-07,5.8128262453937695e-08,PMOS_VTH,NMOS_VTL,NMOS_VTH,5.189600261005805e-07,3.002069853407987e-07,5.8499958181737835e-08,PMOS_VTG,NMOS_VTG,2.251275046745475e-07,3.053530893330488e-07,1.6618180110625768e-07,9.49207124546301e-08,5.7005474336145434e-08,PMOS_VTH,PMOS_VTG,NMOS_VTH,NMOS_VTH,2.697114851965596e-07,5.1842116911597914e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.451744e-09,7.714254900000001e-10,0.0003674884,0.0003993015,0.0003868139,0.0009733926,0.3000068181272815,0.2040237017072813,0.6414192379670374,True,True,True,ok,64,4.824590439456327e-07,4.824590439456327e-07,7.53842256165051e-09,7538.422561650511,482459.0439456327
158,TT,25.0,1.0,128,32,False,9.873330866280584e-08,2.067473072283468e-07,1.2954050191727193e-07,5.647018145422447e-08,PMOS_VTG,NMOS_VTH,NMOS_VTG,4.825999712302452e-07,2.2418082677484426e-07,5.888844543131087e-08,PMOS_VTH,NMOS_VTG,2.566709795980471e-07,2.55642125867206e-07,2.1067412263143158e-07,1.0791900600409659e-07,5.5485211177554055e-08,PMOS_VTH,PMOS_VTL,NMOS_VTH,NMOS_VTL,3.0269079014227266e-07,5.902135747302362e-08,PMOS_VTH,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.312071e-09,6.537381e-10,0.0003291547,0.0004250439,0.0003567878,0.0009681747,0.3976116252600702,0.1966912016691687,0.7363122152871036,True,True,True,ok,64,4.575209702218369e-07,4.575209702218369e-07,7.148765159716201e-09,7148.765159716201,457520.9702218369
159,TT,25.0,1.0,128,128,False,7.433965606916463e-08,2.1203596976706126e-07,1.2825651145206244e-07,5.9497189180516814e-08,PMOS_VTG,NMOS_VTH,NMOS_VTG,6.028882525328792e-07,2.4875770773236724e-07,5.0688531557781794e-08,PMOS_VTH,NMOS_VTL,2.8401054575900444e-07,3.121330801170209e-07,1.7686174231277605e-07,1.0015812180622665e-07,5.584730412166318e-08,PMOS_VTH,PMOS_VTL,NMOS_VTL,NMOS_VTG,2.195302701700383e-07,5.2561106500144623e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.438899e-09,9.8741393e-10,0.0003643689,0.002024718,0.0003803124,0.006108277,0.4095057468040428,0.1967449658261694,0.8598123369426492,True,True,True,ok,16,3.6329950671715255e-07,3.6329950671715255e-07,2.2706219169822035e-08,22706.219169822034,363299.50671715254
160,TT,25.0,1.0,128,128,False,9.393365179822845e-08,2.2897123001950842e-07,1.461620561429979e-07,5.056439162799911e-08,PMOS_VTH,NMOS_VTL,NMOS_VTG,4.902841912988977e-07,3.010337408968278e-07,5.7134956707928704e-08,PMOS_VTL,NMOS_VTL,2.662370687967084e-07,2.972187703704652e-07,1.8226258950092045e-07,8.753529390254722e-08,5.2180676154266536e-08,PMOS_VTH,PMOS_VTH,NMOS_VTG,NMOS_VTG,3.118460148355121e-07,5.0077042335872425e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.196244e-09,9.9064907e-10,0.0007489153,0.002054635,0.0007272868,0.006217834,0.2754388802115271,0.1177359993073474,0.8943426414873578,True,True,True,ok,16,3.59542759274987e-07,3.59542759274987e-07,2.2471422454686686e-08,22471.422454686686,359542.759274987
161,TT,25.0,1.0,128,128,False,9.033951600647637e-08,2.0268226670690122e-07,1.5857210692699414e-07,5.8112344968667714e-08,PMOS_VTL,NMOS_VTG,NMOS_VTL,5.673584322262557e-07,2.561125306565072e-07,5.051862304982988e-08,PMOS_VTL,NMOS_VTL,2.437730732142004e-07,2.616945669984378e-07,2.108247914605012e-07,8.140752787777994e-08,5.1167905202422244e-08,PMOS_VTH,PMOS_VTG,NMOS_VTH,NMOS_VTG,2.325959540466484e-07,5.1297345487258807e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.254853e-09,9.5324794e-10,0.0004311221,0.002049601,0.0004311767,0.006193791,0.3725519214480582,0.1463267207342806,0.9192724179638604,True,True,True,ok,16,3.6853156761413e-07,3.6853156761413e-07,2.3033222975883126e-08,23033.222975883127,368531.56761413004
162,TT,25.0,1.0,128,32,False,9.56800018583326e-08,1.7604570011939113e-07,1.4936847921136205e-07,5.925514990336018e-08,PMOS_VTL,NMOS_VTG,NMOS_VTG,5.223359494288242e-07,2.920634337671769e-07,5.358542030255134e-08,PMOS_VTG,NMOS_VTG,2.5448557803440335e-07,2.423080031943517e-07,2.128850822961277e-07,1.048403285303124e-07,5.4109381857033624e-08,PMOS_VTH,PMOS_VTH,NMOS_VTL,NMOS_VTL,2.939095325613564e-07,5.98999929304868e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.120106e-09,6.284746299999998e-10,0.000344276,0.0004135616,0.0003691437,0.0009990818,0.3761398166111378,0.1932610853634956,0.7753213278198865,True,True,True,ok,64,4.6058403673169267e-07,4.6058403673169267e-07,7.196625573932698e-09,7196.625573932698,460584.0367316927
163,TT,25.0,1.0,128,32,False,1.058149119362361e-07,1.858805914423495e-07,1.243351056907855e-07,5.3954492137397644e-08,PMOS_VTL,NMOS_VTL,NMOS_VTH,6.212972007987541e-07,2.3552052885785373e-07,5.2320680203181326e-08,PMOS_VTH,NMOS_VTG,2.2691966702465766e-07,2.2571504295842294e-07,1.9012245035633337e-07,8.49058180349008e-08,5.073930731766669e-08,PMOS_VTG,PMOS_VTH,NMOS_VTH,NMOS_VTL,3.178734085263725e-07,5.422964283634975e-08,PMOS_VTH,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.530325e-09,1.06173439e-09,0.0003900735,0.0004238636,0.0004176912,0.001088414,0.3247830894997633,0.2507090742398506,0.3438360350497872,True,True,True,ok,64,4.4716698413951296e-07,4.4716698413951296e-07,6.98698412717989e-09,6986.98412717989,447166.98413951293
164,TT,25.0,1.0,128,32,False,9.161926393734353e-08,2.294390780516135e-07,1.3177843789623786e-07,5.459630176942917e-08,PMOS_VTH,NMOS_VTH,NMOS_VTL,6.198605983535101e-07,2.9598685892126064e-07,5.744048530174781e-08,PMOS_VTL,NMOS_VTL,2.3608421263019978e-07,3.10724486097203e-07,1.716723328608514e-07,1.024543205533992e-07,5.381001870433226e-08,PMOS_VTH,PMOS_VTL,NMOS_VTL,NMOS_VTH,2.847275705832953e-07,5.3059023888874035e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.019757e-09,6.1950605e-10,0.0003345293,0.0003991965,0.0003546275,0.00097448,0.4318459320777468,0.0042860598719112,0.960808733668138,True,True,True,ok,64,4.704723238809755e-07,4.704723238809755e-07,7.351130060640242e-09,7351.130060640242,470472.3238809755
165,TT,25.0,1.0,128,128,False,9.563860474340693e-08,1.779507475785088e-07,1.494400155228395e-07,5.5647643304931e-08,PMOS_VTH,NMOS_VTG,NMOS_VTH,4.657594483361198e-07,2.539492264603253e-07,5.207726760805877e-08,PMOS_VTL,NMOS_VTH,2.348218391381491e-07,3.2162468483074894e-07,2.110867104355283e-07,8.210973630452967e-08,5.96073427857288e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTL,2.524847704455574e-07,5.6373181006532145e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.751432e-09,1.1008511600000002e-09,0.0003701213,0.002066964,0.0003928849,0.006189274,0.3534186075554982,0.222639254336987,0.6929793873249906,True,True,True,ok,16,3.556426418180893e-07,3.556426418180893e-07,2.222766511363058e-08,22227.66511363058,355642.6418180893
166,TT,25.0,1.0,128,32,False,1.0456210723114057e-07,2.0615724808221414e-07,1.1537170972961333e-07,5.4277350319940295e-08,PMOS_VTL,NMOS_VTL,NMOS_VTG,4.758476200898561e-07,2.62427391153156e-07,5.3078919203053854e-08,PMOS_VTH,NMOS_VTH,2.2009291999766985e-07,2.739414917352625e-07,1.570667679596306e-07,7.735407742997194e-08,5.5300092910573675e-08,PMOS_VTG,PMOS_VTL,NMOS_VTL,NMOS_VTG,2.5665971123966134e-07,5.988340691224507e-08,PMOS_VTH,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.183575e-09,6.795246700000001e-10,0.0003915588,0.0004094239,0.0004192169,0.001017755,0.3232618206778253,0.2040625918731397,0.5417480654155094,True,True,True,ok,64,4.513087525330378e-07,4.513087525330378e-07,7.0516992583287155e-09,7051.699258328716,451308.7525330378
167,TT,25.0,1.0,128,32,False,9.603848184531033e-08,1.836613214420243e-07,1.5443950052419352e-07,5.1826169640883545e-08,PMOS_VTG,NMOS_VTH,NMOS_VTH,4.652645215413815e-07,2.69897374741983e-07,5.693899722745339e-08,PMOS_VTG,NMOS_VTL,2.3384489177818589e-07,2.5266576412197384e-07,1.516810478000293e-07,9.206316341426409e-08,5.59776218367714e-08,PMOS_VTH,PMOS_VTL,NMOS_VTG,NMOS_VTG,2.546384164146526e-07,5.1794602943937276e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.449035e-09,7.092837200000001e-10,0.0003384277,0.0003947483,0.0003580254,0.000983329,0.3843695545444031,0.2677278616708047,0.5426222541751797,True,True,True,ok,64,4.44635665661412e-07,4.44635665661412e-07,6.947432275959563e-09,6947.4322759595625,444635.665661412
168,TT,25.0,1.0,128,32,False,1.0689438192095773e-07,2.2555353379642115e-07,1.4533429290311026e-07,5.865735771416508e-08,PMOS_VTH,NMOS_VTH,NMOS_VTL,5.937003267328051e-07,2.327517759213016e-07,5.49084635031186e-08,PMOS_VTG,NMOS_VTH,2.371613026620384e-07,2.841993187446544e-07,1.965771347103945e-07,7.951244561033936e-08,5.61658864749133e-08,PMOS_VTH,PMOS_VTL,NMOS_VTL,NMOS_VTG,2.755121298126857e-07,5.206428946907458e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.158485e-09,6.1899821e-10,0.0003351576,0.0004010496,0.0003545912,0.0009820129,0.4360092375053374,0.004088331602688,0.9528985090050198,True,True,True,ok,64,4.8172377347696e-07,4.8172377347696e-07,7.5269339605775e-09,7526.9339605775,481723.77347696
169,TT,25.0,1.0,128,32,False,8.651256370917156e-08,1.7958696858666685e-07,1.5900460538075884e-07,5.703261449873765e-08,PMOS_VTH,NMOS_VTG,NMOS_VTH,5.269746556787012e-07,2.542174496318684e-07,5.5545344275674075e-08,PMOS_VTH,NMOS_VTL,2.7159919170607465e-07,3.150513771660967e-07,1.5479103651017085e-07,7.487166474764948e-08,5.3992717265989255e-08,PMOS_VTH,PMOS_VTH,NMOS_VTH,NMOS_VTH,2.988394591225297e-07,5.110037865072144e-08,PMOS_VTH,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.49083e-09,7.5233618e-10,0.0003307621,0.0004292439,0.0003582393,0.0009703169,0.3531524730691562,0.2179762902872474,0.781287783823774,True,True,True,ok,64,4.659984893766501e-07,4.659984893766501e-07,7.2812263965101574e-09,7281.226396510157,465998.4893766501
170,TT,25.0,1.0,128,128,False,8.985865568798876e-08,1.9891585287967246e-07,1.0881949474145207e-07,5.3805730147511395e-08,PMOS_VTH,NMOS_VTL,NMOS_VTL,4.736252283035698e-07,2.858936114278724e-07,5.634971223564885e-08,PMOS_VTL,NMOS_VTG,3.0103010487867296e-07,2.470427994983284e-07,1.985702678529634e-07,9.401405498404024e-08,5.1981275758646726e-08,PMOS_VTL,PMOS_VTH,NMOS_VTG,NMOS_VTL,2.619799436547684e-07,5.9391527512132576e-08,PMOS_VTG,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.217194e-09,9.6442926e-10,0.0005758124,0.002053988,0.0006120262,0.006133693,0.2894689019337806,0.1188706475971766,0.8771749727236249,True,True,True,ok,16,3.4468554593208134e-07,3.4468554593208134e-07,2.1542846620755084e-08,21542.846620755085,344685.54593208135
171,TT,25.0,1.0,128,32,False,9.406800521265782e-08,2.1353746626397042e-07,1.25858978701451e-07,5.8988187788352234e-08,PMOS_VTH,NMOS_VTG,NMOS_VTL,6.199645073588658e-07,3.207316322369764e-07,5.79832219404961e-08,PMOS_VTL,NMOS_VTH,2.877242890149714e-07,2.990789758797633e-07,2.0628483721301443e-07,7.693609210518947e-08,5.2631533858820997e-08,PMOS_VTL,PMOS_VTL,NMOS_VTG,NMOS_VTG,2.759387892901254e-07,5.6405895809841e-08,PMOS_VTL,1.35e-07,1.35e-07,5e-08,PMOS_VTG,NMOS_VTG,3.6e-07,1.8e-07,5e-08,PMOS_VTG,NMOS_VTG,2.7e-07,2.7e-07,1.8e-07,9e-08,5e-08,PMOS_VTG,PMOS_VTG,NMOS_VTG,NMOS_VTG,1,0.0,False,True,True,1.127057e-09,6.1778846e-10,0.0003530729,0.0004023238,0.0003764268,0.0009794878,0.3543978486240651,0.1425577588590629,0.9148212698717456,True,True,True,ok,64,4.729847293186881e-07,4.729847293186881e-07,7.3903863956045014e-09,7390.386395604502,472984.7293186881
