Index       TIME             V(CLK)          V(CLK_BUF)        V(CLK_BAR)          V(CSB)           V(CS_BAR)           V(CS)            V(WEB)           V(WE_BAR)           V(WE)       V(GATED_CLK_BUF)  V(GATED_CLK_BAR)      V(WL_EN)           V(RWL)             V(A0)           V(A_DFF0)           V(A1)           V(A_DFF1)           V(A2)           V(A_DFF2)           V(A3)           V(A_DFF3)          V(RBL)         V(RBL_DELAY)    V(RBL_DELAY_BAR)       V(W_EN)           V(PRE)            V(S_EN)           V(WL15)           V(BL7)            V(BLB7)      V(XSRAM_6T_CORE_16X8:XSRAM_6T_CELL_15_7:Q) V(XSRAM_6T_CORE_16X8:XSRAM_6T_CELL_15_7:QB)     V(SA_Q7)          V(SA_QB7)          V(OUT)      
276      2.76000000e-09    1.00000000e+00    9.99989751e-01    1.39539728e-05    0.00000000e+00    9.64394487e-06    9.99990812e-01    1.00000000e+00    9.99995412e-01    1.46202894e-05    9.99995462e-01    1.22583331e-05    2.44677168e-05    7.45187872e-06    0.00000000e+00    9.99987095e-01    0.00000000e+00    9.99996142e-01    0.00000000e+00    9.99996664e-01    0.00000000e+00    9.99989994e-01    1.03998600e+00    3.68236749e-05    9.99998011e-01    9.65699587e-06    9.99978808e-01   -4.64197364e-05    5.11308359e-06    1.02163626e+00    1.03551684e+00    1.51187481e-05    9.99986796e-01    1.02164927e+00    1.03551336e+00    2.37782524e-05
277      2.77000000e-09    1.00000000e+00    9.99989835e-01    1.40084435e-05    0.00000000e+00    9.63911710e-06    9.99990805e-01    1.00000000e+00    9.99995410e-01    1.46106041e-05    9.99995456e-01    1.22505711e-05    2.44582617e-05    7.45378877e-06    0.00000000e+00    9.99987111e-01    0.00000000e+00    9.99996113e-01    0.00000000e+00    9.99996633e-01    0.00000000e+00    9.99990005e-01    1.03971728e+00    3.68235401e-05    9.99997994e-01    9.65674082e-06    9.99978829e-01   -4.63636357e-05    5.12125539e-06    1.02152586e+00    1.03548381e+00    1.51161055e-05    9.99986796e-01    1.02153889e+00    1.03548034e+00    2.37782515e-05
278      2.78000000e-09    1.00000000e+00    9.99989919e-01    1.40629142e-05    0.00000000e+00    9.63428932e-06    9.99990799e-01    1.00000000e+00    9.99995408e-01    1.46009189e-05    9.99995450e-01    1.22428091e-05    2.44488067e-05    7.45569882e-06    0.00000000e+00    9.99987127e-01    0.00000000e+00    9.99996083e-01    0.00000000e+00    9.99996601e-01    0.00000000e+00    9.99990017e-01    1.03944855e+00    3.68234053e-05    9.99997978e-01    9.65648577e-06    9.99978851e-01   -4.63075349e-05    5.12942720e-06    1.02141547e+00    1.03545077e+00    1.51134629e-05    9.99986796e-01    1.02142850e+00    1.03544732e+00    2.37782506e-05
279      2.79000000e-09    1.00000000e+00    9.99990003e-01    1.41173849e-05    0.00000000e+00    9.62946155e-06    9.99990793e-01    1.00000000e+00    9.99995406e-01    1.45912337e-05    9.99995444e-01    1.22350470e-05    2.44393516e-05    7.45760888e-06    0.00000000e+00    9.99987143e-01    0.00000000e+00    9.99996054e-01    0.00000000e+00    9.99996570e-01    0.00000000e+00    9.99990028e-01    1.03917982e+00    3.68232706e-05    9.99997962e-01    9.65623072e-06    9.99978872e-01   -4.62514342e-05    5.13759901e-06    1.02130507e+00    1.03541774e+00    1.51108202e-05    9.99986796e-01    1.02131811e+00    1.03541430e+00    2.37782496e-05
280      2.80000000e-09    1.00000000e+00    9.99990086e-01    1.41718555e-05    0.00000000e+00    9.62463377e-06    9.99990787e-01    1.00000000e+00    9.99995404e-01    1.45815485e-05    9.99995439e-01    1.22272850e-05    2.44298966e-05    7.45951893e-06    0.00000000e+00    9.99987159e-01    0.00000000e+00    9.99996025e-01    0.00000000e+00    9.99996539e-01    0.00000000e+00    9.99990040e-01    1.03891110e+00    3.68231358e-05    9.99997945e-01    9.65597568e-06    9.99978894e-01   -4.61953335e-05    5.14577082e-06    1.02119467e+00    1.03538471e+00    1.51081776e-05    9.99986796e-01    1.02120773e+00    1.03538128e+00    2.37782487e-05
281      2.81000000e-09    1.00000000e+00    9.99990170e-01    1.42263262e-05    0.00000000e+00    9.61980600e-06    9.99990781e-01    1.00000000e+00    9.99995402e-01    1.45718632e-05    9.99995433e-01    1.22195230e-05    2.44204416e-05    7.46142898e-06    0.00000000e+00    9.99987175e-01    0.00000000e+00    9.99995995e-01    0.00000000e+00    9.99996508e-01    0.00000000e+00    9.99990052e-01    1.03864237e+00    3.68230010e-05    9.99997929e-01    9.65572063e-06    9.99978915e-01   -4.61392328e-05    5.15394262e-06    1.02108428e+00    1.03535168e+00    1.51055350e-05    9.99986796e-01    1.02109734e+00    1.03534826e+00    2.37782478e-05
282      2.82000000e-09    1.00000000e+00    9.99990254e-01    1.42807969e-05    0.00000000e+00    9.61497823e-06    9.99990774e-01    1.00000000e+00    9.99995400e-01    1.45621780e-05    9.99995427e-01    1.22117610e-05    2.44109865e-05    7.46333904e-06    0.00000000e+00    9.99987190e-01    0.00000000e+00    9.99995966e-01    0.00000000e+00    9.99996477e-01    0.00000000e+00    9.99990063e-01    1.03837364e+00    3.68228662e-05    9.99997913e-01    9.65546558e-06    9.99978937e-01   -4.60831321e-05    5.16211443e-06    1.02097388e+00    1.03531864e+00    1.51028923e-05    9.99986796e-01    1.02098695e+00    1.03531524e+00    2.37782468e-05
283      2.83000000e-09    1.00000000e+00    9.99990338e-01    1.43352676e-05    0.00000000e+00    9.61015045e-06    9.99990768e-01    1.00000000e+00    9.99995398e-01    1.45524928e-05    9.99995421e-01    1.22039990e-05    2.44015315e-05    7.46524909e-06    0.00000000e+00    9.99987206e-01    0.00000000e+00    9.99995936e-01    0.00000000e+00    9.99996445e-01    0.00000000e+00    9.99990075e-01    1.03810492e+00    3.68227314e-05    9.99997896e-01    9.65521053e-06    9.99978959e-01   -4.60270314e-05    5.17028624e-06    1.02086348e+00    1.03528561e+00    1.51002497e-05    9.99986796e-01    1.02087656e+00    1.03528222e+00    2.37782459e-05
284      2.84000000e-09    1.00000000e+00    9.99990421e-01    1.43897382e-05    0.00000000e+00    9.60532268e-06    9.99990762e-01    1.00000000e+00    9.99995396e-01    1.45428076e-05    9.99995415e-01    1.21962369e-05    2.43920764e-05    7.46715914e-06    0.00000000e+00    9.99987222e-01    0.00000000e+00    9.99995907e-01    0.00000000e+00    9.99996414e-01    0.00000000e+00    9.99990086e-01    1.03783619e+00    3.68225967e-05    9.99997880e-01    9.65495548e-06    9.99978980e-01   -4.59709307e-05    5.17845805e-06    1.02075309e+00    1.03525258e+00    1.50976070e-05    9.99986796e-01    1.02076618e+00    1.03524920e+00    2.37782450e-05
285      2.85000000e-09    1.00000000e+00    9.99990505e-01    1.44442089e-05    0.00000000e+00    9.60049491e-06    9.99990756e-01    1.00000000e+00    9.99995394e-01    1.45331224e-05    9.99995410e-01    1.21884749e-05    2.43826214e-05    7.46906920e-06    0.00000000e+00    9.99987238e-01    0.00000000e+00    9.99995877e-01    0.00000000e+00    9.99996383e-01    0.00000000e+00    9.99990098e-01    1.03756746e+00    3.68224619e-05    9.99997864e-01    9.65470043e-06    9.99979002e-01   -4.59148299e-05    5.18662985e-06    1.02064269e+00    1.03521955e+00    1.50949644e-05    9.99986796e-01    1.02065579e+00    1.03521618e+00    2.37782440e-05
286      2.86000000e-09    1.00000000e+00    9.99990589e-01    1.44986796e-05    0.00000000e+00    9.59566713e-06    9.99990749e-01    1.00000000e+00    9.99995392e-01    1.45234371e-05    9.99995404e-01    1.21807129e-05    2.43731663e-05    7.47097925e-06    0.00000000e+00    9.99987254e-01    0.00000000e+00    9.99995848e-01    0.00000000e+00    9.99996352e-01    0.00000000e+00    9.99990110e-01    1.03729873e+00    3.68223271e-05    9.99997848e-01    9.65444538e-06    9.99979023e-01   -4.58587292e-05    5.19480166e-06    1.02053229e+00    1.03518651e+00    1.50923218e-05    9.99986796e-01    1.02054540e+00    1.03518316e+00    2.37782431e-05
287      2.87000000e-09    1.00000000e+00    9.99990673e-01    1.45531503e-05    0.00000000e+00    9.59083936e-06    9.99990743e-01    1.00000000e+00    9.99995390e-01    1.45137519e-05    9.99995398e-01    1.21729509e-05    2.43637113e-05    7.47288931e-06    0.00000000e+00    9.99987269e-01    0.00000000e+00    9.99995818e-01    0.00000000e+00    9.99996321e-01    0.00000000e+00    9.99990121e-01    1.03703001e+00    3.68221923e-05    9.99997831e-01    9.65419033e-06    9.99979045e-01   -4.58026285e-05    5.20297347e-06    1.02042190e+00    1.03515348e+00    1.50896791e-05    9.99986796e-01    1.02043501e+00    1.03515014e+00    2.37782422e-05
288      2.88000000e-09    1.00000000e+00    9.99990756e-01    1.46076210e-05    0.00000000e+00    9.58601158e-06    9.99990737e-01    1.00000000e+00    9.99995388e-01    1.45040667e-05    9.99995392e-01    1.21651889e-05    2.43542562e-05    7.47479936e-06    0.00000000e+00    9.99987285e-01    0.00000000e+00    9.99995789e-01    0.00000000e+00    9.99996289e-01    0.00000000e+00    9.99990133e-01    1.03676128e+00    3.68220575e-05    9.99997815e-01    9.65393528e-06    9.99979066e-01   -4.57465278e-05    5.21114527e-06    1.02031150e+00    1.03512045e+00    1.50870365e-05    9.99986796e-01    1.02032463e+00    1.03511713e+00    2.37782412e-05
289      2.89000000e-09    1.00000000e+00    9.99990840e-01    1.46620916e-05    0.00000000e+00    9.58118381e-06    9.99990731e-01    1.00000000e+00    9.99995386e-01    1.44943815e-05    9.99995387e-01    1.21574268e-05    2.43448012e-05    7.47670941e-06    0.00000000e+00    9.99987301e-01    0.00000000e+00    9.99995759e-01    0.00000000e+00    9.99996258e-01    0.00000000e+00    9.99990144e-01    1.03649255e+00    3.68219228e-05    9.99997799e-01    9.65368023e-06    9.99979088e-01   -4.56904271e-05    5.21931708e-06    1.02020111e+00    1.03508742e+00    1.50843939e-05    9.99986796e-01    1.02021424e+00    1.03508411e+00    2.37782403e-05
290      2.90000000e-09    1.00000000e+00    9.99990924e-01    1.47165623e-05    0.00000000e+00    9.57635604e-06    9.99990724e-01    1.00000000e+00    9.99995384e-01    1.44846963e-05    9.99995381e-01    1.21496648e-05    2.43353461e-05    7.47861947e-06    0.00000000e+00    9.99987317e-01    0.00000000e+00    9.99995730e-01    0.00000000e+00    9.99996227e-01    0.00000000e+00    9.99990156e-01    1.03622383e+00    3.68217880e-05    9.99997782e-01    9.65342518e-06    9.99979110e-01   -4.56343264e-05    5.22748889e-06    1.02009071e+00    1.03505438e+00    1.50817512e-05    9.99986796e-01    1.02010385e+00    1.03505109e+00    2.37782394e-05
291      2.91000000e-09    1.00000000e+00    9.99991008e-01    1.47710330e-05    0.00000000e+00    9.57152826e-06    9.99990718e-01    1.00000000e+00    9.99995382e-01    1.44750110e-05    9.99995375e-01    1.21419028e-05    2.43258911e-05    7.48052952e-06    0.00000000e+00    9.99987333e-01    0.00000000e+00    9.99995701e-01    0.00000000e+00    9.99996196e-01    0.00000000e+00    9.99990168e-01    1.03595510e+00    3.68216532e-05    9.99997766e-01    9.65317013e-06    9.99979131e-01   -4.55782256e-05    5.23566070e-06    1.01998031e+00    1.03502135e+00    1.50791086e-05    9.99986796e-01    1.01999346e+00    1.03501807e+00    2.37782384e-05
292      2.92000000e-09    1.00000000e+00    9.99991091e-01    1.48255037e-05    0.00000000e+00    9.56670049e-06    9.99990712e-01    1.00000000e+00    9.99995380e-01    1.44653258e-05    9.99995369e-01    1.21341408e-05    2.43164360e-05    7.48243957e-06    0.00000000e+00    9.99987349e-01    0.00000000e+00    9.99995671e-01    0.00000000e+00    9.99996165e-01    0.00000000e+00    9.99990179e-01    1.03568637e+00    3.68215184e-05    9.99997750e-01    9.65291508e-06    9.99979153e-01   -4.55221249e-05    5.24383250e-06    1.01986992e+00    1.03498832e+00    1.50764659e-05    9.99986796e-01    1.01988308e+00    1.03498505e+00    2.37782375e-05
293      2.93000000e-09    1.00000000e+00    9.99991175e-01    1.48799744e-05    0.00000000e+00    9.56187271e-06    9.99990706e-01    1.00000000e+00    9.99995378e-01    1.44556406e-05    9.99995363e-01    1.21263788e-05    2.43069810e-05    7.48434963e-06    0.00000000e+00    9.99987364e-01    0.00000000e+00    9.99995642e-01    0.00000000e+00    9.99996133e-01    0.00000000e+00    9.99990191e-01    1.03541765e+00    3.68213837e-05    9.99997733e-01    9.65266003e-06    9.99979174e-01   -4.54660242e-05    5.25200431e-06    1.01975952e+00    1.03495529e+00    1.50738233e-05    9.99986796e-01    1.01977269e+00    1.03495203e+00    2.37782366e-05
294      2.94000000e-09    1.00000000e+00    9.99991259e-01    1.49344450e-05    0.00000000e+00    9.55704494e-06    9.99990700e-01    1.00000000e+00    9.99995376e-01    1.44459554e-05    9.99995358e-01    1.21186167e-05    2.42975259e-05    7.48625968e-06    0.00000000e+00    9.99987380e-01    0.00000000e+00    9.99995612e-01    0.00000000e+00    9.99996102e-01    0.00000000e+00    9.99990203e-01    1.03514892e+00    3.68212489e-05    9.99997717e-01    9.65240499e-06    9.99979196e-01   -4.54099235e-05    5.26017612e-06    1.01964912e+00    1.03492225e+00    1.50711807e-05    9.99986796e-01    1.01966230e+00    1.03491901e+00    2.37782356e-05
295      2.95000000e-09    1.00000000e+00    9.99991343e-01    1.49889157e-05    0.00000000e+00    9.55221717e-06    9.99990693e-01    1.00000000e+00    9.99995374e-01    1.44362702e-05    9.99995352e-01    1.21108547e-05    2.42880709e-05    7.48816974e-06    0.00000000e+00    9.99987396e-01    0.00000000e+00    9.99995583e-01    0.00000000e+00    9.99996071e-01    0.00000000e+00    9.99990214e-01    1.03488019e+00    3.68211141e-05    9.99997701e-01    9.65214994e-06    9.99979217e-01   -4.53538228e-05    5.26834793e-06    1.01953873e+00    1.03488922e+00    1.50685380e-05    9.99986796e-01    1.01955191e+00    1.03488599e+00    2.37782347e-05
296      2.96000000e-09    1.00000000e+00    9.99991426e-01    1.50433864e-05    0.00000000e+00    9.54738939e-06    9.99990687e-01    1.00000000e+00    9.99995372e-01    1.44265849e-05    9.99995346e-01    1.21030927e-05    2.42786158e-05    7.49007979e-06    0.00000000e+00    9.99987412e-01    0.00000000e+00    9.99995553e-01    0.00000000e+00    9.99996040e-01    0.00000000e+00    9.99990226e-01    1.03461147e+00    3.68209793e-05    9.99997684e-01    9.65189489e-06    9.99979239e-01   -4.52977221e-05    5.27651973e-06    1.01942833e+00    1.03485619e+00    1.50658954e-05    9.99986796e-01    1.01944153e+00    1.03485297e+00    2.37782338e-05
297      2.97000000e-09    1.00000000e+00    9.99991510e-01    1.50978571e-05    0.00000000e+00    9.54256162e-06    9.99990681e-01    1.00000000e+00    9.99995370e-01    1.44168997e-05    9.99995340e-01    1.20953307e-05    2.42691608e-05    7.49198984e-06    0.00000000e+00    9.99987428e-01    0.00000000e+00    9.99995524e-01    0.00000000e+00    9.99996009e-01    0.00000000e+00    9.99990237e-01    1.03434274e+00    3.68208445e-05    9.99997668e-01    9.65163984e-06    9.99979261e-01   -4.52416214e-05    5.28469154e-06    1.01931793e+00    1.03482316e+00    1.50632528e-05    9.99986796e-01    1.01933114e+00    1.03481995e+00    2.37782328e-05
298      2.98000000e-09    1.00000000e+00    9.99991594e-01    1.51523277e-05    0.00000000e+00    9.53773385e-06    9.99990675e-01    1.00000000e+00    9.99995368e-01    1.44072145e-05    9.99995334e-01    1.20875687e-05    2.42597057e-05    7.49389990e-06    0.00000000e+00    9.99987443e-01    0.00000000e+00    9.99995494e-01    0.00000000e+00    9.99995978e-01    0.00000000e+00    9.99990249e-01    1.03407401e+00    3.68207098e-05    9.99997652e-01    9.65138479e-06    9.99979282e-01   -4.51855206e-05    5.29286335e-06    1.01920754e+00    1.03479012e+00    1.50606101e-05    9.99986796e-01    1.01922075e+00    1.03478693e+00    2.37782319e-05
299      2.99000000e-09    1.00000000e+00    9.99991614e-01    1.51654868e-05    0.00000000e+00    9.53659197e-06    9.99990673e-01    1.00000000e+00    9.99995367e-01    1.44011995e-05    9.99995333e-01    1.20823316e-05    2.42518193e-05    7.49572115e-06    0.00000000e+00    9.99987447e-01    0.00000000e+00    9.99995461e-01    0.00000000e+00    9.99995944e-01    0.00000000e+00    9.99990252e-01    1.03380932e+00    3.68207806e-05    9.99997639e-01    9.65130422e-06    9.99979301e-01   -4.51381198e-05    5.29979902e-06    1.01909875e+00    1.03475823e+00    1.50580178e-05    9.99986796e-01    1.01911197e+00    1.03475505e+00    2.37782312e-05
300      3.00000000e-09    1.00000000e+00    9.99991530e-01    1.51119242e-05    0.00000000e+00    9.54140312e-06    9.99990679e-01    1.00000000e+00    9.99995369e-01    1.44011121e-05    9.99995339e-01    1.20811724e-05    2.42464663e-05    7.49739897e-06    0.00000000e+00    9.99987432e-01    0.00000000e+00    9.99995421e-01    0.00000000e+00    9.99995905e-01    0.00000000e+00    9.99990240e-01    1.03355112e+00    3.68211836e-05    9.99997631e-01    9.65150546e-06    9.99979315e-01   -4.51047700e-05    5.30473824e-06    1.01899255e+00    1.03472818e+00    1.50555067e-05    9.99986796e-01    1.01900578e+00    1.03472500e+00    2.37782307e-05
301      3.01000000e-09    1.00000000e+00    9.99991447e-01    1.50583617e-05    0.00000000e+00    9.54621427e-06    9.99990686e-01    1.00000000e+00    9.99995371e-01    1.44010247e-05    9.99995345e-01    1.20800133e-05    2.42411133e-05    7.49907679e-06    0.00000000e+00    9.99987417e-01    0.00000000e+00    9.99995381e-01    0.00000000e+00    9.99995866e-01    0.00000000e+00    9.99990229e-01    1.03329293e+00    3.68215865e-05    9.99997623e-01    9.65170671e-06    9.99979330e-01   -4.50714201e-05    5.30967746e-06    1.01888636e+00    1.03469813e+00    1.50529957e-05    9.99986796e-01    1.01889959e+00    1.03469496e+00    2.37782303e-05
302      3.02000000e-09    1.00000000e+00    9.99991363e-01    1.50047991e-05    0.00000000e+00    9.55102542e-06    9.99990692e-01    1.00000000e+00    9.99995373e-01    1.44009373e-05    9.99995350e-01    1.20788541e-05    2.42357603e-05    7.50075461e-06    0.00000000e+00    9.99987401e-01    0.00000000e+00    9.99995342e-01    0.00000000e+00    9.99995828e-01    0.00000000e+00    9.99990217e-01    1.03303474e+00    3.68219894e-05    9.99997615e-01    9.65190795e-06    9.99979344e-01   -4.50380703e-05    5.31461668e-06    1.01878016e+00    1.03466808e+00    1.50504846e-05    9.99986796e-01    1.01879339e+00    1.03466491e+00    2.37782298e-05
303      3.03000000e-09    1.00000000e+00    9.99991280e-01    1.49512365e-05    0.00000000e+00    9.55583657e-06    9.99990698e-01    1.00000000e+00    9.99995375e-01    1.44008499e-05    9.99995356e-01    1.20776949e-05    2.42304073e-05    7.50243244e-06    0.00000000e+00    9.99987386e-01    0.00000000e+00    9.99995302e-01    0.00000000e+00    9.99995789e-01    0.00000000e+00    9.99990206e-01    1.03277655e+00    3.68223924e-05    9.99997608e-01    9.65210919e-06    9.99979358e-01   -4.50047205e-05    5.31955590e-06    1.01867397e+00    1.03463802e+00    1.50479735e-05    9.99986796e-01    1.01868720e+00    1.03463487e+00    2.37782294e-05
304      3.04000000e-09    1.00000000e+00    9.99991196e-01    1.48976739e-05    0.00000000e+00    9.56064772e-06    9.99990704e-01    1.00000000e+00    9.99995377e-01    1.44007625e-05    9.99995362e-01    1.20765358e-05    2.42250543e-05    7.50411026e-06    0.00000000e+00    9.99987371e-01    0.00000000e+00    9.99995262e-01    0.00000000e+00    9.99995751e-01    0.00000000e+00    9.99990194e-01    1.03251836e+00    3.68227953e-05    9.99997600e-01    9.65231043e-06    9.99979373e-01   -4.49713706e-05    5.32449512e-06    1.01856777e+00    1.03460797e+00    1.50454624e-05    9.99986796e-01    1.01858101e+00    1.03460482e+00    2.37782289e-05
305      3.05000000e-09    1.00000000e+00    9.99991113e-01    1.48441114e-05    0.00000000e+00    9.56545887e-06    9.99990710e-01    1.00000000e+00    9.99995379e-01    1.44006752e-05    9.99995368e-01    1.20753766e-05    2.42197013e-05    7.50578808e-06    0.00000000e+00    9.99987355e-01    0.00000000e+00    9.99995223e-01    0.00000000e+00    9.99995712e-01    0.00000000e+00    9.99990183e-01    1.03226017e+00    3.68231983e-05    9.99997592e-01    9.65251167e-06    9.99979387e-01   -4.49380208e-05    5.32943434e-06    1.01846157e+00    1.03457792e+00    1.50429514e-05    9.99986796e-01    1.01847482e+00    1.03457478e+00    2.37782284e-05
306      3.06000000e-09    1.00000000e+00    9.99991029e-01    1.47905488e-05    0.00000000e+00    9.57027002e-06    9.99990716e-01    1.00000000e+00    9.99995381e-01    1.44005878e-05    9.99995373e-01    1.20742175e-05    2.42143483e-05    7.50746591e-06    0.00000000e+00    9.99987340e-01    0.00000000e+00    9.99995183e-01    0.00000000e+00    9.99995674e-01    0.00000000e+00    9.99990172e-01    1.03200197e+00    3.68236012e-05    9.99997584e-01    9.65271291e-06    9.99979401e-01   -4.49046710e-05    5.33437355e-06    1.01835538e+00    1.03454787e+00    1.50404403e-05    9.99986796e-01    1.01836863e+00    1.03454473e+00    2.37782280e-05
307      3.07000000e-09    1.00000000e+00    9.99990946e-01    1.47369862e-05    0.00000000e+00    9.57508118e-06    9.99990723e-01    1.00000000e+00    9.99995383e-01    1.44005004e-05    9.99995379e-01    1.20730583e-05    2.42089953e-05    7.50914373e-06    0.00000000e+00    9.99987325e-01    0.00000000e+00    9.99995143e-01    0.00000000e+00    9.99995635e-01    0.00000000e+00    9.99990160e-01    1.03174378e+00    3.68240041e-05    9.99997577e-01    9.65291415e-06    9.99979416e-01   -4.48713212e-05    5.33931277e-06    1.01824918e+00    1.03451782e+00    1.50379292e-05    9.99986796e-01    1.01826244e+00    1.03451469e+00    2.37782275e-05
308      3.08000000e-09    1.00000000e+00    9.99990862e-01    1.46834236e-05    0.00000000e+00    9.57989233e-06    9.99990729e-01    1.00000000e+00    9.99995385e-01    1.44004130e-05    9.99995385e-01    1.20718992e-05    2.42036423e-05    7.51082155e-06    0.00000000e+00    9.99987309e-01    0.00000000e+00    9.99995103e-01    0.00000000e+00    9.99995596e-01    0.00000000e+00    9.99990149e-01    1.03148559e+00    3.68244071e-05    9.99997569e-01    9.65311540e-06    9.99979430e-01   -4.48379713e-05    5.34425199e-06    1.01814299e+00    1.03448776e+00    1.50354182e-05    9.99986796e-01    1.01815624e+00    1.03448464e+00    2.37782271e-05
309      3.09000000e-09    1.00000000e+00    9.99990778e-01    1.46298611e-05    0.00000000e+00    9.58470348e-06    9.99990735e-01    1.00000000e+00    9.99995387e-01    1.44003256e-05    9.99995391e-01    1.20707400e-05    2.41982893e-05    7.51249937e-06    0.00000000e+00    9.99987294e-01    0.00000000e+00    9.99995064e-01    0.00000000e+00    9.99995558e-01    0.00000000e+00    9.99990137e-01    1.03122740e+00    3.68248100e-05    9.99997561e-01    9.65331664e-06    9.99979445e-01   -4.48046215e-05    5.34919121e-06    1.01803679e+00    1.03445771e+00    1.50329071e-05    9.99986796e-01    1.01805005e+00    1.03445460e+00    2.37782266e-05
310      3.10000000e-09    1.00000000e+00    9.99990695e-01    1.45762985e-05    0.00000000e+00    9.58951463e-06    9.99990741e-01    1.00000000e+00    9.99995389e-01    1.44002382e-05    9.99995397e-01    1.20695809e-05    2.41929363e-05    7.51417720e-06    0.00000000e+00    9.99987279e-01    0.00000000e+00    9.99995024e-01    0.00000000e+00    9.99995519e-01    0.00000000e+00    9.99990126e-01    1.03096921e+00    3.68252130e-05    9.99997553e-01    9.65351788e-06    9.99979459e-01   -4.47712717e-05    5.35413043e-06    1.01793060e+00    1.03442766e+00    1.50303960e-05    9.99986796e-01    1.01794386e+00    1.03442455e+00    2.37782262e-05
311      3.11000000e-09    1.00000000e+00    9.99990611e-01    1.45227359e-05    0.00000000e+00    9.59432578e-06    9.99990747e-01    1.00000000e+00    9.99995391e-01    1.44001509e-05    9.99995402e-01    1.20684217e-05    2.41875833e-05    7.51585502e-06    0.00000000e+00    9.99987263e-01    0.00000000e+00    9.99994984e-01    0.00000000e+00    9.99995481e-01    0.00000000e+00    9.99990114e-01    1.03071102e+00    3.68256159e-05    9.99997546e-01    9.65371912e-06    9.99979473e-01   -4.47379218e-05    5.35906965e-06    1.01782440e+00    1.03439761e+00    1.50278849e-05    9.99986796e-01    1.01783767e+00    1.03439451e+00    2.37782257e-05
312      3.12000000e-09    1.00000000e+00    9.99990528e-01    1.44691733e-05    0.00000000e+00    9.59913693e-06    9.99990754e-01    1.00000000e+00    9.99995393e-01    1.44000635e-05    9.99995408e-01    1.20672626e-05    2.41822303e-05    7.51753284e-06    0.00000000e+00    9.99987248e-01    0.00000000e+00    9.99994944e-01    0.00000000e+00    9.99995442e-01    0.00000000e+00    9.99990103e-01    1.03045283e+00    3.68260188e-05    9.99997538e-01    9.65392036e-06    9.99979488e-01   -4.47045720e-05    5.36400887e-06    1.01771821e+00    1.03436756e+00    1.50253739e-05    9.99986796e-01    1.01773148e+00    1.03436446e+00    2.37782253e-05
313      3.13000000e-09    1.00000000e+00    9.99990444e-01    1.44156108e-05    0.00000000e+00    9.60394808e-06    9.99990760e-01    1.00000000e+00    9.99995395e-01    1.43999761e-05    9.99995414e-01    1.20661034e-05    2.41768773e-05    7.51921067e-06    0.00000000e+00    9.99987233e-01    0.00000000e+00    9.99994905e-01    0.00000000e+00    9.99995403e-01    0.00000000e+00    9.99990091e-01    1.03019463e+00    3.68264218e-05    9.99997530e-01    9.65412160e-06    9.99979502e-01   -4.46712222e-05    5.36894809e-06    1.01761201e+00    1.03433751e+00    1.50228628e-05    9.99986796e-01    1.01762529e+00    1.03433442e+00    2.37782248e-05
314      3.14000000e-09    1.00000000e+00    9.99990361e-01    1.43620482e-05    0.00000000e+00    9.60875923e-06    9.99990766e-01    1.00000000e+00    9.99995397e-01    1.43998887e-05    9.99995420e-01    1.20649443e-05    2.41715243e-05    7.52088849e-06    0.00000000e+00    9.99987217e-01    0.00000000e+00    9.99994865e-01    0.00000000e+00    9.99995365e-01    0.00000000e+00    9.99990080e-01    1.02993644e+00    3.68268247e-05    9.99997522e-01    9.65432284e-06    9.99979516e-01   -4.46378723e-05    5.37388730e-06    1.01750582e+00    1.03430745e+00    1.50203517e-05    9.99986796e-01    1.01751909e+00    1.03430437e+00    2.37782244e-05
315      3.15000000e-09    1.00000000e+00    9.99990277e-01    1.43084856e-05    0.00000000e+00    9.61357038e-06    9.99990772e-01    1.00000000e+00    9.99995399e-01    1.43998013e-05    9.99995425e-01    1.20637851e-05    2.41661713e-05    7.52256631e-06    0.00000000e+00    9.99987202e-01    0.00000000e+00    9.99994825e-01    0.00000000e+00    9.99995326e-01    0.00000000e+00    9.99990068e-01    1.02967825e+00    3.68272277e-05    9.99997515e-01    9.65452408e-06    9.99979531e-01   -4.46045225e-05    5.37882652e-06    1.01739962e+00    1.03427740e+00    1.50178407e-05    9.99986796e-01    1.01741290e+00    1.03427433e+00    2.37782239e-05
316      3.16000000e-09    1.00000000e+00    9.99990194e-01    1.42549231e-05    0.00000000e+00    9.61838153e-06    9.99990778e-01    1.00000000e+00    9.99995401e-01    1.43997139e-05    9.99995431e-01    1.20626260e-05    2.41608183e-05    7.52424413e-06    0.00000000e+00    9.99987187e-01    0.00000000e+00    9.99994785e-01    0.00000000e+00    9.99995288e-01    0.00000000e+00    9.99990057e-01    1.02942006e+00    3.68276306e-05    9.99997507e-01    9.65472533e-06    9.99979545e-01   -4.45711727e-05    5.38376574e-06    1.01729343e+00    1.03424735e+00    1.50153296e-05    9.99986796e-01    1.01730671e+00    1.03424428e+00    2.37782235e-05
