Index       TIME             V(CLK)          V(CLK_BUF)        V(CLK_BAR)          V(CSB)           V(CS_BAR)           V(CS)            V(WEB)           V(WE_BAR)           V(WE)       V(GATED_CLK_BUF)  V(GATED_CLK_BAR)      V(WL_EN)           V(RWL)             V(A0)           V(A_DFF0)           V(A1)           V(A_DFF1)           V(A2)           V(A_DFF2)           V(A3)           V(A_DFF3)          V(RBL)         V(RBL_DELAY)    V(RBL_DELAY_BAR)       V(W_EN)           V(PRE)            V(S_EN)           V(WL15)           V(BL7)            V(BLB7)      V(XSRAM_6T_CORE_16X8:XSRAM_6T_CELL_15_7:Q) V(XSRAM_6T_CORE_16X8:XSRAM_6T_CELL_15_7:QB)     V(SA_Q7)          V(SA_QB7)          V(OUT)      
89       8.90000000e-10    0.00000000e+00    2.38410668e-05    9.99995951e-01    0.00000000e+00    9.99995562e-01    1.48919466e-05    1.00000000e+00    9.99995414e-01    1.50576317e-05    1.02545908e-05    1.17386259e-05    2.30753469e-05    1.02401746e-05    1.00000000e+00    2.26194335e-05    1.00000000e+00    2.27344292e-05    1.00000000e+00    2.34081001e-05    1.00000000e+00    1.59447622e-05    1.35982442e-03    9.99990987e-01    1.20321646e-05    9.65452692e-06    9.99995075e-01    4.65398879e-05    1.28547860e-05    1.75281953e-03    9.99988058e-01    4.63526866e-06    9.99986799e-01    3.87948070e-03    9.99991149e-01    2.37760000e-05
90       9.00000000e-10    0.00000000e+00    2.38742521e-05    9.99995946e-01    0.00000000e+00    9.99995593e-01    1.48981852e-05    1.00000000e+00    9.99995414e-01    1.50462749e-05    1.02606579e-05    1.17414559e-05    2.30754005e-05    1.02399773e-05    1.00000000e+00    2.26252458e-05    1.00000000e+00    2.27397017e-05    1.00000000e+00    2.34132740e-05    1.00000000e+00    1.59383596e-05    1.37450210e-03    9.99990988e-01    1.20493745e-05    9.65429254e-06    9.99995075e-01    4.65335042e-05    1.28538213e-05    1.77179767e-03    9.99988059e-01    4.63600584e-06    9.99986799e-01    3.92239723e-03    9.99991150e-01    2.37759983e-05
91       9.10000000e-10    0.00000000e+00    2.39074373e-05    9.99995942e-01    0.00000000e+00    9.99995625e-01    1.49044239e-05    1.00000000e+00    9.99995415e-01    1.50349181e-05    1.02667251e-05    1.17442859e-05    2.30754541e-05    1.02397800e-05    1.00000000e+00    2.26310581e-05    1.00000000e+00    2.27449742e-05    1.00000000e+00    2.34184478e-05    1.00000000e+00    1.59319571e-05    1.38917979e-03    9.99990990e-01    1.20665844e-05    9.65405816e-06    9.99995074e-01    4.65271206e-05    1.28528565e-05    1.79077581e-03    9.99988061e-01    4.63674303e-06    9.99986799e-01    3.96531377e-03    9.99991151e-01    2.37759965e-05
92       9.20000000e-10    0.00000000e+00    2.39406225e-05    9.99995937e-01    0.00000000e+00    9.99995656e-01    1.49106626e-05    1.00000000e+00    9.99995416e-01    1.50235613e-05    1.02727922e-05    1.17471160e-05    2.30755077e-05    1.02395828e-05    1.00000000e+00    2.26368704e-05    1.00000000e+00    2.27502467e-05    1.00000000e+00    2.34236216e-05    1.00000000e+00    1.59255546e-05    1.40385747e-03    9.99990991e-01    1.20837943e-05    9.65382378e-06    9.99995073e-01    4.65207370e-05    1.28518918e-05    1.80975395e-03    9.99988062e-01    4.63748022e-06    9.99986799e-01    4.00823030e-03    9.99991152e-01    2.37759948e-05
93       9.30000000e-10    0.00000000e+00    2.39738078e-05    9.99995933e-01    0.00000000e+00    9.99995688e-01    1.49169013e-05    1.00000000e+00    9.99995416e-01    1.50122045e-05    1.02788594e-05    1.17499460e-05    2.30755613e-05    1.02393855e-05    1.00000000e+00    2.26426827e-05    1.00000000e+00    2.27555192e-05    1.00000000e+00    2.34287955e-05    1.00000000e+00    1.59191521e-05    1.41853516e-03    9.99990992e-01    1.21010041e-05    9.65358941e-06    9.99995073e-01    4.65143534e-05    1.28509271e-05    1.82873210e-03    9.99988063e-01    4.63821741e-06    9.99986799e-01    4.05114684e-03    9.99991154e-01    2.37759930e-05
94       9.40000000e-10    0.00000000e+00    2.40069930e-05    9.99995928e-01    0.00000000e+00    9.99995720e-01    1.49231399e-05    1.00000000e+00    9.99995417e-01    1.50008477e-05    1.02849265e-05    1.17527760e-05    2.30756149e-05    1.02391882e-05    1.00000000e+00    2.26484950e-05    1.00000000e+00    2.27607917e-05    1.00000000e+00    2.34339693e-05    1.00000000e+00    1.59127495e-05    1.43321284e-03    9.99990993e-01    1.21182140e-05    9.65335503e-06    9.99995072e-01    4.65079698e-05    1.28499624e-05    1.84771024e-03    9.99988064e-01    4.63895459e-06    9.99986799e-01    4.09406337e-03    9.99991155e-01    2.37759913e-05
95       9.50000000e-10    0.00000000e+00    2.40401782e-05    9.99995923e-01    0.00000000e+00    9.99995751e-01    1.49293786e-05    1.00000000e+00    9.99995417e-01    1.49894909e-05    1.02909937e-05    1.17556060e-05    2.30756685e-05    1.02389909e-05    1.00000000e+00    2.26543073e-05    1.00000000e+00    2.27660642e-05    1.00000000e+00    2.34391431e-05    1.00000000e+00    1.59063470e-05    1.44789053e-03    9.99990995e-01    1.21354239e-05    9.65312065e-06    9.99995071e-01    4.65015861e-05    1.28489976e-05    1.86668838e-03    9.99988065e-01    4.63969178e-06    9.99986799e-01    4.13697991e-03    9.99991156e-01    2.37759895e-05
96       9.60000000e-10    0.00000000e+00    2.40733635e-05    9.99995919e-01    0.00000000e+00    9.99995783e-01    1.49356173e-05    1.00000000e+00    9.99995418e-01    1.49781342e-05    1.02970608e-05    1.17584360e-05    2.30757221e-05    1.02387937e-05    1.00000000e+00    2.26601196e-05    1.00000000e+00    2.27713367e-05    1.00000000e+00    2.34443170e-05    1.00000000e+00    1.58999445e-05    1.46256822e-03    9.99990996e-01    1.21526338e-05    9.65288627e-06    9.99995071e-01    4.64952025e-05    1.28480329e-05    1.88566652e-03    9.99988067e-01    4.64042897e-06    9.99986799e-01    4.17989644e-03    9.99991157e-01    2.37759877e-05
97       9.70000000e-10    0.00000000e+00    2.41065487e-05    9.99995914e-01    0.00000000e+00    9.99995814e-01    1.49418559e-05    1.00000000e+00    9.99995419e-01    1.49667774e-05    1.03031280e-05    1.17612661e-05    2.30757757e-05    1.02385964e-05    1.00000000e+00    2.26659319e-05    1.00000000e+00    2.27766092e-05    1.00000000e+00    2.34494908e-05    1.00000000e+00    1.58935419e-05    1.47724590e-03    9.99990997e-01    1.21698437e-05    9.65265190e-06    9.99995070e-01    4.64888189e-05    1.28470682e-05    1.90464467e-03    9.99988068e-01    4.64116616e-06    9.99986799e-01    4.22281298e-03    9.99991158e-01    2.37759860e-05
98       9.80000000e-10    0.00000000e+00    2.41188351e-05    9.99995915e-01    0.00000000e+00    9.99995806e-01    1.49397284e-05    1.00000000e+00    9.99995419e-01    1.49564271e-05    1.03019504e-05    1.17584193e-05    2.30757636e-05    1.02384079e-05    1.00000000e+00    2.26670256e-05    1.00000000e+00    2.27775500e-05    1.00000000e+00    2.34504967e-05    1.00000000e+00    1.58926094e-05    1.49190573e-03    9.99990998e-01    1.21864843e-05    9.65268851e-06    9.99995069e-01    4.64824103e-05    1.28461069e-05    1.92360199e-03    9.99988069e-01    4.64190270e-06    9.99986799e-01    4.26570923e-03    9.99991159e-01    2.37759864e-05
99       9.90000000e-10    0.00000000e+00    2.40667247e-05    9.99995930e-01    0.00000000e+00    9.99995676e-01    1.49118215e-05    1.00000000e+00    9.99995416e-01    1.49491781e-05    1.02784491e-05    1.17380803e-05    2.30755490e-05    1.02382467e-05    1.00000000e+00    2.26535797e-05    1.00000000e+00    2.27651432e-05    1.00000000e+00    2.34386597e-05    1.00000000e+00    1.59085321e-05    1.50651052e-03    9.99990997e-01    1.22013709e-05    9.65356015e-06    9.99995068e-01    4.64759246e-05    1.28451565e-05    1.94249517e-03    9.99988070e-01    4.64263726e-06    9.99986799e-01    4.30854296e-03    9.99991160e-01    2.37759933e-05
100      1.00000000e-09    0.00000000e+00    2.40146143e-05    9.99995945e-01    0.00000000e+00    9.99995546e-01    1.48839147e-05    1.00000000e+00    9.99995414e-01    1.49419291e-05    1.02549479e-05    1.17177414e-05    2.30753345e-05    1.02380855e-05    1.00000000e+00    2.26401338e-05    1.00000000e+00    2.27527365e-05    1.00000000e+00    2.34268227e-05    1.00000000e+00    1.59244547e-05    1.52111531e-03    9.99990997e-01    1.22162575e-05    9.65443180e-06    9.99995068e-01    4.64694390e-05    1.28442060e-05    1.96138834e-03    9.99988072e-01    4.64337182e-06    9.99986799e-01    4.35137669e-03    9.99991162e-01    2.37760003e-05
101      1.01000000e-09    2.00000000e-01    2.36565137e-05    9.99995893e-01    0.00000000e+00    9.99995680e-01    1.49137044e-05    1.00000000e+00    9.99995416e-01    1.49289069e-05    1.02756342e-05    1.17327452e-05    2.30755463e-05    1.02378720e-05    1.00000000e+00    2.26388738e-05    1.00000000e+00    2.27513504e-05    1.00000000e+00    2.34246994e-05    1.00000000e+00    1.59130631e-05    1.53569820e-03    9.99990999e-01    1.22325677e-05    9.65366200e-06    9.99995067e-01    4.64631586e-05    1.28432507e-05    1.98025602e-03    9.99988073e-01    4.64410014e-06    9.99986799e-01    4.39418553e-03    9.99991163e-01    2.37759936e-05
102      1.02000000e-09    4.00000000e-01    2.18435429e-05    9.99995864e-01    0.00000000e+00    9.99995683e-01    1.49126943e-05    1.00000000e+00    9.99995416e-01    1.49195944e-05    1.02780618e-05    1.17322969e-05    2.30755569e-05    1.02376817e-05    1.00000000e+00    2.26391098e-05    1.00000000e+00    2.27515794e-05    1.00000000e+00    2.34249265e-05    1.00000000e+00    1.59108722e-05    1.55026995e-03    9.99991000e-01    1.22476808e-05    9.65359690e-06    9.99995066e-01    4.64568237e-05    1.28422951e-05    1.99911071e-03    9.99988074e-01    4.64482979e-06    9.99986799e-01    4.43698166e-03    9.99991164e-01    2.37759933e-05
103      1.03000000e-09    6.00000000e-01    2.11152678e-05    9.99995884e-01    0.00000000e+00    9.99995681e-01    1.49136858e-05    1.00000000e+00    9.99995416e-01    1.49101815e-05    1.02772029e-05    1.17297943e-05    2.30755473e-05    1.02374952e-05    1.00000000e+00    2.26441083e-05    1.00000000e+00    2.27565940e-05    1.00000000e+00    2.34299418e-05    1.00000000e+00    1.59160046e-05    1.56483431e-03    9.99991001e-01    1.22626606e-05    9.65362932e-06    9.99995066e-01    4.64504757e-05    1.28413428e-05    2.01795679e-03    9.99988075e-01    4.64555917e-06    9.99986799e-01    4.47976936e-03    9.99991165e-01    2.37759935e-05
104      1.04000000e-09    8.00000000e-01    1.12154383e-04    1.00000029e+00    0.00000000e+00    9.99995693e-01    1.50920171e-05    1.00000000e+00    9.99995417e-01    1.49162550e-05    1.03981286e-05    1.17346965e-05    2.30755624e-05    1.02373066e-05    1.00000000e+00    2.30738595e-05    1.00000000e+00    2.31913526e-05    1.00000000e+00    2.38652693e-05    1.00000000e+00    1.64579486e-05    1.57938319e-03    9.99991002e-01    1.22775461e-05    9.65363030e-06    9.99995065e-01    4.64441439e-05    1.28403925e-05    2.03678482e-03    9.99988076e-01    4.64628708e-06    9.99986799e-01    4.52253942e-03    9.99991166e-01    2.37759934e-05
105      1.05000000e-09    1.00000000e+00    4.31062697e-04    1.00001456e+00    0.00000000e+00    9.99995717e-01    1.56834074e-05    1.00000000e+00    9.99995418e-01    1.49453889e-05    1.07393274e-05    1.17475097e-05    2.30755681e-05    1.02371194e-05    1.00000000e+00    2.44867556e-05    1.00000000e+00    2.46196961e-05    1.00000000e+00    2.52950401e-05    1.00000000e+00    1.82153278e-05    1.59392316e-03    9.99991004e-01    1.22922316e-05    9.65363638e-06    9.99995064e-01    4.64378120e-05    1.28394427e-05    2.05560248e-03    9.99988078e-01    4.64701450e-06    9.99986799e-01    4.56529931e-03    9.99991167e-01    2.37759934e-05
106      1.06000000e-09    1.00000000e+00    3.31889974e-04    1.00104775e+00    0.00000000e+00    1.00000964e+00    7.40066025e-05    1.00000000e+00    9.99998396e-01    3.33681217e-05    1.04474064e-04    2.26965874e-05    2.31200905e-05    1.02375806e-05    1.00000000e+00    1.39489698e-04    1.00000000e+00    1.42639974e-04    1.00000000e+00    1.44669351e-04    1.00000000e+00    1.99085993e-04    1.60845226e-03    9.99991932e-01    1.26968433e-05    9.82896452e-06    9.99995111e-01    4.64580770e-05    1.28398448e-05    2.07440946e-03    9.99988085e-01    4.64779710e-06    9.99986799e-01    4.60804746e-03    9.99991173e-01    2.37761482e-05
107      1.07000000e-09    1.00000000e+00    3.08848454e-01    1.01558712e+00    0.00000000e+00    1.00000534e+00    7.54353986e-04    1.00000000e+00    9.99987664e-01    7.84759703e-06    3.14807768e-04   -1.27503252e-05    2.28895287e-05    1.02363930e-05    1.00000000e+00    1.63496820e-03    1.00000000e+00    1.64732645e-03    1.00000000e+00    1.64409293e-03    1.00000000e+00    1.90384004e-03    1.62295870e-03    9.99989504e-01    1.11544852e-05    9.29433518e-06    9.99994957e-01    4.63242095e-05    1.28350129e-05    2.09317756e-03    9.99988059e-01    4.64856700e-06    9.99986799e-01    4.65076164e-03    9.99991153e-01    2.37759124e-05
108      1.08000000e-09    1.00000000e+00    7.24130182e-01    7.63675361e-01    0.00000000e+00    9.99960251e-01    5.86259482e-04    1.00000000e+00    9.99997903e-01   -8.69571511e-05   -5.21085262e-04   -6.38885319e-04    2.23415171e-05    1.02464550e-05    1.00000000e+00   -7.08757695e-03    1.00000000e+00   -7.20332514e-03    1.00000000e+00   -7.21465748e-03    1.00000000e+00   -9.87760457e-03    1.63747294e-03    9.99988215e-01    9.75333450e-06    1.02372376e-05    9.99995134e-01    4.59511516e-05    1.28413872e-05    2.11192727e-03    9.99988052e-01    4.65000198e-06    9.99986800e-01    4.69344588e-03    9.99991155e-01    2.37784613e-05
109      1.09000000e-09    1.00000000e+00    9.28882808e-01    1.26558242e-01    0.00000000e+00    9.99840103e-01   -4.92504118e-04    1.00000000e+00    9.99998971e-01    1.58470831e-04   -4.62262516e-05    4.51575200e-04    2.55794694e-05    1.02128455e-05    1.00000000e+00    6.44907413e-02    1.00000000e+00    6.60847879e-02    1.00000000e+00    6.65172292e-02    1.00000000e+00    1.03104937e-01    1.65195271e-03    9.99995367e-01    1.94749718e-05    8.72682172e-06    9.99994990e-01    4.78026273e-05    1.28269039e-05    2.13085759e-03    9.99988249e-01    4.64770365e-06    9.99986797e-01    4.73635473e-03    9.99991283e-01    2.37706118e-05
110      1.10000000e-09    1.00000000e+00    9.89371895e-01    5.13687369e-03    0.00000000e+00    1.00319184e+00    1.89220477e-03    1.00000000e+00    9.99993656e-01   -5.14782224e-06    1.95886173e-04    3.57509730e-04    2.19864379e-05    1.02600662e-05    1.00000000e+00    3.67080958e-01    1.00000000e+00    3.76666559e-01    1.00000000e+00    3.79053261e-01    1.00000000e+00    5.43428164e-01    1.66644640e-03    9.99991762e-01    1.18343357e-05    1.06830675e-05    9.99995147e-01    4.59364324e-05    1.28451854e-05    2.14943756e-03    9.99987992e-01    4.65218325e-06    9.99986801e-01    4.77883305e-03    9.99991119e-01    2.37819282e-05
111      1.11000000e-09    1.00000000e+00    9.92516426e-01   -1.54767360e-03    0.00000000e+00    1.00741309e+00    4.26913652e-01    1.00000000e+00    9.99995650e-01    4.09492248e-06    6.92559071e-04    2.71159167e-04    2.19715041e-05    1.02355937e-05    1.00000000e+00    6.68030227e-01    1.00000000e+00    6.76713841e-01    1.00000000e+00    6.95616470e-01    1.00000000e+00    8.98903164e-01    1.68089704e-03    9.99987983e-01    9.06580190e-06    8.93722383e-06    9.99994893e-01    4.58874718e-05    1.27830634e-05    2.16815122e-03    9.99988013e-01    4.65078448e-06    9.99986799e-01    4.82150414e-03    9.99991116e-01    2.37749477e-05
112      1.12000000e-09    1.00000000e+00    9.94255529e-01   -3.40506507e-03    0.00000000e+00    7.99428752e-02    8.60061166e-01    1.00000000e+00    9.99994899e-01    1.40230198e-05   -1.27629861e-02   -1.29188279e-04    2.60423305e-05    1.02238594e-05    1.00000000e+00    8.75694033e-01    1.00000000e+00    8.78539041e-01    1.00000000e+00    8.85958962e-01    1.00000000e+00    9.87047576e-01    1.69547321e-03    9.99970621e-01    1.31284273e-05    9.42970359e-06    9.99996318e-01    4.64089150e-05    1.29616578e-05    2.18703694e-03    9.99988224e-01    4.65699560e-06    9.99986804e-01    4.86425347e-03    9.99991262e-01    2.37745188e-05
113      1.13000000e-09    1.00000000e+00    9.98143016e-01   -4.92836361e-04    0.00000000e+00    1.17835476e-03    9.92534151e-01    1.00000000e+00    9.99995803e-01    1.41558107e-05    6.73805780e-02   -1.89467328e-04    1.61172004e-05    1.02513846e-05    1.00000000e+00    9.74100554e-01    1.00000000e+00    9.77018916e-01    1.00000000e+00    9.86786383e-01    1.00000000e+00    9.95880265e-01    1.71035480e-03    1.00044318e+00    4.51601600e-05    1.00009157e-05    1.00001141e+00    4.73194835e-05    1.26369056e-05    2.20624665e-03    9.99988654e-01    4.60318529e-06    9.99986754e-01    4.90704574e-03    9.99991490e-01    2.37771536e-05
114      1.14000000e-09    1.00000000e+00    9.99200232e-01   -4.87999138e-05    0.00000000e+00    8.30398519e-05    9.99019856e-01    1.00000000e+00    9.99989657e-01    1.30694362e-05    6.60882635e-01   -5.00415790e-05    4.87541593e-05    1.06067010e-05    1.00000000e+00    9.94696798e-01    1.00000000e+00    9.98275549e-01    1.00000000e+00    1.01717598e+00    1.00000000e+00    9.98073309e-01    1.72199484e-03    9.90622760e-01   -9.12246067e-04    6.75571953e-06    9.99908931e-01    3.04704931e-05    1.11037816e-05    2.22065084e-03    9.99980905e-01    4.76005341e-06    9.99986886e-01    4.94715892e-03    9.99987709e-01    2.36970728e-05
115      1.15000000e-09    1.00000000e+00    9.99090758e-01   -9.78640892e-06    0.00000000e+00   -2.41472942e-05    9.98573479e-01    1.00000000e+00    9.99998346e-01    1.53762745e-05    9.82198758e-01    1.13521652e-05   -2.86897013e-04    3.87962941e-05    1.00000000e+00    9.96761449e-01    1.00000000e+00    9.99052348e-01    1.00000000e+00    1.00389669e+00    1.00000000e+00    9.99159876e-01    2.09670633e-03    9.77682042e-01   -6.51528425e-05    8.43307872e-06    1.00707642e+00    2.24248228e-04    7.82573154e-05    2.59967923e-03    1.00033944e+00    7.55533144e-06    9.99989500e-01    5.05416703e-03    1.00016245e+00    2.46272577e-05
116      1.16000000e-09    1.00000000e+00    9.99260761e-01    2.47044826e-05    0.00000000e+00    3.88416074e-05    9.98849139e-01    1.00000000e+00    9.99993661e-01    1.37017359e-05    9.95243439e-01    1.93030029e-05   -3.08546425e-04   -2.11890388e-04    1.00000000e+00    9.98438676e-01    1.00000000e+00    9.99249851e-01    1.00000000e+00    1.00033911e+00    1.00000000e+00    9.99700495e-01    2.35880028e-04    9.92003210e-01    6.01383588e-04    8.58115500e-06    9.71488668e-01   -8.57560447e-04   -1.87109664e-04    7.37182574e-04    9.98100495e-01   -2.53619588e-06    9.99979785e-01    4.75718817e-03    9.99191542e-01    1.86839368e-05
117      1.17000000e-09    1.00000000e+00    9.99582642e-01    2.63304861e-05    0.00000000e+00    2.88500619e-05    9.99379377e-01    1.00000000e+00    9.99996701e-01    1.52126129e-05    9.97974978e-01    1.29566335e-05   -2.10383014e-04   -3.31196626e-04    1.00000000e+00    9.99420352e-01    1.00000000e+00    9.99918263e-01    1.00000000e+00    1.00031295e+00    1.00000000e+00    9.99898834e-01   -1.05342210e-02    9.97782531e-01    1.78979310e-04    9.99861979e-06    6.71597498e-01   -3.51363579e-03   -5.24520604e-04   -6.91879077e-03    9.89329955e-01    2.05554212e-06    9.99983632e-01    3.43411389e-03    9.94416155e-01    2.90817397e-05
118      1.18000000e-09    1.00000000e+00    9.99792524e-01    2.09568433e-05    0.00000000e+00    1.98808414e-05    9.99703321e-01    1.00000000e+00    1.00000345e+00    1.54549043e-05    9.99142145e-01    3.56108334e-05   -1.64906401e-04    3.38669075e-03    1.00000000e+00    9.99799162e-01    1.00000000e+00    1.00015949e+00    1.00000000e+00    1.00034039e+00    1.00000000e+00    9.99961467e-01    8.43719220e-02    9.99523645e-01    6.64357569e-05    9.68276648e-06    4.31903507e-01    8.97634678e-03    1.14943660e-02    1.56369076e-01    9.67199022e-01    2.65724055e-04    1.00024186e+00    2.06166523e-03    9.83192146e-01    4.69825782e-05
119      1.19000000e-09    1.00000000e+00    9.99900803e-01    1.77204698e-05    0.00000000e+00    1.44004484e-05    9.99863910e-01    1.00000000e+00    1.00000768e+00    1.61326189e-05    9.99633601e-01    4.23690277e-05   -1.35299257e-04    5.34483896e-03    1.00000000e+00    9.99928986e-01    1.00000000e+00    1.00019953e+00    1.00000000e+00    1.00030265e+00    1.00000000e+00    9.99981117e-01    3.88999318e-01    9.99959628e-01    2.49250573e-05    9.78943122e-06    2.89591511e-01    4.79254570e-02    1.95467884e-02    5.34771044e-01    9.53179424e-01    1.03431635e-05    9.99996359e-01    1.56532532e-02    9.76738285e-01    1.12910789e-04
120      1.20000000e-09    1.00000000e+00    9.99950554e-01    1.55231300e-05    0.00000000e+00    1.17595907e-05    9.99935898e-01    1.00000000e+00    9.99986643e-01    1.35083493e-05    9.99841435e-01   -1.37898573e-05   -2.64339594e-04    4.84086886e-03    1.00000000e+00    9.99962225e-01    1.00000000e+00    1.00016842e+00    1.00000000e+00    1.00023138e+00    1.00000000e+00    9.99987075e-01    8.28574519e-01    9.99943104e-01    1.04894291e-05    9.78750920e-06    1.84174560e-01    9.66855987e-02    9.72802095e-03    7.34693490e-01    9.53543746e-01   -1.37884283e-04    9.99837063e-01    2.18183463e-01    9.84337264e-01    1.43514778e-04
121      1.21000000e-09    1.00000000e+00    9.99972620e-01    1.46656345e-05    0.00000000e+00    1.05635062e-05    9.99967293e-01    1.00000000e+00    9.99989212e-01    1.48238218e-05    9.99930102e-01   -6.90559754e-06   -1.45835184e-05    1.22743296e-03    1.00000000e+00    9.99982537e-01    1.00000000e+00    1.00015838e+00    1.00000000e+00    1.00021331e+00    1.00000000e+00    9.99988943e-01    9.74097431e-01    9.99946801e-01    1.29052970e-05    9.63023804e-06    1.06544068e-01    1.17849347e-01    5.01866955e-03    8.01044314e-01    9.53036731e-01    6.36904016e-07    9.99967443e-01    5.31132348e-01    9.78477037e-01    5.93008275e-05
122      1.22000000e-09    1.00000000e+00    9.99982128e-01    1.44733640e-05    0.00000000e+00    1.00642800e-05    9.99980870e-01    1.00000000e+00    9.99987211e-01    1.49280301e-05    9.99967308e-01   -9.22687186e-06    2.74370562e-05    1.72882845e-04    1.00000000e+00    9.99986884e-01    1.00000000e+00    1.00013594e+00    1.00000000e+00    1.00018017e+00    1.00000000e+00    9.99989557e-01    9.94260178e-01    9.99929229e-01    1.22178759e-05    9.68646884e-06    6.66199898e-02    1.10594737e-01    4.15730531e-03    8.70030380e-01    9.47216603e-01   -2.58334970e-05    9.99950754e-01    8.04211060e-01    9.55971130e-01   -3.86105498e-05
123      1.23000000e-09    1.00000000e+00    9.99986183e-01    1.39586917e-05    0.00000000e+00    9.82085804e-06    9.99986549e-01    1.00000000e+00    9.99992925e-01    1.52294198e-05    9.99983509e-01    4.70110465e-06    4.29263160e-05    3.18982361e-05    1.00000000e+00    9.99987291e-01    1.00000000e+00    1.00011616e+00    1.00000000e+00    1.00015276e+00    1.00000000e+00    9.99989767e-01    9.95769051e-01    9.99959714e-01    1.39003556e-05    9.65456894e-06    3.99112443e-02    8.35805239e-02    1.95748178e-03    9.42197105e-01    9.62240808e-01   -1.47538116e-05    9.99957619e-01    9.24946291e-01    9.61535026e-01   -1.50985290e-04
124      1.24000000e-09    1.00000000e+00    9.99987932e-01    1.38385379e-05    0.00000000e+00    9.70666559e-06    9.99989007e-01    1.00000000e+00    9.99996757e-01    1.50552606e-05    9.99990392e-01    1.44043178e-05    4.58848153e-05    3.84027153e-05    1.00000000e+00    9.99987264e-01    1.00000000e+00    1.00010091e+00    1.00000000e+00    1.00013211e+00    1.00000000e+00    9.99989850e-01    9.97416214e-01    9.99990104e-01    1.36325028e-05    9.64800404e-06    2.21070913e-02    5.60938650e-02    8.38179583e-04    9.75048258e-01    9.79519168e-01    2.60203392e-06    9.99974508e-01    9.69168155e-01    9.77440319e-01   -1.30486258e-05
125      1.25000000e-09    1.00000000e+00    9.99988667e-01    1.38065347e-05    0.00000000e+00    9.66660967e-06    9.99990047e-01    1.00000000e+00    9.99997559e-01    1.47893657e-05    9.99993259e-01    1.68178842e-05    4.32453658e-05    2.79545284e-05    1.00000000e+00    9.99987222e-01    1.00000000e+00    1.00008903e+00    1.00000000e+00    1.00011617e+00    1.00000000e+00    9.99989886e-01    9.98703339e-01    1.00000187e+00    1.28706184e-05    9.65147966e-06    1.18928082e-02    3.57356991e-02    4.11285056e-04    9.88042687e-01    9.89260220e-01    9.85782914e-06    9.99981999e-01    9.85504630e-01    9.87809130e-01    2.23841356e-05
126      1.26000000e-09    1.00000000e+00    9.99988978e-01    1.38254747e-05    0.00000000e+00    9.64616042e-06    9.99990493e-01    1.00000000e+00    9.99997174e-01    1.46884506e-05    9.99994498e-01    1.60375833e-05    4.08464412e-05    1.94639264e-05    1.00000000e+00    9.99987193e-01    1.00000000e+00    1.00007948e+00    1.00000000e+00    1.00010341e+00    1.00000000e+00    9.99989906e-01    9.99307367e-01    1.00000194e+00    1.25010175e-05    9.65276862e-06    6.38974508e-03    2.22746474e-02    2.30196633e-04    9.93710358e-01    9.94149156e-01    1.24578363e-05    9.99984649e-01    9.92419715e-01    9.93257641e-01    2.91966000e-05
127      1.27000000e-09    1.00000000e+00    9.99989108e-01    1.38369519e-05    0.00000000e+00    9.64730870e-06    9.99990684e-01    1.00000000e+00    9.99996634e-01    1.46677547e-05    9.99995028e-01    1.47367146e-05    3.92166902e-05    1.51662402e-05    1.00000000e+00    9.99987171e-01    1.00000000e+00    1.00007164e+00    1.00000000e+00    1.00009298e+00    1.00000000e+00    9.99989917e-01    9.99645582e-01    9.99998852e-01    1.24349928e-05    9.65335516e-06    3.48828601e-03    1.37909641e-02    1.39945298e-04    9.96432315e-01    9.96635588e-01    1.34580345e-05    9.99985656e-01    9.95700724e-01    9.96082281e-01    2.88704558e-05
128      1.28000000e-09    1.00000000e+00    9.99989161e-01    1.38403410e-05    0.00000000e+00    9.67044501e-06    9.99990769e-01    1.00000000e+00    9.99996212e-01    1.46645434e-05    9.99995249e-01    1.36738054e-05    3.80596793e-05    1.25835104e-05    1.00000000e+00    9.99987154e-01    1.00000000e+00    1.00006507e+00    1.00000000e+00    1.00008425e+00    1.00000000e+00    9.99989925e-01    9.99807121e-01    9.99995713e-01    1.24585736e-05    9.65424642e-06    1.94072753e-03    8.51418652e-03    8.89665342e-05    9.97856293e-01    9.97969756e-01    1.39394097e-05    9.99986137e-01    9.97409894e-01    9.97614233e-01    2.73842717e-05
129      1.29000000e-09    1.00000000e+00    9.99989187e-01    1.38387664e-05    0.00000000e+00    9.64288667e-06    9.99990799e-01    1.00000000e+00    9.99995903e-01    1.46782221e-05    9.99995358e-01    1.29240641e-05    3.71323850e-05    1.13595093e-05    1.00000000e+00    9.99987141e-01    1.00000000e+00    1.00005947e+00    1.00000000e+00    1.00007685e+00    1.00000000e+00    9.99989932e-01    9.99876313e-01    9.99993950e-01    1.25420678e-05    9.65342566e-06    1.10510035e-03    5.27001165e-03    5.89008247e-05    9.98647056e-01    9.98721496e-01    1.42176464e-05    9.99986407e-01    9.98358918e-01    9.98483433e-01    2.61131351e-05
