Run,PAVG,PDYN,PSTC,TBL,TDECODER,TPRCH,TSA,TSWING,TS_EN,TWL,TWLDRV
0,-7.35838e-05,-2.885993e-06,-1.0,3.737993e-09,6.182415e-11,4.685578e-11,3.928832e-11,2.751002e-11,2.528471e-09,3.710483e-09,1.966462e-11
