Run, PAVG         , PDYN        , PSTC         , TDECODER    , TWDRV       , TWLDRV      , TWRITE_Q    , TWRITE_QB
  0, -0.0001250318, -0.003848296, -0.0001050491, 6.478885e-11, 2.512053e-11, 2.551513e-09, 3.195761e-11, 2.825425e-11
