Index       TIME             V(CLK)          V(CLK_BUF)        V(CLK_BAR)          V(CSB)           V(CS_BAR)           V(CS)            V(WEB)           V(WE_BAR)           V(WE)       V(GATED_CLK_BUF)  V(GATED_CLK_BAR)      V(WL_EN)           V(RWL)             V(A0)           V(A_DFF0)           V(A1)           V(A_DFF1)           V(A2)           V(A_DFF2)           V(A3)           V(A_DFF3)          V(RBL)         V(RBL_DELAY)    V(RBL_DELAY_BAR)       V(W_EN)           V(PRE)            V(S_EN)           V(WL15)           V(BL7)            V(BLB7)      V(XSRAM_6T_CORE_16X8:XSRAM_6T_CELL_15_7:Q) V(XSRAM_6T_CORE_16X8:XSRAM_6T_CELL_15_7:QB)     V(SA_Q7)          V(SA_QB7)          V(DIN0)         V(DIN_DFF0)         V(OUT)      
3273     3.27300000e-08    1.00000000e+00    9.99990716e-01    9.28933331e-06    0.00000000e+00    5.43751628e-06    9.99994006e-01    0.00000000e+00    7.08035280e-06    9.99994658e-01    9.99997424e-01    7.81116280e-06    1.73358369e-05    4.79967825e-06    0.00000000e+00    9.99990862e-01    0.00000000e+00    9.99992464e-01    0.00000000e+00    9.99993888e-01    0.00000000e+00    9.99993359e-01    1.06217632e+00    2.91186565e-05    1.00000028e+00    1.64841667e-05    9.99987726e-01   -5.70480903e-06    4.42689662e-06    1.02817081e+00    1.03440246e+00    9.99992573e-01    7.71885005e-06    1.02817460e+00    1.03440060e+00    0.00000000e+00    1.00047420e-05    9.99994851e-01
3274     3.27400000e-08    1.00000000e+00    9.99990915e-01    9.29702738e-06    0.00000000e+00    5.43541739e-06    9.99994005e-01    0.00000000e+00    7.07459537e-06    9.99994656e-01    9.99997422e-01    7.80535604e-06    1.73323462e-05    4.80010677e-06    0.00000000e+00    9.99990874e-01    0.00000000e+00    9.99992476e-01    0.00000000e+00    9.99993901e-01    0.00000000e+00    9.99993374e-01    1.06204878e+00    2.91307292e-05    1.00000026e+00    1.64822031e-05    9.99987743e-01   -5.65641311e-06    4.43364090e-06    1.02811652e+00    1.03437236e+00    9.99992573e-01    7.71853420e-06    1.02812032e+00    1.03437051e+00    0.00000000e+00    1.00103497e-05    9.99994851e-01
3275     3.27500000e-08    1.00000000e+00    9.99991115e-01    9.30472144e-06    0.00000000e+00    5.43331849e-06    9.99994003e-01    0.00000000e+00    7.06883794e-06    9.99994655e-01    9.99997420e-01    7.79954928e-06    1.73288554e-05    4.80053530e-06    0.00000000e+00    9.99990886e-01    0.00000000e+00    9.99992489e-01    0.00000000e+00    9.99993914e-01    0.00000000e+00    9.99993389e-01    1.06192124e+00    2.91428019e-05    1.00000023e+00    1.64802395e-05    9.99987760e-01   -5.60801719e-06    4.44038518e-06    1.02806222e+00    1.03434226e+00    9.99992573e-01    7.71821834e-06    1.02806604e+00    1.03434042e+00    0.00000000e+00    1.00159573e-05    9.99994851e-01
3276     3.27600000e-08    1.00000000e+00    9.99991315e-01    9.31241550e-06    0.00000000e+00    5.43121960e-06    9.99994001e-01    0.00000000e+00    7.06308051e-06    9.99994654e-01    9.99997418e-01    7.79374252e-06    1.73253646e-05    4.80096382e-06    0.00000000e+00    9.99990898e-01    0.00000000e+00    9.99992502e-01    0.00000000e+00    9.99993927e-01    0.00000000e+00    9.99993404e-01    1.06179369e+00    2.91548746e-05    1.00000021e+00    1.64782759e-05    9.99987776e-01   -5.55962127e-06    4.44712947e-06    1.02800792e+00    1.03431216e+00    9.99992573e-01    7.71790249e-06    1.02801175e+00    1.03431033e+00    0.00000000e+00    1.00215650e-05    9.99994851e-01
3277     3.27700000e-08    1.00000000e+00    9.99991515e-01    9.32010957e-06    0.00000000e+00    5.42912070e-06    9.99993999e-01    0.00000000e+00    7.05732308e-06    9.99994652e-01    9.99997416e-01    7.78793576e-06    1.73218739e-05    4.80139235e-06    0.00000000e+00    9.99990910e-01    0.00000000e+00    9.99992514e-01    0.00000000e+00    9.99993940e-01    0.00000000e+00    9.99993418e-01    1.06166615e+00    2.91669473e-05    1.00000019e+00    1.64763122e-05    9.99987793e-01   -5.51122535e-06    4.45387375e-06    1.02795363e+00    1.03428205e+00    9.99992573e-01    7.71758664e-06    1.02795747e+00    1.03428024e+00    0.00000000e+00    1.00271726e-05    9.99994851e-01
3278     3.27800000e-08    1.00000000e+00    9.99991714e-01    9.32780363e-06    0.00000000e+00    5.42702181e-06    9.99993997e-01    0.00000000e+00    7.05156565e-06    9.99994651e-01    9.99997415e-01    7.78212899e-06    1.73183831e-05    4.80182087e-06    0.00000000e+00    9.99990922e-01    0.00000000e+00    9.99992527e-01    0.00000000e+00    9.99993953e-01    0.00000000e+00    9.99993433e-01    1.06153861e+00    2.91790201e-05    1.00000017e+00    1.64743486e-05    9.99987810e-01   -5.46282943e-06    4.46061803e-06    1.02789933e+00    1.03425195e+00    9.99992573e-01    7.71727079e-06    1.02790319e+00    1.03425015e+00    0.00000000e+00    1.00327803e-05    9.99994851e-01
3279     3.27900000e-08    1.00000000e+00    9.99991914e-01    9.33549769e-06    0.00000000e+00    5.42492291e-06    9.99993995e-01    0.00000000e+00    7.04580822e-06    9.99994650e-01    9.99997413e-01    7.77632223e-06    1.73148923e-05    4.80224940e-06    0.00000000e+00    9.99990934e-01    0.00000000e+00    9.99992539e-01    0.00000000e+00    9.99993966e-01    0.00000000e+00    9.99993448e-01    1.06141107e+00    2.91910928e-05    1.00000014e+00    1.64723850e-05    9.99987827e-01   -5.41443351e-06    4.46736232e-06    1.02784504e+00    1.03422185e+00    9.99992573e-01    7.71695494e-06    1.02784891e+00    1.03422006e+00    0.00000000e+00    1.00383879e-05    9.99994851e-01
3280     3.28000000e-08    1.00000000e+00    9.99992114e-01    9.34319175e-06    0.00000000e+00    5.42282402e-06    9.99993993e-01    0.00000000e+00    7.04005079e-06    9.99994649e-01    9.99997411e-01    7.77051547e-06    1.73114016e-05    4.80267792e-06    0.00000000e+00    9.99990946e-01    0.00000000e+00    9.99992552e-01    0.00000000e+00    9.99993979e-01    0.00000000e+00    9.99993463e-01    1.06128352e+00    2.92031655e-05    1.00000012e+00    1.64704214e-05    9.99987844e-01   -5.36603759e-06    4.47410660e-06    1.02779074e+00    1.03419174e+00    9.99992573e-01    7.71663909e-06    1.02779463e+00    1.03418997e+00    0.00000000e+00    1.00439955e-05    9.99994851e-01
3281     3.28100000e-08    1.00000000e+00    9.99992313e-01    9.35088582e-06    0.00000000e+00    5.42072512e-06    9.99993991e-01    0.00000000e+00    7.03429335e-06    9.99994647e-01    9.99997409e-01    7.76470871e-06    1.73079108e-05    4.80310645e-06    0.00000000e+00    9.99990957e-01    0.00000000e+00    9.99992564e-01    0.00000000e+00    9.99993992e-01    0.00000000e+00    9.99993477e-01    1.06115598e+00    2.92152382e-05    1.00000010e+00    1.64684578e-05    9.99987861e-01   -5.31764167e-06    4.48085089e-06    1.02773645e+00    1.03416164e+00    9.99992573e-01    7.71632324e-06    1.02774035e+00    1.03415988e+00    0.00000000e+00    1.00496032e-05    9.99994851e-01
3282     3.28200000e-08    1.00000000e+00    9.99992513e-01    9.35857988e-06    0.00000000e+00    5.41862623e-06    9.99993989e-01    0.00000000e+00    7.02853592e-06    9.99994646e-01    9.99997407e-01    7.75890195e-06    1.73044201e-05    4.80353497e-06    0.00000000e+00    9.99990969e-01    0.00000000e+00    9.99992577e-01    0.00000000e+00    9.99994005e-01    0.00000000e+00    9.99993492e-01    1.06102844e+00    2.92273110e-05    1.00000007e+00    1.64664942e-05    9.99987878e-01   -5.26924575e-06    4.48759517e-06    1.02768215e+00    1.03413154e+00    9.99992573e-01    7.71600738e-06    1.02768606e+00    1.03412979e+00    0.00000000e+00    1.00552108e-05    9.99994851e-01
3283     3.28300000e-08    1.00000000e+00    9.99992713e-01    9.36627394e-06    0.00000000e+00    5.41652733e-06    9.99993987e-01    0.00000000e+00    7.02277849e-06    9.99994645e-01    9.99997405e-01    7.75309518e-06    1.73009293e-05    4.80396349e-06    0.00000000e+00    9.99990981e-01    0.00000000e+00    9.99992589e-01    0.00000000e+00    9.99994019e-01    0.00000000e+00    9.99993507e-01    1.06090090e+00    2.92393837e-05    1.00000005e+00    1.64645306e-05    9.99987894e-01   -5.22084983e-06    4.49433945e-06    1.02762785e+00    1.03410143e+00    9.99992573e-01    7.71569153e-06    1.02763178e+00    1.03409970e+00    0.00000000e+00    1.00608185e-05    9.99994851e-01
3284     3.28400000e-08    1.00000000e+00    9.99992913e-01    9.37396800e-06    0.00000000e+00    5.41442844e-06    9.99993986e-01    0.00000000e+00    7.01702106e-06    9.99994643e-01    9.99997403e-01    7.74728842e-06    1.72974385e-05    4.80439202e-06    0.00000000e+00    9.99990993e-01    0.00000000e+00    9.99992602e-01    0.00000000e+00    9.99994032e-01    0.00000000e+00    9.99993522e-01    1.06077335e+00    2.92514564e-05    1.00000003e+00    1.64625670e-05    9.99987911e-01   -5.17245391e-06    4.50108374e-06    1.02757356e+00    1.03407133e+00    9.99992573e-01    7.71537568e-06    1.02757750e+00    1.03406961e+00    0.00000000e+00    1.00664261e-05    9.99994851e-01
3285     3.28500000e-08    1.00000000e+00    9.99993112e-01    9.38166207e-06    0.00000000e+00    5.41232954e-06    9.99993984e-01    0.00000000e+00    7.01126363e-06    9.99994642e-01    9.99997401e-01    7.74148166e-06    1.72939478e-05    4.80482054e-06    0.00000000e+00    9.99991005e-01    0.00000000e+00    9.99992614e-01    0.00000000e+00    9.99994045e-01    0.00000000e+00    9.99993537e-01    1.06064581e+00    2.92635291e-05    1.00000001e+00    1.64606034e-05    9.99987928e-01   -5.12405799e-06    4.50782802e-06    1.02751926e+00    1.03404123e+00    9.99992573e-01    7.71505983e-06    1.02752322e+00    1.03403952e+00    0.00000000e+00    1.00720338e-05    9.99994851e-01
3286     3.28600000e-08    1.00000000e+00    9.99993312e-01    9.38935613e-06    0.00000000e+00    5.41023065e-06    9.99993982e-01    0.00000000e+00    7.00550620e-06    9.99994641e-01    9.99997399e-01    7.73567490e-06    1.72904570e-05    4.80524907e-06    0.00000000e+00    9.99991017e-01    0.00000000e+00    9.99992627e-01    0.00000000e+00    9.99994058e-01    0.00000000e+00    9.99993551e-01    1.06051827e+00    2.92756018e-05    9.99999983e-01    1.64586397e-05    9.99987945e-01   -5.07566207e-06    4.51457231e-06    1.02746497e+00    1.03401113e+00    9.99992573e-01    7.71474398e-06    1.02746894e+00    1.03400943e+00    0.00000000e+00    1.00776414e-05    9.99994851e-01
3287     3.28700000e-08    1.00000000e+00    9.99993512e-01    9.39705019e-06    0.00000000e+00    5.40813175e-06    9.99993980e-01    0.00000000e+00    6.99974877e-06    9.99994639e-01    9.99997398e-01    7.72986814e-06    1.72869662e-05    4.80567759e-06    0.00000000e+00    9.99991029e-01    0.00000000e+00    9.99992640e-01    0.00000000e+00    9.99994071e-01    0.00000000e+00    9.99993566e-01    1.06039073e+00    2.92876746e-05    9.99999960e-01    1.64566761e-05    9.99987962e-01   -5.02726615e-06    4.52131659e-06    1.02741067e+00    1.03398102e+00    9.99992573e-01    7.71442813e-06    1.02741465e+00    1.03397934e+00    0.00000000e+00    1.00832491e-05    9.99994851e-01
3288     3.28800000e-08    1.00000000e+00    9.99993712e-01    9.40474426e-06    0.00000000e+00    5.40603286e-06    9.99993978e-01    0.00000000e+00    6.99399133e-06    9.99994638e-01    9.99997396e-01    7.72406138e-06    1.72834755e-05    4.80610612e-06    0.00000000e+00    9.99991041e-01    0.00000000e+00    9.99992652e-01    0.00000000e+00    9.99994084e-01    0.00000000e+00    9.99993581e-01    1.06026319e+00    2.92997473e-05    9.99999937e-01    1.64547125e-05    9.99987979e-01   -4.97887023e-06    4.52806087e-06    1.02735638e+00    1.03395092e+00    9.99992573e-01    7.71411227e-06    1.02736037e+00    1.03394925e+00    0.00000000e+00    1.00888567e-05    9.99994851e-01
3289     3.28900000e-08    1.00000000e+00    9.99993911e-01    9.41243832e-06    0.00000000e+00    5.40393396e-06    9.99993976e-01    0.00000000e+00    6.98823390e-06    9.99994637e-01    9.99997394e-01    7.71825461e-06    1.72799847e-05    4.80653464e-06    0.00000000e+00    9.99991053e-01    0.00000000e+00    9.99992665e-01    0.00000000e+00    9.99994097e-01    0.00000000e+00    9.99993596e-01    1.06013564e+00    2.93118200e-05    9.99999915e-01    1.64527489e-05    9.99987996e-01   -4.93047431e-06    4.53480516e-06    1.02730208e+00    1.03392082e+00    9.99992573e-01    7.71379642e-06    1.02730609e+00    1.03391916e+00    0.00000000e+00    1.00944644e-05    9.99994851e-01
3290     3.29000000e-08    1.00000000e+00    9.99994111e-01    9.42013238e-06    0.00000000e+00    5.40183507e-06    9.99993974e-01    0.00000000e+00    6.98247647e-06    9.99994636e-01    9.99997392e-01    7.71244785e-06    1.72764939e-05    4.80696317e-06    0.00000000e+00    9.99991065e-01    0.00000000e+00    9.99992677e-01    0.00000000e+00    9.99994110e-01    0.00000000e+00    9.99993610e-01    1.06000810e+00    2.93238927e-05    9.99999892e-01    1.64507853e-05    9.99988013e-01   -4.88207839e-06    4.54154944e-06    1.02724778e+00    1.03389071e+00    9.99992573e-01    7.71348057e-06    1.02725181e+00    1.03388907e+00    0.00000000e+00    1.01000720e-05    9.99994851e-01
3291     3.29100000e-08    1.00000000e+00    9.99994311e-01    9.42782644e-06    0.00000000e+00    5.39973617e-06    9.99993972e-01    0.00000000e+00    6.97671904e-06    9.99994634e-01    9.99997390e-01    7.70664109e-06    1.72730032e-05    4.80739169e-06    0.00000000e+00    9.99991076e-01    0.00000000e+00    9.99992690e-01    0.00000000e+00    9.99994123e-01    0.00000000e+00    9.99993625e-01    1.05988056e+00    2.93359655e-05    9.99999869e-01    1.64488217e-05    9.99988029e-01   -4.83368247e-06    4.54829372e-06    1.02719349e+00    1.03386061e+00    9.99992573e-01    7.71316472e-06    1.02719753e+00    1.03385898e+00    0.00000000e+00    1.01056797e-05    9.99994851e-01
3292     3.29200000e-08    1.00000000e+00    9.99994510e-01    9.43552051e-06    0.00000000e+00    5.39763728e-06    9.99993970e-01    0.00000000e+00    6.97096161e-06    9.99994633e-01    9.99997388e-01    7.70083433e-06    1.72695124e-05    4.80782022e-06    0.00000000e+00    9.99991088e-01    0.00000000e+00    9.99992702e-01    0.00000000e+00    9.99994136e-01    0.00000000e+00    9.99993640e-01    1.05975302e+00    2.93480382e-05    9.99999846e-01    1.64468581e-05    9.99988046e-01   -4.78528655e-06    4.55503801e-06    1.02713919e+00    1.03383051e+00    9.99992573e-01    7.71284887e-06    1.02714325e+00    1.03382889e+00    0.00000000e+00    1.01112873e-05    9.99994851e-01
3293     3.29300000e-08    1.00000000e+00    9.99994710e-01    9.44321457e-06    0.00000000e+00    5.39553838e-06    9.99993968e-01    0.00000000e+00    6.96520418e-06    9.99994632e-01    9.99997386e-01    7.69502757e-06    1.72660216e-05    4.80824874e-06    0.00000000e+00    9.99991100e-01    0.00000000e+00    9.99992715e-01    0.00000000e+00    9.99994150e-01    0.00000000e+00    9.99993655e-01    1.05962547e+00    2.93601109e-05    9.99999823e-01    1.64448945e-05    9.99988063e-01   -4.73689063e-06    4.56178229e-06    1.02708490e+00    1.03380040e+00    9.99992573e-01    7.71253302e-06    1.02708896e+00    1.03379880e+00    0.00000000e+00    1.01168949e-05    9.99994851e-01
3294     3.29400000e-08    1.00000000e+00    9.99994910e-01    9.45090863e-06    0.00000000e+00    5.39343949e-06    9.99993966e-01    0.00000000e+00    6.95944675e-06    9.99994630e-01    9.99997384e-01    7.68922080e-06    1.72625309e-05    4.80867727e-06    0.00000000e+00    9.99991112e-01    0.00000000e+00    9.99992727e-01    0.00000000e+00    9.99994163e-01    0.00000000e+00    9.99993669e-01    1.05949793e+00    2.93721836e-05    9.99999801e-01    1.64429308e-05    9.99988080e-01   -4.68849471e-06    4.56852658e-06    1.02703060e+00    1.03377030e+00    9.99992573e-01    7.71221716e-06    1.02703468e+00    1.03376871e+00    0.00000000e+00    1.01225026e-05    9.99994851e-01
3295     3.29500000e-08    1.00000000e+00    9.99995110e-01    9.45860269e-06    0.00000000e+00    5.39134059e-06    9.99993965e-01    0.00000000e+00    6.95368931e-06    9.99994629e-01    9.99997382e-01    7.68341404e-06    1.72590401e-05    4.80910579e-06    0.00000000e+00    9.99991124e-01    0.00000000e+00    9.99992740e-01    0.00000000e+00    9.99994176e-01    0.00000000e+00    9.99993684e-01    1.05937039e+00    2.93842564e-05    9.99999778e-01    1.64409672e-05    9.99988097e-01   -4.64009879e-06    4.57527086e-06    1.02697631e+00    1.03374020e+00    9.99992573e-01    7.71190131e-06    1.02698040e+00    1.03373863e+00    0.00000000e+00    1.01281102e-05    9.99994851e-01
3296     3.29600000e-08    1.00000000e+00    9.99995309e-01    9.46629676e-06    0.00000000e+00    5.38924170e-06    9.99993963e-01    0.00000000e+00    6.94793188e-06    9.99994628e-01    9.99997381e-01    7.67760728e-06    1.72555493e-05    4.80953432e-06    0.00000000e+00    9.99991136e-01    0.00000000e+00    9.99992752e-01    0.00000000e+00    9.99994189e-01    0.00000000e+00    9.99993699e-01    1.05924285e+00    2.93963291e-05    9.99999755e-01    1.64390036e-05    9.99988114e-01   -4.59170287e-06    4.58201514e-06    1.02692201e+00    1.03371009e+00    9.99992573e-01    7.71158546e-06    1.02692612e+00    1.03370854e+00    0.00000000e+00    1.01337179e-05    9.99994851e-01
3297     3.29700000e-08    1.00000000e+00    9.99995134e-01    9.45860798e-06    0.00000000e+00    5.39120153e-06    9.99993964e-01    0.00000000e+00    6.94604976e-06    9.99994629e-01    9.99997382e-01    7.67530584e-06    1.72536139e-05    4.80992999e-06    0.00000000e+00    9.99991125e-01    0.00000000e+00    9.99992741e-01    0.00000000e+00    9.99994177e-01    0.00000000e+00    9.99993685e-01    1.05911852e+00    2.94039492e-05    9.99999744e-01    1.64365632e-05    9.99988124e-01   -4.56519400e-06    4.58577303e-06    1.02687058e+00    1.03368313e+00    9.99992573e-01    7.71130327e-06    1.02687470e+00    1.03368158e+00    0.00000000e+00    1.01267535e-05    9.99994851e-01
3298     3.29800000e-08    1.00000000e+00    9.99994946e-01    9.45042998e-06    0.00000000e+00    5.39329043e-06    9.99993966e-01    0.00000000e+00    6.94429088e-06    9.99994630e-01    9.99997384e-01    7.67311588e-06    1.72517279e-05    4.81032463e-06    0.00000000e+00    9.99991114e-01    0.00000000e+00    9.99992729e-01    0.00000000e+00    9.99994164e-01    0.00000000e+00    9.99993671e-01    1.05899429e+00    2.94114277e-05    9.99999732e-01    1.64341076e-05    9.99988134e-01   -4.53938121e-06    4.58943593e-06    1.02681925e+00    1.03365627e+00    9.99992573e-01    7.71102216e-06    1.02682337e+00    1.03365473e+00    0.00000000e+00    1.01193894e-05    9.99994851e-01
3299     3.29900000e-08    1.00000000e+00    9.99994758e-01    9.44225199e-06    0.00000000e+00    5.39537934e-06    9.99993968e-01    0.00000000e+00    6.94253200e-06    9.99994631e-01    9.99997386e-01    7.67092591e-06    1.72498420e-05    4.81071926e-06    0.00000000e+00    9.99991103e-01    0.00000000e+00    9.99992717e-01    0.00000000e+00    9.99994151e-01    0.00000000e+00    9.99993657e-01    1.05887006e+00    2.94189062e-05    9.99999721e-01    1.64316520e-05    9.99988143e-01   -4.51356842e-06    4.59309884e-06    1.02676791e+00    1.03362941e+00    9.99992573e-01    7.71074104e-06    1.02677204e+00    1.03362787e+00    0.00000000e+00    1.01120252e-05    9.99994851e-01
3300     3.30000000e-08    1.00000000e+00    9.99994571e-01    9.43407399e-06    0.00000000e+00    5.39746824e-06    9.99993970e-01    0.00000000e+00    6.94077312e-06    9.99994633e-01    9.99997388e-01    7.66873595e-06    1.72479560e-05    4.81111389e-06    0.00000000e+00    9.99991091e-01    0.00000000e+00    9.99992704e-01    0.00000000e+00    9.99994139e-01    0.00000000e+00    9.99993643e-01    1.05874583e+00    2.94263847e-05    9.99999710e-01    1.64291964e-05    9.99988153e-01   -4.48775562e-06    4.59676174e-06    1.02671657e+00    1.03360255e+00    9.99992573e-01    7.71045992e-06    1.02672071e+00    1.03360102e+00    0.00000000e+00    1.01046610e-05    9.99994851e-01
3301     3.30100000e-08    1.00000000e+00    9.99994383e-01    9.42589599e-06    0.00000000e+00    5.39955715e-06    9.99993972e-01    0.00000000e+00    6.93901424e-06    9.99994634e-01    9.99997390e-01    7.66654599e-06    1.72460700e-05    4.81150852e-06    0.00000000e+00    9.99991080e-01    0.00000000e+00    9.99992692e-01    0.00000000e+00    9.99994126e-01    0.00000000e+00    9.99993628e-01    1.05862160e+00    2.94338631e-05    9.99999699e-01    1.64267409e-05    9.99988163e-01   -4.46194283e-06    4.60042465e-06    1.02666524e+00    1.03357569e+00    9.99992573e-01    7.71017881e-06    1.02666938e+00    1.03357416e+00    0.00000000e+00    1.00972969e-05    9.99994851e-01
3302     3.30200000e-08    1.00000000e+00    9.99994196e-01    9.41771800e-06    0.00000000e+00    5.40164606e-06    9.99993974e-01    0.00000000e+00    6.93725536e-06    9.99994635e-01    9.99997391e-01    7.66435603e-06    1.72441841e-05    4.81190316e-06    0.00000000e+00    9.99991069e-01    0.00000000e+00    9.99992680e-01    0.00000000e+00    9.99994113e-01    0.00000000e+00    9.99993614e-01    1.05849737e+00    2.94413416e-05    9.99999688e-01    1.64242853e-05    9.99988173e-01   -4.43613004e-06    4.60408755e-06    1.02661390e+00    1.03354883e+00    9.99992573e-01    7.70989769e-06    1.02661805e+00    1.03354731e+00    0.00000000e+00    1.00899327e-05    9.99994851e-01
3303     3.30300000e-08    1.00000000e+00    9.99994008e-01    9.40954000e-06    0.00000000e+00    5.40373496e-06    9.99993975e-01    0.00000000e+00    6.93549648e-06    9.99994636e-01    9.99997393e-01    7.66216606e-06    1.72422981e-05    4.81229779e-06    0.00000000e+00    9.99991057e-01    0.00000000e+00    9.99992668e-01    0.00000000e+00    9.99994101e-01    0.00000000e+00    9.99993600e-01    1.05837314e+00    2.94488201e-05    9.99999677e-01    1.64218297e-05    9.99988183e-01   -4.41031725e-06    4.60775046e-06    1.02656256e+00    1.03352197e+00    9.99992573e-01    7.70961657e-06    1.02656672e+00    1.03352045e+00    0.00000000e+00    1.00825685e-05    9.99994851e-01
3304     3.30400000e-08    1.00000000e+00    9.99993821e-01    9.40136200e-06    0.00000000e+00    5.40582387e-06    9.99993977e-01    0.00000000e+00    6.93373760e-06    9.99994638e-01    9.99997395e-01    7.65997610e-06    1.72404121e-05    4.81269242e-06    0.00000000e+00    9.99991046e-01    0.00000000e+00    9.99992655e-01    0.00000000e+00    9.99994088e-01    0.00000000e+00    9.99993585e-01    1.05824891e+00    2.94562986e-05    9.99999666e-01    1.64193741e-05    9.99988192e-01   -4.38450445e-06    4.61141336e-06    1.02651123e+00    1.03349511e+00    9.99992573e-01    7.70933546e-06    1.02651539e+00    1.03349360e+00    0.00000000e+00    1.00752044e-05    9.99994851e-01
3305     3.30500000e-08    1.00000000e+00    9.99993633e-01    9.39318400e-06    0.00000000e+00    5.40791278e-06    9.99993979e-01    0.00000000e+00    6.93197872e-06    9.99994639e-01    9.99997397e-01    7.65778614e-06    1.72385262e-05    4.81308706e-06    0.00000000e+00    9.99991035e-01    0.00000000e+00    9.99992643e-01    0.00000000e+00    9.99994075e-01    0.00000000e+00    9.99993571e-01    1.05812468e+00    2.94637771e-05    9.99999654e-01    1.64169185e-05    9.99988202e-01   -4.35869166e-06    4.61507627e-06    1.02645989e+00    1.03346825e+00    9.99992573e-01    7.70905434e-06    1.02646406e+00    1.03346675e+00    0.00000000e+00    1.00678402e-05    9.99994851e-01
3306     3.30600000e-08    1.00000000e+00    9.99993445e-01    9.38500601e-06    0.00000000e+00    5.41000168e-06    9.99993981e-01    0.00000000e+00    6.93021984e-06    9.99994640e-01    9.99997399e-01    7.65559618e-06    1.72366402e-05    4.81348169e-06    0.00000000e+00    9.99991023e-01    0.00000000e+00    9.99992631e-01    0.00000000e+00    9.99994062e-01    0.00000000e+00    9.99993557e-01    1.05800045e+00    2.94712556e-05    9.99999643e-01    1.64144629e-05    9.99988212e-01   -4.33287887e-06    4.61873917e-06    1.02640855e+00    1.03344139e+00    9.99992573e-01    7.70877322e-06    1.02641273e+00    1.03343989e+00    0.00000000e+00    1.00604760e-05    9.99994851e-01
3307     3.30700000e-08    1.00000000e+00    9.99993258e-01    9.37682801e-06    0.00000000e+00    5.41209059e-06    9.99993983e-01    0.00000000e+00    6.92846096e-06    9.99994641e-01    9.99997401e-01    7.65340621e-06    1.72347542e-05    4.81387632e-06    0.00000000e+00    9.99991012e-01    0.00000000e+00    9.99992619e-01    0.00000000e+00    9.99994050e-01    0.00000000e+00    9.99993542e-01    1.05787623e+00    2.94787341e-05    9.99999632e-01    1.64120073e-05    9.99988222e-01   -4.30706608e-06    4.62240208e-06    1.02635722e+00    1.03341452e+00    9.99992573e-01    7.70849211e-06    1.02636140e+00    1.03341304e+00    0.00000000e+00    1.00531119e-05    9.99994851e-01
3308     3.30800000e-08    1.00000000e+00    9.99993070e-01    9.36865001e-06    0.00000000e+00    5.41417950e-06    9.99993985e-01    0.00000000e+00    6.92670208e-06    9.99994643e-01    9.99997402e-01    7.65121625e-06    1.72328683e-05    4.81427095e-06    0.00000000e+00    9.99991000e-01    0.00000000e+00    9.99992606e-01    0.00000000e+00    9.99994037e-01    0.00000000e+00    9.99993528e-01    1.05775200e+00    2.94862126e-05    9.99999621e-01    1.64095518e-05    9.99988232e-01   -4.28125328e-06    4.62606498e-06    1.02630588e+00    1.03338766e+00    9.99992573e-01    7.70821099e-06    1.02631008e+00    1.03338618e+00    0.00000000e+00    1.00457477e-05    9.99994851e-01
3309     3.30900000e-08    1.00000000e+00    9.99992883e-01    9.36047201e-06    0.00000000e+00    5.41626840e-06    9.99993987e-01    0.00000000e+00    6.92494320e-06    9.99994644e-01    9.99997404e-01    7.64902629e-06    1.72309823e-05    4.81466559e-06    0.00000000e+00    9.99990989e-01    0.00000000e+00    9.99992594e-01    0.00000000e+00    9.99994024e-01    0.00000000e+00    9.99993514e-01    1.05762777e+00    2.94936911e-05    9.99999610e-01    1.64070962e-05    9.99988241e-01   -4.25544049e-06    4.62972789e-06    1.02625455e+00    1.03336080e+00    9.99992573e-01    7.70792987e-06    1.02625875e+00    1.03335933e+00    0.00000000e+00    1.00383835e-05    9.99994851e-01
3310     3.31000000e-08    1.00000000e+00    9.99992695e-01    9.35229402e-06    0.00000000e+00    5.41835731e-06    9.99993988e-01    0.00000000e+00    6.92318432e-06    9.99994645e-01    9.99997406e-01    7.64683633e-06    1.72290963e-05    4.81506022e-06    0.00000000e+00    9.99990978e-01    0.00000000e+00    9.99992582e-01    0.00000000e+00    9.99994011e-01    0.00000000e+00    9.99993500e-01    1.05750354e+00    2.95011696e-05    9.99999599e-01    1.64046406e-05    9.99988251e-01   -4.22962770e-06    4.63339079e-06    1.02620321e+00    1.03333394e+00    9.99992573e-01    7.70764876e-06    1.02620742e+00    1.03333247e+00    0.00000000e+00    1.00310194e-05    9.99994851e-01
3311     3.31100000e-08    1.00000000e+00    9.99992507e-01    9.34411602e-06    0.00000000e+00    5.42044622e-06    9.99993990e-01    0.00000000e+00    6.92142544e-06    9.99994646e-01    9.99997408e-01    7.64464636e-06    1.72272104e-05    4.81545485e-06    0.00000000e+00    9.99990966e-01    0.00000000e+00    9.99992570e-01    0.00000000e+00    9.99993999e-01    0.00000000e+00    9.99993485e-01    1.05737931e+00    2.95086481e-05    9.99999588e-01    1.64021850e-05    9.99988261e-01   -4.20381491e-06    4.63705370e-06    1.02615187e+00    1.03330708e+00    9.99992573e-01    7.70736764e-06    1.02615609e+00    1.03330562e+00    0.00000000e+00    1.00236552e-05    9.99994851e-01
