Index       TIME             V(CLK)          V(CLK_BUF)        V(CLK_BAR)          V(CSB)           V(CS_BAR)           V(CS)            V(WEB)           V(WE_BAR)           V(WE)       V(GATED_CLK_BUF)  V(GATED_CLK_BAR)      V(WL_EN)           V(RWL)             V(A0)           V(A_DFF0)           V(A1)           V(A_DFF1)           V(A2)           V(A_DFF2)           V(A3)           V(A_DFF3)          V(RBL)         V(RBL_DELAY)    V(RBL_DELAY_BAR)       V(W_EN)           V(PRE)            V(S_EN)           V(WL15)           V(BL7)            V(BLB7)      V(XSRAM_6T_CORE_16X8:XSRAM_6T_CELL_15_7:Q) V(XSRAM_6T_CORE_16X8:XSRAM_6T_CELL_15_7:QB)     V(SA_Q7)          V(SA_QB7)          V(DIN0)         V(DIN_DFF0)         V(OUT)      
99       9.90000000e-10    0.00000000e+00    3.70798883e-05    9.99997659e-01    0.00000000e+00    9.99997621e-01    1.13708599e-05    0.00000000e+00    9.99997368e-01    1.12636058e-05    6.01813138e-06    7.35719426e-06    1.78129782e-05    5.90306204e-06    1.00000000e+00    1.85152174e-05    1.00000000e+00    1.86262456e-05    1.00000000e+00    1.93053304e-05    1.00000000e+00    1.23528444e-05    1.03578466e-03    9.99993606e-01    7.81626028e-06    1.61221697e-05    9.99996427e-01    3.42714205e-05    8.08934394e-06    1.07696878e-03    9.99990979e-01    3.15578146e-06    9.99992574e-01    2.68613609e-03    9.99993541e-01    1.00000000e+00    9.56572472e-06    1.51089240e-05
100      1.00000000e-09    0.00000000e+00    3.70873379e-05    9.99997896e-01    0.00000000e+00    9.99997432e-01    1.15919990e-05    0.00000000e+00    9.99997360e-01    1.12646587e-05    6.01617706e-06    7.36367608e-06    1.78127466e-05    5.90291962e-06    1.00000000e+00    1.84920717e-05    1.00000000e+00    1.86009663e-05    1.00000000e+00    1.92795406e-05    1.00000000e+00    1.23135537e-05    1.04605927e-03    9.99993603e-01    7.82057748e-06    1.61102844e-05    9.99996426e-01    3.42688296e-05    8.08855210e-06    1.08767067e-03    9.99990978e-01    3.15588667e-06    9.99992574e-01    2.71303373e-03    9.99993541e-01    1.00000000e+00    9.50890614e-06    1.51088722e-05
101      1.01000000e-09    2.00000000e-01    3.70191239e-05    9.99997692e-01    0.00000000e+00    9.99997582e-01    1.14360525e-05    0.00000000e+00    9.99997366e-01    1.12544626e-05    6.01471035e-06    7.35429272e-06    1.78128900e-05    5.90293866e-06    1.00000000e+00    1.85016012e-05    1.00000000e+00    1.86113883e-05    1.00000000e+00    1.92905564e-05    1.00000000e+00    1.23315751e-05    1.05632814e-03    9.99993605e-01    7.83294624e-06    1.61200437e-05    9.99996426e-01    3.42676566e-05    8.08878700e-06    1.09836935e-03    9.99990979e-01    3.15613198e-06    9.99992574e-01    2.73992386e-03    9.99993541e-01    1.00000000e+00    9.54473342e-06    1.51089222e-05
102      1.02000000e-09    4.00000000e-01    3.58827498e-05    9.99997656e-01    0.00000000e+00    9.99997590e-01    1.14185633e-05    0.00000000e+00    9.99997366e-01    1.12484759e-05    6.01601976e-06    7.35346857e-06    1.78129110e-05    5.90287910e-06    1.00000000e+00    1.84997124e-05    1.00000000e+00    1.86096017e-05    1.00000000e+00    1.92887866e-05    1.00000000e+00    1.23317929e-05    1.06659340e-03    9.99993606e-01    7.84179866e-06    1.61202643e-05    9.99996426e-01    3.42659126e-05    8.08856307e-06    1.10906395e-03    9.99990980e-01    3.15630792e-06    9.99992574e-01    2.76680947e-03    9.99993542e-01    1.00000000e+00    9.54605296e-06    1.51089214e-05
103      1.03000000e-09    6.00000000e-01    3.37419633e-05    9.99997590e-01    0.00000000e+00    9.99997586e-01    1.14227463e-05    0.00000000e+00    9.99997366e-01    1.12426430e-05    6.01359313e-06    7.35227321e-06    1.78129058e-05    5.90281876e-06    1.00000000e+00    1.84942320e-05    1.00000000e+00    1.86040934e-05    1.00000000e+00    1.92832351e-05    1.00000000e+00    1.23254996e-05    1.07685623e-03    9.99993606e-01    7.85027671e-06    1.61198457e-05    9.99996426e-01    3.42641084e-05    8.08831612e-06    1.11975632e-03    9.99990980e-01    3.15648410e-06    9.99992574e-01    2.79369197e-03    9.99993542e-01    1.00000000e+00    9.53803746e-06    1.51089210e-05
104      1.04000000e-09    8.00000000e-01    8.44738859e-05    1.00000010e+00    0.00000000e+00    9.99997594e-01    1.15183023e-05    0.00000000e+00    9.99997367e-01    1.12456310e-05    6.08085406e-06    7.35443345e-06    1.78129123e-05    5.90276118e-06    1.00000000e+00    1.87356793e-05    1.00000000e+00    1.88482505e-05    1.00000000e+00    1.95278252e-05    1.00000000e+00    1.26291457e-05    1.08711435e-03    9.99993606e-01    7.85889655e-06    1.61218232e-05    9.99996426e-01    3.42623521e-05    8.08809198e-06    1.13044454e-03    9.99990980e-01    3.15666139e-06    9.99992574e-01    2.82056843e-03    9.99993542e-01    1.00000000e+00    9.88750556e-06    1.51089216e-05
105      1.05000000e-09    1.00000000e+00    4.00955807e-04    1.00002228e+00    0.00000000e+00    9.99997674e-01    1.24773318e-05    0.00000000e+00    9.99997377e-01    1.13609722e-05    6.91044746e-06    7.41281524e-06    1.78130487e-05    5.90270471e-06    1.00000000e+00    2.11880130e-05    1.00000000e+00    2.13352143e-05    1.00000000e+00    2.20228401e-05    1.00000000e+00    1.58964720e-05    1.09737001e-03    9.99993610e-01    7.86863254e-06    1.61509761e-05    9.99996426e-01    3.42609118e-05    8.08797443e-06    1.14113150e-03    9.99990981e-01    3.15684142e-06    9.99992574e-01    2.84744179e-03    9.99993543e-01    1.00000000e+00    1.38354775e-05    1.51089222e-05
106      1.06000000e-09    1.00000000e+00   -3.64861354e-03    9.99815867e-01    0.00000000e+00    9.99998484e-01    5.31181532e-06    0.00000000e+00    9.99997744e-01    1.19667252e-05    7.08016236e-06    8.15898353e-06    1.78191500e-05    5.90292556e-06    1.00000000e+00   -2.48918323e-06    1.00000000e+00   -2.52161186e-06    1.00000000e+00   -1.75189208e-06    1.00000000e+00   -1.24218507e-05    1.10762313e-03    9.99993708e-01    7.94104623e-06    1.62249323e-05    9.99996439e-01    3.42707626e-05    8.09228414e-06    1.15182920e-03    9.99991000e-01    3.15730955e-06    9.99992574e-01    2.87431221e-03    9.99993550e-01    1.00000000e+00   -1.48546916e-05    1.51090435e-05
107      1.07000000e-09    1.00000000e+00    8.85103016e-02    1.00720399e+00    0.00000000e+00    1.00000874e+00    3.14720173e-04    0.00000000e+00    9.99996175e-01    3.81908385e-05    2.21800398e-04    1.58730811e-05    1.77762258e-05    5.89954119e-06    1.00000000e+00    8.64323288e-04    1.00000000e+00    8.75574322e-04    1.00000000e+00    8.77638034e-04    1.00000000e+00    1.12533000e-03    1.11785609e-03    9.99993576e-01    7.47653806e-06    2.29333019e-05    9.99996334e-01    3.42027266e-05    8.05877409e-06    1.16256569e-03    9.99990882e-01    3.15406525e-06    9.99992571e-01    2.90116228e-03    9.99993525e-01    1.00000000e+00    1.31313920e-03    1.51074752e-05
108      1.08000000e-09    1.00000000e+00    3.18740885e-01    1.00896305e+00    0.00000000e+00    9.99997484e-01    3.65237629e-04    0.00000000e+00    9.99998646e-01    7.32595273e-06    3.55957513e-05   -8.99597673e-06    1.77912579e-05    5.90148187e-06    1.00000000e+00    5.09766678e-04    1.00000000e+00    5.05479702e-04    1.00000000e+00    5.03397737e-04    1.00000000e+00    3.65563073e-04    1.12810693e-03    9.99993327e-01    7.89802890e-06    1.00409803e-05    9.99996425e-01    3.42004579e-05    8.06652607e-06    1.17296551e-03    9.99990896e-01    3.15625755e-06    9.99992573e-01    2.92801700e-03    9.99993507e-01    1.00000000e+00    1.88507474e-04    1.51082452e-05
109      1.09000000e-09    1.00000000e+00    5.25231861e-01    9.40365501e-01    0.00000000e+00    9.99990100e-01    3.22458789e-04    0.00000000e+00    9.99996515e-01    6.91518171e-05   -1.08791971e-04   -1.63078095e-04    1.75350422e-05    5.90062874e-06    1.00000000e+00   -2.59942730e-03    1.00000000e+00   -2.63895416e-03    1.00000000e+00   -2.64309539e-03    1.00000000e+00   -3.54405866e-03    1.13834031e-03    9.99992704e-01    6.50809669e-06   -1.12189011e-05    9.99996382e-01    3.40108444e-05    8.04919723e-06    1.18315373e-03    9.99990808e-01    3.15639088e-06    9.99992573e-01    2.95484043e-03    9.99993455e-01    1.00000000e+00   -4.19796155e-03    1.51081194e-05
110      1.10000000e-09    1.00000000e+00    6.75379655e-01    6.09087443e-01    0.00000000e+00    9.99997508e-01    5.58003838e-05    0.00000000e+00    1.00000483e+00    8.50516302e-05   -1.08283757e-04   -2.98772972e-04    1.81349947e-05    5.91206561e-06    1.00000000e+00   -6.37763597e-03    1.00000000e+00   -6.42166560e-03    1.00000000e+00   -6.41208619e-03    1.00000000e+00   -7.34687508e-03    1.14869111e-03    9.99994302e-01    9.76802490e-06    1.08516525e-05    9.99996821e-01    3.49232156e-05    8.37161855e-06    1.19537654e-03    9.99992171e-01    3.17239157e-06    9.99992588e-01    2.98191787e-03    9.99994045e-01    1.00000000e+00   -7.57902105e-03    1.51138168e-05
111      1.11000000e-09    1.00000000e+00    8.00725761e-01    1.50186803e-01    0.00000000e+00    9.99931620e-01    1.48709506e-04    0.00000000e+00    9.99908142e-01   -7.21094884e-05    1.87417841e-05    1.97315987e-04    1.86111191e-05    5.91869330e-06    1.00000000e+00    7.35694036e-02    1.00000000e+00    7.52661540e-02    1.00000000e+00    7.57254675e-02    1.00000000e+00    1.16222609e-01    1.16018681e-03    9.99994830e-01    1.13059201e-05    1.39804786e-03    1.00000097e+00    4.51872791e-05    1.20913031e-05    1.25083753e-03    1.00001059e+00    3.18511383e-06    9.99992609e-01    3.01230453e-03    1.00000453e+00    1.00000000e+00    1.65113029e-01    1.50894654e-05
112      1.12000000e-09    1.00000000e+00    9.04921600e-01    9.18243660e-03    0.00000000e+00    1.00004764e+00   -1.24523814e-02    0.00000000e+00    1.00003825e+00   -1.37128265e-02   -2.15762121e-05    2.77327280e-04    1.71652312e-05    5.89239232e-06    1.00000000e+00    3.48148710e-01    1.00000000e+00    3.56607647e-01    1.00000000e+00    3.58479137e-01    1.00000000e+00    5.16583523e-01    1.16366083e-03    9.99998112e-01    3.29080076e-05   -4.00662444e-03    9.99978124e-01   -9.94852868e-07   -7.67718838e-06    1.11313494e-03    9.99932136e-01    3.16528311e-06    9.99992503e-01    3.02421367e-03    9.99960105e-01    1.00000000e+00    6.89865334e-01    1.52412756e-05
113      1.13000000e-09    1.00000000e+00    9.46961016e-01    3.83938096e-03    0.00000000e+00    1.02413332e+00    2.99276482e-01    0.00000000e+00    1.02630171e+00    3.44509367e-01    8.90089418e-04    8.92264007e-04    1.61770550e-05    4.85198081e-06    1.00000000e+00    6.38620438e-01    1.00000000e+00    6.50467367e-01    1.00000000e+00    6.68232557e-01    1.00000000e+00    8.73171471e-01    1.17720165e-03    9.99998031e-01    5.88959323e-04   -3.60503881e-03    9.99985601e-01    4.94933044e-05    2.85954743e-06    1.24105014e-03    1.00001688e+00    1.22576623e-06    9.99990893e-01    3.07105509e-03    1.00002453e+00    1.00000000e+00    9.60020377e-01    1.39989372e-05
114      1.14000000e-09    1.00000000e+00    9.75464959e-01   -1.00206731e-02    0.00000000e+00    4.17125775e-01    7.73508867e-01    0.00000000e+00    3.91708318e-01    8.61930069e-01   -8.60762621e-03   -9.19530823e-04    1.89747219e-05    6.00276170e-06    1.00000000e+00    8.47505872e-01    1.00000000e+00    8.49615421e-01    1.00000000e+00    8.60887003e-01    1.00000000e+00    9.81793232e-01    1.18744459e-03    9.99331213e-01   -5.69889603e-04   -1.67748375e-03    9.99987843e-01   -4.46276758e-04    2.10517725e-06    1.13933525e-03    9.99923137e-01    3.27829501e-06    9.99992691e-01    3.03042357e-03    9.99939360e-01    1.00000000e+00    9.97985350e-01    1.47163749e-05
115      1.15000000e-09    1.00000000e+00    9.90306852e-01   -4.22987567e-04    0.00000000e+00    3.24651923e-03    9.80956540e-01    0.00000000e+00    2.70001072e-03    9.92322566e-01   -3.08662821e-03   -2.14736275e-04    1.55611090e-05    5.69250647e-06    1.00000000e+00    9.60712709e-01    1.00000000e+00    9.63686083e-01    1.00000000e+00    9.68525846e-01    1.00000000e+00    9.94976095e-01    1.20095636e-03    1.00040801e+00   -1.81279951e-04   -4.60594523e-04    1.00000614e+00    2.16568472e-04    1.20559852e-05    1.20921428e-03    1.00005201e+00    2.80325390e-06    9.99992264e-01    3.14309324e-03    1.00003316e+00    1.00000000e+00    9.99706608e-01    1.36431075e-05
116      1.16000000e-09    1.00000000e+00    9.96055718e-01    1.44032954e-05    0.00000000e+00    1.77970536e-04    9.98216219e-01    0.00000000e+00    7.19037356e-05    9.99771547e-01    3.43545172e-01   -5.37370246e-05    4.31601676e-06    5.66983207e-06    1.00000000e+00    9.92275140e-01    1.00000000e+00    9.95110561e-01    1.00000000e+00    1.01649387e+00    1.00000000e+00    9.97594495e-01    1.21037448e-03    1.00112712e+00    8.02310335e-06   -9.32329049e-05    1.00003349e+00    1.27718274e-04    3.51866659e-06    1.19689276e-03    1.00000254e+00    3.08270244e-06    9.99992492e-01    3.15281944e-03    9.99999208e-01    1.00000000e+00    9.99917334e-01    1.50796560e-05
117      1.17000000e-09    1.00000000e+00    9.98268868e-01    4.72469228e-05    0.00000000e+00   -2.46917790e-05    9.99097076e-01    0.00000000e+00    2.73156540e-05    9.99990116e-01    9.34314520e-01   -4.36701128e-06    5.09143572e-04    3.51592791e-06    1.00000000e+00    9.96094499e-01    1.00000000e+00    9.99072894e-01    1.00000000e+00    1.00722726e+00    1.00000000e+00    9.98886843e-01    1.18855890e-03    9.78505861e-01   -8.65113094e-04    4.54215642e-06    9.99075132e-01    6.02089242e-05    8.56192125e-07    1.15539173e-03    9.99969997e-01    2.88339638e-06    9.99992318e-01    3.16922171e-03    9.99981795e-01    1.00000000e+00    9.99967619e-01    1.52210844e-05
118      1.18000000e-09    1.00000000e+00    9.98796854e-01    2.80115204e-05    0.00000000e+00    1.93732111e-05    9.98587680e-01    0.00000000e+00    2.94602207e-05    1.00000131e+00    9.91795280e-01    2.38837754e-05   -7.26400436e-04    5.14425563e-05    1.00000000e+00    9.97858177e-01    1.00000000e+00    9.98892128e-01    1.00000000e+00    1.00065145e+00    1.00000000e+00    9.99581179e-01    2.13393394e-03    9.82852366e-01    4.53627152e-04    7.11442049e-05    1.01860905e+00    3.27121548e-04    8.94761703e-05    1.95464253e-03    1.00057278e+00    3.44492333e-06    9.99993084e-01    3.30727721e-03    1.00031579e+00    1.00000000e+00    9.99984736e-01    1.44258988e-05
119      1.19000000e-09    1.00000000e+00    9.99212241e-01    2.59434899e-05    0.00000000e+00    2.83750307e-05    9.99114806e-01    0.00000000e+00    1.09159794e-05    9.99994012e-01    9.96827679e-01    1.17196252e-05    3.03526819e-04   -4.08096540e-04    1.00000000e+00    9.99137411e-01    1.00000000e+00    9.99709493e-01    1.00000000e+00    1.00027272e+00    1.00000000e+00    9.99858532e-01   -4.31606163e-03    9.95368963e-01    3.78233772e-04   -3.59221986e-04    8.89931087e-01   -2.01057689e-03   -5.23583557e-05   -3.68542646e-03    9.95536418e-01    2.12591584e-06    9.99991551e-01    2.51184414e-03    9.97806222e-01    1.00000000e+00    9.99989223e-01    1.21481550e-05
120      1.20000000e-09    1.00000000e+00    9.99542672e-01    2.17519589e-05    0.00000000e+00    2.05498746e-05    9.99553451e-01    0.00000000e+00    2.25126582e-05    9.99997889e-01    9.98632703e-01    1.76294517e-05   -3.82202749e-04    2.08805892e-04    1.00000000e+00    9.99697478e-01    1.00000000e+00    1.00010711e+00    1.00000000e+00    1.00035213e+00    1.00000000e+00    9.99950844e-01   -5.31783571e-03    9.98611220e-01    1.31157032e-04    3.51961770e-04    5.90382759e-01   -2.64719199e-03    1.89819384e-04    4.03785612e-03    9.86203768e-01    5.82385100e-05    1.00004340e+00    1.34673780e-03    9.92933978e-01    1.00000000e+00    9.99994448e-01    2.18635681e-05
121      1.21000000e-09    1.00000000e+00    9.99754509e-01    1.64047899e-05    0.00000000e+00    1.18535650e-05    9.99793780e-01    0.00000000e+00    2.91365554e-05    9.99993457e-01    9.99422730e-01    2.06672597e-05   -9.87603288e-05    3.98412607e-03    1.00000000e+00    9.99897717e-01    1.00000000e+00    1.00020212e+00    1.00000000e+00    1.00033356e+00    1.00000000e+00    9.99980153e-01    1.13439311e-01    9.99708324e-01    4.90874564e-05    5.88596963e-03    3.79461088e-01    1.08786754e-02    1.22205750e-02    1.83235386e-01    9.64036326e-01    2.11031745e-04    1.00020700e+00   -9.86920415e-06    9.81415111e-01    1.00000000e+00    9.99997893e-01    3.46578538e-05
122      1.22000000e-09    1.00000000e+00    9.99871819e-01    1.36602527e-05    0.00000000e+00    1.01034500e-05    9.99905844e-01    0.00000000e+00    4.17975151e-05    9.99997223e-01    9.99752897e-01    2.01776631e-05   -1.71761503e-04    5.47137703e-03    1.00000000e+00    9.99961722e-01    1.00000000e+00    1.00019667e+00    1.00000000e+00    1.00028256e+00    1.00000000e+00    9.99988987e-01    4.14195360e-01    9.99948341e-01   -8.49506014e-06    9.66968061e-03    2.55562482e-01    4.41692858e-02    1.82419960e-02    5.30411847e-01    9.51083155e-01    8.58120468e-06    1.00000574e+00    1.03412269e-02    9.75185307e-01    1.00000000e+00    9.99990848e-01    8.67524158e-05
123      1.23000000e-09    1.00000000e+00    9.99931319e-01    1.12905760e-05    0.00000000e+00    5.09857689e-06    9.99956914e-01    0.00000000e+00   -1.47001681e-05    9.99987875e-01    9.99892887e-01   -6.93317730e-06   -2.87484405e-04    4.63541945e-03    1.00000000e+00    9.99975748e-01    1.00000000e+00    1.00016033e+00    1.00000000e+00    1.00021979e+00    1.00000000e+00    9.99991869e-01    8.32556185e-01    9.99942408e-01   -2.25135195e-07    5.91823398e-03    1.65585863e-01    8.98582006e-02    9.91691008e-03    7.35892080e-01    9.52658759e-01   -1.45871714e-04    9.99837058e-01    1.81032757e-01    9.83239288e-01    1.00000000e+00    9.99985411e-01    1.37956115e-04
124      1.24000000e-09    1.00000000e+00    9.99960073e-01    1.03845316e-05    0.00000000e+00    8.30996408e-06    9.99977131e-01    0.00000000e+00    7.38844869e-06    1.00000207e+00    9.99953949e-01    2.54000154e-06   -3.24462419e-06    1.19295333e-03    1.00000000e+00    9.99989604e-01    1.00000000e+00    1.00015061e+00    1.00000000e+00    1.00020446e+00    1.00000000e+00    9.99992658e-01    9.73079187e-01    9.99954952e-01    2.10590355e-05    3.01719870e-03    9.52447558e-02    1.10902244e-01    4.21837340e-03    8.01650402e-01    9.54365142e-01   -3.43447212e-05    9.99941858e-01    4.73150209e-01    9.80815240e-01    1.00000000e+00    9.99992671e-01    8.02149097e-05
125      1.25000000e-09    1.00000000e+00    9.99973004e-01    9.66249982e-06    0.00000000e+00    3.02459022e-06    9.99988080e-01    0.00000000e+00   -7.57232329e-06    9.99987752e-01    9.99977553e-01   -2.03022702e-06    2.13664775e-05    1.91407791e-04    1.00000000e+00    9.99991351e-01    1.00000000e+00    1.00012947e+00    1.00000000e+00    1.00017387e+00    1.00000000e+00    9.99993137e-01    9.94260694e-01    9.99946380e-01    4.55585612e-06    2.87693601e-03    5.93853090e-02    1.07826686e-01    4.16022862e-03    8.52758951e-01    9.48176739e-01   -1.54972376e-05    9.99973323e-01    7.60279684e-01    9.60279426e-01    1.00000000e+00    9.99989400e-01   -1.48086066e-04
126      1.26000000e-09    1.00000000e+00    9.99979261e-01    9.56521383e-06    0.00000000e+00    7.55027154e-06    9.99990398e-01    0.00000000e+00    1.26934082e-05    9.99999763e-01    9.99989757e-01    5.58186240e-06    2.82866283e-05    1.49124914e-05    1.00000000e+00    9.99991209e-01    1.00000000e+00    1.00011199e+00    1.00000000e+00    1.00015018e+00    1.00000000e+00    9.99993118e-01    9.95935263e-01    9.99961421e-01    9.54146426e-06    1.82166253e-03    3.75911167e-02    8.50549297e-02    2.28950849e-03    9.25392844e-01    9.56517401e-01   -2.09993500e-05    9.99963274e-01    9.01410616e-01    9.57614948e-01    1.00000000e+00    9.99989870e-01   -1.50863709e-04
127      1.27000000e-09    1.00000000e+00    9.99981873e-01    9.36494417e-06    0.00000000e+00    5.90617793e-06    9.99992612e-01    0.00000000e+00    1.53723298e-05    9.99996075e-01    9.99994046e-01    9.94350739e-06    3.28256725e-05    3.12930563e-05    1.00000000e+00    9.99991080e-01    1.00000000e+00    1.00009850e+00    1.00000000e+00    1.00013174e+00    1.00000000e+00    9.99993222e-01    9.97335785e-01    9.99976770e-01    1.12371467e-05    9.70448747e-04    2.20900396e-02    5.92199750e-02    1.06147951e-03    9.66158201e-01    9.73917274e-01   -6.89605427e-06    9.99977021e-01    9.57959269e-01    9.71969749e-01    1.00000000e+00    9.99991058e-01   -4.54491617e-05
128      1.28000000e-09    1.00000000e+00    9.99982918e-01    9.10156538e-06    0.00000000e+00    2.70098911e-06    9.99994410e-01    0.00000000e+00    1.00417425e-05    9.99988007e-01    9.99995200e-01    1.11824860e-05    3.20299002e-05    2.63908068e-05    1.00000000e+00    9.99991038e-01    1.00000000e+00    1.00008777e+00    1.00000000e+00    1.00011700e+00    1.00000000e+00    9.99993353e-01    9.98627634e-01    9.99983809e-01    1.04415670e-05    5.20480986e-04    1.23470115e-02    3.85591348e-02    5.13968729e-04    9.83720065e-01    9.85793508e-01    1.40542452e-06    9.99986042e-01    9.80298241e-01    9.84120241e-01    1.00000000e+00    9.99991385e-01    6.68851489e-06
129      1.29000000e-09    1.00000000e+00    9.99983580e-01    9.30539307e-06    0.00000000e+00    5.91322066e-06    9.99993624e-01    0.00000000e+00    1.64063215e-05    9.99995809e-01    9.99996846e-01    1.08087246e-05    3.02693205e-05    1.52652661e-05    1.00000000e+00    9.99990977e-01    1.00000000e+00    1.00007911e+00    1.00000000e+00    1.00010559e+00    1.00000000e+00    9.99993266e-01    9.99260049e-01    9.99985101e-01    9.83735225e-06    3.11020488e-04    6.86362673e-03    2.44510410e-02    2.80031560e-04    9.91446496e-01    9.92171412e-01    4.62552180e-06    9.99989608e-01    9.89739216e-01    9.91093124e-01    1.00000000e+00    9.99991717e-01    1.84135541e-05
130      1.30000000e-09    1.00000000e+00    9.99983678e-01    9.11984643e-06    0.00000000e+00    3.17476915e-06    9.99994677e-01    0.00000000e+00    9.21993510e-06    9.99989045e-01    9.99996512e-01    1.01000976e-05    2.91577729e-05    1.14255245e-05    1.00000000e+00    9.99990977e-01    1.00000000e+00    1.00007184e+00    1.00000000e+00    1.00009560e+00    1.00000000e+00    9.99993365e-01    9.99623563e-01    9.99984040e-01    9.43140609e-06    2.06841262e-04    3.82752336e-03    1.52780245e-02    1.65355004e-04    9.95231808e-01    9.95551018e-01    5.96346281e-06    9.99991070e-01    9.94290356e-01    9.94879444e-01    1.00000000e+00    9.99991628e-01    1.98375899e-05
131      1.31000000e-09    1.00000000e+00    9.99983774e-01    9.11363108e-06    0.00000000e+00    3.12465315e-06    9.99994749e-01    0.00000000e+00    8.11414602e-06    9.99988922e-01    9.99996659e-01    9.51331238e-06    2.84137059e-05    8.75462941e-06    1.00000000e+00    9.99990961e-01    1.00000000e+00    1.00006571e+00    1.00000000e+00    1.00008736e+00    1.00000000e+00    9.99993375e-01    9.99811913e-01    9.99983006e-01    9.31408394e-06    1.50981609e-04    2.16164578e-03    9.48628383e-03    1.02250257e-04    9.97197235e-01    9.97369124e-01    6.57613759e-06    9.99991729e-01    9.96638504e-01    9.96942597e-01    1.00000000e+00    9.99991673e-01    1.88216909e-05
132      1.32000000e-09    1.00000000e+00    9.99983899e-01    9.23422017e-06    0.00000000e+00    4.89998211e-06    9.99994175e-01    0.00000000e+00    1.13137087e-05    9.99993299e-01    9.99997184e-01    9.11035545e-06    2.78477984e-05    7.30480298e-06    1.00000000e+00    9.99990933e-01    1.00000000e+00    1.00006048e+00    1.00000000e+00    1.00008050e+00    1.00000000e+00    9.99993322e-01    9.99894527e-01    9.99982451e-01    9.34448895e-06    1.19066821e-04    1.25632012e-03    5.93114996e-03    6.58093482e-05    9.98255704e-01    9.98364828e-01    6.89525496e-06    9.99992069e-01    9.97901104e-01    9.98082083e-01    1.00000000e+00    9.99991818e-01    1.76168684e-05
133      1.33000000e-09    1.00000000e+00    9.99984028e-01    9.39434142e-06    0.00000000e+00    7.19833302e-06    9.99993413e-01    0.00000000e+00    1.58905408e-05    9.99998966e-01    9.99997808e-01    8.84588315e-06    2.73676235e-05    6.70517094e-06    1.00000000e+00    9.99990902e-01    1.00000000e+00    1.00005595e+00    1.00000000e+00    1.00007462e+00    1.00000000e+00    9.99993249e-01    9.99931924e-01    9.99983459e-01    9.48980484e-06    9.92214693e-05    7.43203871e-04    3.71536912e-03    4.37072569e-05    9.98868323e-01    9.98945768e-01    7.08073766e-06    9.99992267e-01    9.98632382e-01    9.98751110e-01    1.00000000e+00    9.99991992e-01    1.66963679e-05
134      1.34000000e-09    1.00000000e+00    9.99983904e-01    9.20146216e-06    0.00000000e+00    4.49305921e-06    9.99994324e-01    0.00000000e+00    9.46030651e-06    9.99992305e-01    9.99997118e-01    8.62535581e-06    2.70457678e-05    6.42605085e-06    1.00000000e+00    9.99990917e-01    1.00000000e+00    1.00005196e+00    1.00000000e+00    1.00006907e+00    1.00000000e+00    9.99993343e-01    9.99949781e-01    9.99985498e-01    9.33402420e-06    8.65590479e-05    4.54307238e-04    2.36340867e-03    3.04209672e-05    9.99227194e-01    9.99287564e-01    7.19798115e-06    9.99992390e-01    9.99061935e-01    9.99146942e-01    1.00000000e+00    9.99991852e-01    1.61272184e-05
135      1.35000000e-09    1.00000000e+00    9.99983961e-01    9.28048119e-06    0.00000000e+00    5.60363878e-06    9.99993954e-01    0.00000000e+00    1.16437945e-05    9.99995045e-01    9.99997411e-01    8.50367570e-06    2.66826680e-05    6.30314368e-06    1.00000000e+00    9.99990900e-01    1.00000000e+00    1.00004847e+00    1.00000000e+00    1.00006451e+00    1.00000000e+00    9.99993309e-01    9.99959264e-01    9.99983544e-01    9.25259375e-06    7.81832466e-05    2.87097800e-04    1.52938193e-03    2.22766874e-05    9.99446183e-01    9.99496705e-01    7.26337058e-06    9.99992460e-01    9.99324705e-01    9.99390726e-01    1.00000000e+00    9.99991947e-01    1.57327699e-05
136      1.36000000e-09    1.00000000e+00    9.99983994e-01    9.32707586e-06    0.00000000e+00    6.23467715e-06    9.99993745e-01    0.00000000e+00    1.28051103e-05    9.99996604e-01    9.99997538e-01    8.33624389e-06    2.63579508e-05    6.24148151e-06    1.00000000e+00    9.99990888e-01    1.00000000e+00    1.00004537e+00    1.00000000e+00    1.00006044e+00    1.00000000e+00    9.99993289e-01    9.99964386e-01    9.99914199e-01    5.46544778e-06    7.23435017e-05    1.89451604e-04    1.01629984e-03    1.72897635e-05    9.99582378e-01    9.99626900e-01    7.30308534e-06    9.99992502e-01    9.99488807e-01    9.99543509e-01    1.00000000e+00    9.99992012e-01    1.54871485e-05
137      1.37000000e-09    1.00000000e+00    9.99983955e-01    9.27192962e-06    0.00000000e+00    5.43078330e-06    9.99994014e-01    0.00000000e+00    1.08862388e-05    9.99994611e-01    9.99997433e-01    8.35814245e-06    2.60859662e-05    6.19931331e-06    1.00000000e+00    9.99990890e-01    1.00000000e+00    1.00004258e+00    1.00000000e+00    1.00005666e+00    1.00000000e+00    9.99993319e-01    9.99967294e-01    9.99810152e-01    6.77472953e-06    6.80488354e-05    1.30123189e-04    6.90773688e-04    1.41413486e-05    9.99671271e-01    9.99711838e-01    7.33036857e-06    9.99992530e-01    9.99596524e-01    9.99643885e-01    1.00000000e+00    9.99991982e-01    1.53446944e-05
