grp,tag,status,err,n,nfail,failed,delay,delay_sd,delay_max,tclk_wlen,tclk_dec,trestore,tprch,twldrv,twdrv,tsa,tswing,pavg_uW,wl_slew,rwl_minus_wl,sen_minus_wl,bl_at_sen,dv_at_sen,dv_at_sen_min,rbl_at_sen,bl_at_acc0,blb_at_acc0,bl_at_next,blb_at_next,blb_min_acc,blb_min_acc_max,q_flip,q_flip_max,twdrv_wave,out_end,t
D_rep,16x16_r_TT_K4N5,ok,,1,0,,204.0546,0.0,204.0546,132.0316,200.82479999999998,257.5392,48.91011,22.2793,,32.49389,22.15081,47.78145,17.026630961092028,-2.6030576188215937,149.0971878576253,0.00394800513,0.98298893687,0.98298893687,0.000167976142,0.99996781,0.999978241,0.999967788,0.999978219,0.97928385,0.97928385,,,,2.12766632e-05,149.99376606941223
D_rep,16x256_r_SS_K2N1_and2,ok,,1,0,,388.1091,0.0,388.1091,286.5558,470.6626,635.7271000000001,120.2977,92.74704,,86.62093,60.563359999999996,318.10999999999996,54.07782190846252,-50.53663251532782,208.7411266947932,0.0425589495,0.8534739225000001,0.8534739225000001,0.000399746285,0.899831091,0.899903548,0.899830887,0.899903344,0.878375098,0.878375098,,,,8.36786388e-05,1541.3299553394318
D_rep,16x256_r_SS_K2N1_matched,ok,,1,0,,441.13100000000003,0.0,441.13100000000003,288.199,471.006,639.6223,120.36470000000001,93.66459,,82.39932999999999,60.562149999999995,331.60859999999997,52.98767405111085,0.09404993634120917,265.058001153465,0.0193423915,0.8769656905000001,0.8769656905000001,0.000365716144,0.899831093,0.89990355,0.899830885,0.899903342,0.879614002,0.879614002,,,,8.36975465e-05,1838.8368260860443
D_rep,16x256_r_SS_rwl_and2,ok,,1,0,,806.1407,0.0,806.1407,286.5609,470.64680000000004,635.7092,120.2096,92.71752,,81.30302,60.570429999999995,320.6944,53.80712810232947,-52.76609302607211,632.1201172115843,0.00252866077,0.89190965823,0.89190965823,0.000363187278,0.899831073,0.89990353,0.899830866,0.899903323,0.882323945,0.882323945,,,,8.37001398e-05,2197.0474479198456
D_rep,16x256_r_SS_rwl_matched,ok,,1,0,,868.6744,0.0,868.6744,288.2024,471.018,639.9014999999999,120.35510000000001,93.66477,,81.24449,60.56185000000001,334.79240000000004,52.97864742589452,0.04334298941245471,693.7560917430876,0.00254350194,0.89416012706,0.89416012706,0.000373567697,0.899831079,0.899903535,0.899830845,0.899903301,0.882143847,0.882143847,,,,8.36877075e-05,2627.1108989715576
D_rep,256x8_r_FFm40_K2N1_matched,ok,,1,0,,165.0527,0.0,165.0527,89.52665,158.1381,178.5848,13.4848,12.40225,,33.69296,68.82082,142.92880000000002,14.998254306225249,0.6242056823739199,117.95707514872105,0.577915718,0.4629351920000001,0.4629351920000001,0.155530782,0.999992582,0.999994572,0.999992582,0.999994571,0.999949748,0.999949748,,,,1.11674243e-05,2982.8234491348267
D_rep,256x8_r_SS_K1N9,ok,,1,0,,1208.6019999999999,0.0,1208.6019999999999,301.38960000000003,527.7937999999999,584.9712,57.66392,47.779540000000004,,79.73685,249.3199,133.6784,33.21575237497234,-7.379671144758833,1081.085983332998,0.100242672,0.8021043339999999,0.8021043339999999,0.0775070672,0.899856022,0.899925705,0.89985601,0.899925693,0.89757505,0.89757505,,,,8.36749348e-05,1457.8678941726685
D_rep,256x8_r_SS_K2N1_matched,ok,,1,0,,610.6373000000001,0.0,610.6373000000001,301.4244,527.7977,584.7723000000001,57.66172,47.78845,,119.6445,249.07059999999998,130.77870000000001,33.234244451808884,3.864187500066088,443.2042965135181,0.523366487,0.43513868,0.43513868,0.153098978,0.899856022,0.899925706,0.89985601,0.899925694,0.899389714,0.899389714,,,,8.36675072e-05,1181.8461513519287
D_rep,256x8_r_SS_K2N5,ok,,1,0,,768.0893,0.0,768.0893,301.39099999999996,527.7986999999999,582.9304,57.66108,47.78062,,92.07178,249.3342,132.075,33.22852181908837,-5.227582480513616,628.2369283565522,0.363088676,0.571231845,0.571231845,0.0471182588,0.899856022,0.899925705,0.89985601,0.899925693,0.899389233,0.899389233,,,,8.36899725e-05,1307.2451701164246
D_rep,256x8_r_SS_K4N1,ok,,1,0,,492.1446,0.0,492.1446,301.3924,527.8041000000001,582.8186000000001,57.65751,47.784549999999996,,149.4641,248.99560000000002,130.79930000000002,33.216510213598276,-1.379659086209012,294.8959306101745,0.667847174,0.30240272599999996,0.30240272599999996,0.0624205228,0.899856022,0.899925706,0.899856011,0.899925694,0.899386683,0.899386683,,,,8.34556394e-05,1192.9389007091522
D_rep,256x8_r_SS_rwl_and2,ok,,1,0,,1208.6019999999999,0.0,1208.6019999999999,301.38960000000003,527.7937999999999,584.9712,57.66392,47.779540000000004,,79.73685,249.3199,133.6784,33.21575237497234,-7.379671144758833,1081.085983332998,0.100242672,0.8021043339999999,0.8021043339999999,0.0775070672,0.899856022,0.899925705,0.89985601,0.899925693,0.89757505,0.89757505,,,,8.36749348e-05,1431.7223286628723
D_rep,256x8_r_SS_rwl_matched,ok,,1,0,,1223.764,0.0,1223.764,301.4216,527.7882999999999,585.1799,57.66657,47.786339999999996,,77.08037,249.0535,134.0791,33.211225462287366,2.993915725763693,1098.8969578806802,0.0973378119,0.8057220341,0.8057220341,0.078421403,0.899856022,0.899925705,0.89985601,0.899925693,0.896998337,0.896998337,,,,8.36118101e-05,1604.3245000839233
D_rep,512x4_r_SS_K1N9,ok,,1,0,,1682.567,0.0,1682.567,309.9584,539.7805000000001,599.3805,56.34991,44.84956,,75.59237,452.31899999999996,156.28730000000002,27.703051806391187,-3.863764751934062,1562.1247639193489,0.211000591,0.70104912,0.70104912,0.19023067,0.899856821,0.899926417,0.899856815,0.899926411,0.899403479,0.899403479,,,,8.35611148e-05,1909.2877712249756
D_rep,512x4_r_SS_K2N1_matched,ok,,1,0,,879.6238,0.0,879.6238,309.96029999999996,540.0251000000001,598.9032,56.31485,44.86439,,133.6756,451.375,153.1683,27.69801080941261,5.106446204788542,701.0837986073002,0.587452176,0.380650972,0.380650972,0.255022489,0.899856822,0.899926418,0.899856815,0.899926411,0.899403084,0.899403084,,,,8.32629691e-05,1696.165001153946
D_rep,512x4_r_SS_K2N5,ok,,1,0,,1036.8529999999998,0.0,1036.8529999999998,309.95980000000003,539.7785,598.9488,56.32521,44.86016,,110.6347,451.37940000000003,154.5302,27.69956736628936,-1.6154218011511545,881.3582125445263,0.497454851,0.459954353,0.459954353,0.14463125,0.899856821,0.899926417,0.899856815,0.899926411,0.899403211,0.899403211,,,,8.34833289e-05,1804.7367522716522
D_rep,512x4_r_SS_K4N1,ok,,1,0,,658.5509999999999,0.0,658.5509999999999,309.9613,540.0374999999999,598.808,56.29891,44.87097,,174.41729999999998,441.353,153.23149999999998,27.69741526554522,1.836515269839914,439.2627051048931,0.722330419,0.25302551500000003,0.25302551500000003,0.153676415,0.899856822,0.899926418,0.899856815,0.899926411,0.899402901,0.899402901,,,,8.34188276e-05,1654.3521883487701
D_rep,64x16_r_SS_K2N1_matched,ok,,1,0,,383.9221,0.0,383.9221,289.3059,480.57529999999997,550.3803,67.8274,52.70937,,99.93173999999999,94.04548,75.81562,30.864337580587215,2.2415177245182965,231.28097141077765,0.300052609,0.61515903,0.61515903,0.0135023416,0.899851188,0.89992141,0.899851145,0.899921367,0.893357764,0.893357764,,,,8.35784088e-05,401.34090209007263
D_rep,8x4_r_SS_K2N1_matched,ok,,1,0,,278.7469,0.0,278.7469,259.6366,371.875,547.8121,162.2593,40.31266,,89.48058,46.451139999999995,20.19028,27.37149288125071,5.954853762712113,148.95763470301588,0.0512406556,0.8380298224,0.8380298224,0.000599621997,0.899802824,0.89987847,0.899802559,0.899878205,0.86904413,0.86904413,,,,8.37001567e-05,20.119964361190796
D_rep,8x4_r_TT_K2N1_matched,ok,,1,0,,113.36489999999999,0.0,113.36489999999999,119.86980000000001,168.502,246.0197,66.59021,16.86277,,34.428340000000006,18.872960000000003,24.9169,15.041535140437789,2.8646115104183463,62.35687043765226,0.072858358,0.917715803,0.917715803,0.000540346652,0.999957755,0.999969115,0.999957726,0.999969086,0.967157685,0.967157685,,,,2.12797357e-05,20.20958971977234
