Index        {U}              V(V1)             V(V2)      
457     -2.53000000e-01    8.88157526e-01    4.80766860e-01
458     -2.52000000e-01    8.87404869e-01    4.81528922e-01
459     -2.51000000e-01    8.86650772e-01    4.82292555e-01
460     -2.50000000e-01    8.85895273e-01    4.83057704e-01
461     -2.49000000e-01    8.85138413e-01    4.83824317e-01
462     -2.48000000e-01    8.84380226e-01    4.84592341e-01
463     -2.47000000e-01    8.83620751e-01    4.85361729e-01
464     -2.46000000e-01    8.82860022e-01    4.86132434e-01
465     -2.45000000e-01    8.82098072e-01    4.86904410e-01
466     -2.44000000e-01    8.81334935e-01    4.87677615e-01
467     -2.43000000e-01    8.80570643e-01    4.88452006e-01
468     -2.42000000e-01    8.79805227e-01    4.89227544e-01
469     -2.41000000e-01    8.79038718e-01    4.90004190e-01
470     -2.40000000e-01    8.78271143e-01    4.90781907e-01
471     -2.39000000e-01    8.77502533e-01    4.91560660e-01
472     -2.38000000e-01    8.76732914e-01    4.92340415e-01
473     -2.37000000e-01    8.75962313e-01    4.93121139e-01
474     -2.36000000e-01    8.75190756e-01    4.93902800e-01
475     -2.35000000e-01    8.74418268e-01    4.94685369e-01
476     -2.34000000e-01    8.73644874e-01    4.95468815e-01
477     -2.33000000e-01    8.72870596e-01    4.96253111e-01
478     -2.32000000e-01    8.72095459e-01    4.97038231e-01
479     -2.31000000e-01    8.71319484e-01    4.97824147e-01
480     -2.30000000e-01    8.70542692e-01    4.98610836e-01
481     -2.29000000e-01    8.69765105e-01    4.99398272e-01
482     -2.28000000e-01    8.68986743e-01    5.00186434e-01
483     -2.27000000e-01    8.68207625e-01    5.00975298e-01
484     -2.26000000e-01    8.67427771e-01    5.01764844e-01
485     -2.25000000e-01    8.66647199e-01    5.02555050e-01
486     -2.24000000e-01    8.65865927e-01    5.03345897e-01
487     -2.23000000e-01    8.65083972e-01    5.04137366e-01
488     -2.22000000e-01    8.64301351e-01    5.04929437e-01
489     -2.21000000e-01    8.63518080e-01    5.05722094e-01
490     -2.20000000e-01    8.62734176e-01    5.06515320e-01
491     -2.19000000e-01    8.61949653e-01    5.07309096e-01
492     -2.18000000e-01    8.61164527e-01    5.08103409e-01
493     -2.17000000e-01    8.60378812e-01    5.08898242e-01
494     -2.16000000e-01    8.59592523e-01    5.09693580e-01
495     -2.15000000e-01    8.58805672e-01    5.10489410e-01
496     -2.14000000e-01    8.58018273e-01    5.11285717e-01
497     -2.13000000e-01    8.57230339e-01    5.12082487e-01
498     -2.12000000e-01    8.56441882e-01    5.12879709e-01
499     -2.11000000e-01    8.55652915e-01    5.13677370e-01
500     -2.10000000e-01    8.54863449e-01    5.14475457e-01
501     -2.09000000e-01    8.54073496e-01    5.15273959e-01
502     -2.08000000e-01    8.53283067e-01    5.16072865e-01
503     -2.07000000e-01    8.52492172e-01    5.16872164e-01
504     -2.06000000e-01    8.51700822e-01    5.17671845e-01
505     -2.05000000e-01    8.50909028e-01    5.18471898e-01
506     -2.04000000e-01    8.50116799e-01    5.19272314e-01
507     -2.03000000e-01    8.49324144e-01    5.20073083e-01
508     -2.02000000e-01    8.48531073e-01    5.20874195e-01
509     -2.01000000e-01    8.47737596e-01    5.21675643e-01
510     -2.00000000e-01    8.46943721e-01    5.22477416e-01
511     -1.99000000e-01    8.46149456e-01    5.23279508e-01
512     -1.98000000e-01    8.45354811e-01    5.24081909e-01
513     -1.97000000e-01    8.44559792e-01    5.24884612e-01
514     -1.96000000e-01    8.43764409e-01    5.25687610e-01
515     -1.95000000e-01    8.42968668e-01    5.26490894e-01
516     -1.94000000e-01    8.42172577e-01    5.27294459e-01
517     -1.93000000e-01    8.41376144e-01    5.28098296e-01
518     -1.92000000e-01    8.40579376e-01    5.28902400e-01
519     -1.91000000e-01    8.39782279e-01    5.29706764e-01
520     -1.90000000e-01    8.38984860e-01    5.30511381e-01
521     -1.89000000e-01    8.38187126e-01    5.31316245e-01
522     -1.88000000e-01    8.37389083e-01    5.32121351e-01
523     -1.87000000e-01    8.36590738e-01    5.32926693e-01
524     -1.86000000e-01    8.35792096e-01    5.33732265e-01
525     -1.85000000e-01    8.34993163e-01    5.34538061e-01
526     -1.84000000e-01    8.34193945e-01    5.35344077e-01
527     -1.83000000e-01    8.33394448e-01    5.36150307e-01
528     -1.82000000e-01    8.32594677e-01    5.36956746e-01
529     -1.81000000e-01    8.31794638e-01    5.37763390e-01
530     -1.80000000e-01    8.30994335e-01    5.38570233e-01
531     -1.79000000e-01    8.30193774e-01    5.39377272e-01
532     -1.78000000e-01    8.29392960e-01    5.40184501e-01
533     -1.77000000e-01    8.28591897e-01    5.40991917e-01
534     -1.76000000e-01    8.27790590e-01    5.41799515e-01
535     -1.75000000e-01    8.26989044e-01    5.42607291e-01
536     -1.74000000e-01    8.26187264e-01    5.43415241e-01
537     -1.73000000e-01    8.25385252e-01    5.44223361e-01
538     -1.72000000e-01    8.24583015e-01    5.45031648e-01
539     -1.71000000e-01    8.23780556e-01    5.45840097e-01
540     -1.70000000e-01    8.22977878e-01    5.46648706e-01
541     -1.69000000e-01    8.22174987e-01    5.47457470e-01
542     -1.68000000e-01    8.21371886e-01    5.48266387e-01
543     -1.67000000e-01    8.20568578e-01    5.49075452e-01
544     -1.66000000e-01    8.19765068e-01    5.49884664e-01
545     -1.65000000e-01    8.18961359e-01    5.50694018e-01
546     -1.64000000e-01    8.18157454e-01    5.51503511e-01
547     -1.63000000e-01    8.17353357e-01    5.52313142e-01
548     -1.62000000e-01    8.16549072e-01    5.53122905e-01
549     -1.61000000e-01    8.15744601e-01    5.53932800e-01
550     -1.60000000e-01    8.14939948e-01    5.54742823e-01
551     -1.59000000e-01    8.14135117e-01    5.55552971e-01
552     -1.58000000e-01    8.13330109e-01    5.56363242e-01
553     -1.57000000e-01    8.12524928e-01    5.57173633e-01
554     -1.56000000e-01    8.11719578e-01    5.57984141e-01
555     -1.55000000e-01    8.10914060e-01    5.58794765e-01
556     -1.54000000e-01    8.10108378e-01    5.59605502e-01
557     -1.53000000e-01    8.09302535e-01    5.60416349e-01
558     -1.52000000e-01    8.08496533e-01    5.61227304e-01
559     -1.51000000e-01    8.07690375e-01    5.62038365e-01
560     -1.50000000e-01    8.06884063e-01    5.62849530e-01
561     -1.49000000e-01    8.06077601e-01    5.63660797e-01
562     -1.48000000e-01    8.05270990e-01    5.64472163e-01
563     -1.47000000e-01    8.04464232e-01    5.65283626e-01
564     -1.46000000e-01    8.03657331e-01    5.66095185e-01
565     -1.45000000e-01    8.02850289e-01    5.66906838e-01
566     -1.44000000e-01    8.02043108e-01    5.67718582e-01
567     -1.43000000e-01    8.01235789e-01    5.68530416e-01
568     -1.42000000e-01    8.00428337e-01    5.69342339e-01
569     -1.41000000e-01    7.99620751e-01    5.70154347e-01
570     -1.40000000e-01    7.98813035e-01    5.70966440e-01
571     -1.39000000e-01    7.98005191e-01    5.71778615e-01
572     -1.38000000e-01    7.97197221e-01    5.72590872e-01
573     -1.37000000e-01    7.96389126e-01    5.73403208e-01
574     -1.36000000e-01    7.95580909e-01    5.74215622e-01
575     -1.35000000e-01    7.94772571e-01    5.75028113e-01
576     -1.34000000e-01    7.93964115e-01    5.75840678e-01
577     -1.33000000e-01    7.93155542e-01    5.76653316e-01
578     -1.32000000e-01    7.92346855e-01    5.77466027e-01
579     -1.31000000e-01    7.91538053e-01    5.78278807e-01
580     -1.30000000e-01    7.90729141e-01    5.79091657e-01
581     -1.29000000e-01    7.89920119e-01    5.79904574e-01
582     -1.28000000e-01    7.89110988e-01    5.80717558e-01
583     -1.27000000e-01    7.88301751e-01    5.81530606e-01
584     -1.26000000e-01    7.87492410e-01    5.82343718e-01
585     -1.25000000e-01    7.86682965e-01    5.83156892e-01
586     -1.24000000e-01    7.85873418e-01    5.83970127e-01
587     -1.23000000e-01    7.85063771e-01    5.84783422e-01
588     -1.22000000e-01    7.84254026e-01    5.85596776e-01
589     -1.21000000e-01    7.83444183e-01    5.86410187e-01
590     -1.20000000e-01    7.82634245e-01    5.87223655e-01
591     -1.19000000e-01    7.81824212e-01    5.88037177e-01
592     -1.18000000e-01    7.81014086e-01    5.88850754e-01
593     -1.17000000e-01    7.80203868e-01    5.89664384e-01
594     -1.16000000e-01    7.79393561e-01    5.90478065e-01
595     -1.15000000e-01    7.78583164e-01    5.91291798e-01
596     -1.14000000e-01    7.77772680e-01    5.92105580e-01
597     -1.13000000e-01    7.76962109e-01    5.92919411e-01
598     -1.12000000e-01    7.76151453e-01    5.93733289e-01
599     -1.11000000e-01    7.75340714e-01    5.94547215e-01
600     -1.10000000e-01    7.74529892e-01    5.95361186e-01
601     -1.09000000e-01    7.73718988e-01    5.96175202e-01
602     -1.08000000e-01    7.72908004e-01    5.96989262e-01
603     -1.07000000e-01    7.72096941e-01    5.97803365e-01
604     -1.06000000e-01    7.71285800e-01    5.98617510e-01
605     -1.05000000e-01    7.70474582e-01    5.99431697e-01
606     -1.04000000e-01    7.69663288e-01    6.00245923e-01
607     -1.03000000e-01    7.68851919e-01    6.01060190e-01
608     -1.02000000e-01    7.68040477e-01    6.01874495e-01
609     -1.01000000e-01    7.67228962e-01    6.02688837e-01
610     -1.00000000e-01    7.66417376e-01    6.03503217e-01
611     -9.90000000e-02    7.65605719e-01    6.04317633e-01
612     -9.80000000e-02    7.64793993e-01    6.05132084e-01
613     -9.70000000e-02    7.63982198e-01    6.05946570e-01
614     -9.60000000e-02    7.63170336e-01    6.06761090e-01
615     -9.50000000e-02    7.62358407e-01    6.07575643e-01
616     -9.40000000e-02    7.61546412e-01    6.08390229e-01
617     -9.30000000e-02    7.60734352e-01    6.09204846e-01
618     -9.20000000e-02    7.59922229e-01    6.10019494e-01
619     -9.10000000e-02    7.59110043e-01    6.10834172e-01
620     -9.00000000e-02    7.58297794e-01    6.11648880e-01
621     -8.90000000e-02    7.57485485e-01    6.12463617e-01
622     -8.80000000e-02    7.56673115e-01    6.13278382e-01
623     -8.70000000e-02    7.55860685e-01    6.14093174e-01
624     -8.60000000e-02    7.55048197e-01    6.14907993e-01
625     -8.50000000e-02    7.54235651e-01    6.15722838e-01
626     -8.40000000e-02    7.53423048e-01    6.16537709e-01
627     -8.30000000e-02    7.52610389e-01    6.17352605e-01
628     -8.20000000e-02    7.51797675e-01    6.18167525e-01
629     -8.10000000e-02    7.50984906e-01    6.18982469e-01
630     -8.00000000e-02    7.50172083e-01    6.19797436e-01
631     -7.90000000e-02    7.49359207e-01    6.20612425e-01
632     -7.80000000e-02    7.48546278e-01    6.21427436e-01
633     -7.70000000e-02    7.47733298e-01    6.22242469e-01
634     -7.60000000e-02    7.46920267e-01    6.23057522e-01
635     -7.50000000e-02    7.46107186e-01    6.23872596e-01
636     -7.40000000e-02    7.45294055e-01    6.24687689e-01
637     -7.30000000e-02    7.44480876e-01    6.25502801e-01
638     -7.20000000e-02    7.43667649e-01    6.26317931e-01
639     -7.10000000e-02    7.42854374e-01    6.27133079e-01
640     -7.00000000e-02    7.42041052e-01    6.27948245e-01
641     -6.90000000e-02    7.41227685e-01    6.28763428e-01
642     -6.80000000e-02    7.40414272e-01    6.29578627e-01
643     -6.70000000e-02    7.39600814e-01    6.30393842e-01
644     -6.60000000e-02    7.38787312e-01    6.31209072e-01
645     -6.50000000e-02    7.37973767e-01    6.32024317e-01
646     -6.40000000e-02    7.37160179e-01    6.32839576e-01
647     -6.30000000e-02    7.36346548e-01    6.33654849e-01
648     -6.20000000e-02    7.35532877e-01    6.34470136e-01
649     -6.10000000e-02    7.34719164e-01    6.35285435e-01
650     -6.00000000e-02    7.33905410e-01    6.36100747e-01
651     -5.90000000e-02    7.33091617e-01    6.36916070e-01
652     -5.80000000e-02    7.32277785e-01    6.37731405e-01
653     -5.70000000e-02    7.31463914e-01    6.38546751e-01
654     -5.60000000e-02    7.30650005e-01    6.39362107e-01
655     -5.50000000e-02    7.29836058e-01    6.40177473e-01
656     -5.40000000e-02    7.29022075e-01    6.40992849e-01
657     -5.30000000e-02    7.28208055e-01    6.41808234e-01
658     -5.20000000e-02    7.27393999e-01    6.42623627e-01
659     -5.10000000e-02    7.26579908e-01    6.43439029e-01
660     -5.00000000e-02    7.25765783e-01    6.44254438e-01
661     -4.90000000e-02    7.24951623e-01    6.45069855e-01
662     -4.80000000e-02    7.24137429e-01    6.45885279e-01
663     -4.70000000e-02    7.23323202e-01    6.46700709e-01
664     -4.60000000e-02    7.22508942e-01    6.47516145e-01
665     -4.50000000e-02    7.21694651e-01    6.48331587e-01
666     -4.40000000e-02    7.20880327e-01    6.49147034e-01
667     -4.30000000e-02    7.20065973e-01    6.49962485e-01
668     -4.20000000e-02    7.19251587e-01    6.50777941e-01
669     -4.10000000e-02    7.18437172e-01    6.51593401e-01
670     -4.00000000e-02    7.17622727e-01    6.52408865e-01
671     -3.90000000e-02    7.16808253e-01    6.53224331e-01
672     -3.80000000e-02    7.15993750e-01    6.54039800e-01
673     -3.70000000e-02    7.15179219e-01    6.54855272e-01
674     -3.60000000e-02    7.14364660e-01    6.55670745e-01
675     -3.50000000e-02    7.13550074e-01    6.56486220e-01
676     -3.40000000e-02    7.12735461e-01    6.57301696e-01
677     -3.30000000e-02    7.11920821e-01    6.58117172e-01
678     -3.20000000e-02    7.11106156e-01    6.58932649e-01
679     -3.10000000e-02    7.10291465e-01    6.59748126e-01
680     -3.00000000e-02    7.09476749e-01    6.60563602e-01
681     -2.90000000e-02    7.08662009e-01    6.61379078e-01
682     -2.80000000e-02    7.07847244e-01    6.62194552e-01
683     -2.70000000e-02    7.07032456e-01    6.63010024e-01
684     -2.60000000e-02    7.06217645e-01    6.63825495e-01
685     -2.50000000e-02    7.05402810e-01    6.64640963e-01
686     -2.40000000e-02    7.04587954e-01    6.65456428e-01
687     -2.30000000e-02    7.03773075e-01    6.66271890e-01
688     -2.20000000e-02    7.02958175e-01    6.67087348e-01
689     -2.10000000e-02    7.02143253e-01    6.67902803e-01
690     -2.00000000e-02    7.01328311e-01    6.68718253e-01
691     -1.90000000e-02    7.00513349e-01    6.69533698e-01
692     -1.80000000e-02    6.99698367e-01    6.70349138e-01
693     -1.70000000e-02    6.98883366e-01    6.71164573e-01
694     -1.60000000e-02    6.98068345e-01    6.71980001e-01
695     -1.50000000e-02    6.97253306e-01    6.72795424e-01
696     -1.40000000e-02    6.96438248e-01    6.73610840e-01
697     -1.30000000e-02    6.95623173e-01    6.74426249e-01
698     -1.20000000e-02    6.94808080e-01    6.75241650e-01
699     -1.10000000e-02    6.93992971e-01    6.76057044e-01
700     -1.00000000e-02    6.93177844e-01    6.76872430e-01
701     -9.00000000e-03    6.92362702e-01    6.77687807e-01
702     -8.00000000e-03    6.91547543e-01    6.78503175e-01
703     -7.00000000e-03    6.90732370e-01    6.79318534e-01
704     -6.00000000e-03    6.89917181e-01    6.80133883e-01
705     -5.00000000e-03    6.89101977e-01    6.80949222e-01
706     -4.00000000e-03    6.88286760e-01    6.81764551e-01
707     -3.00000000e-03    6.87471528e-01    6.82579869e-01
708     -2.00000000e-03    6.86656283e-01    6.83395175e-01
709     -1.00000000e-03    6.85841025e-01    6.84210470e-01
710      0.00000000e+00    6.85025754e-01    6.85025754e-01
711      1.00000000e-03    6.84210470e-01    6.85841025e-01
712      2.00000000e-03    6.83395175e-01    6.86656283e-01
713      3.00000000e-03    6.82579869e-01    6.87471528e-01
714      4.00000000e-03    6.81764551e-01    6.88286760e-01
715      5.00000000e-03    6.80949222e-01    6.89101977e-01
716      6.00000000e-03    6.80133883e-01    6.89917181e-01
717      7.00000000e-03    6.79318534e-01    6.90732370e-01
718      8.00000000e-03    6.78503175e-01    6.91547543e-01
719      9.00000000e-03    6.77687807e-01    6.92362702e-01
720      1.00000000e-02    6.76872430e-01    6.93177844e-01
721      1.10000000e-02    6.76057044e-01    6.93992971e-01
722      1.20000000e-02    6.75241650e-01    6.94808080e-01
723      1.30000000e-02    6.74426249e-01    6.95623173e-01
724      1.40000000e-02    6.73610840e-01    6.96438248e-01
725      1.50000000e-02    6.72795424e-01    6.97253306e-01
726      1.60000000e-02    6.71980001e-01    6.98068345e-01
727      1.70000000e-02    6.71164573e-01    6.98883366e-01
728      1.80000000e-02    6.70349138e-01    6.99698367e-01
729      1.90000000e-02    6.69533698e-01    7.00513349e-01
730      2.00000000e-02    6.68718253e-01    7.01328311e-01
731      2.10000000e-02    6.67902803e-01    7.02143253e-01
732      2.20000000e-02    6.67087348e-01    7.02958175e-01
733      2.30000000e-02    6.66271890e-01    7.03773075e-01
734      2.40000000e-02    6.65456428e-01    7.04587954e-01
735      2.50000000e-02    6.64640963e-01    7.05402810e-01
736      2.60000000e-02    6.63825495e-01    7.06217645e-01
737      2.70000000e-02    6.63010024e-01    7.07032456e-01
738      2.80000000e-02    6.62194552e-01    7.07847244e-01
739      2.90000000e-02    6.61379078e-01    7.08662009e-01
740      3.00000000e-02    6.60563602e-01    7.09476749e-01
741      3.10000000e-02    6.59748126e-01    7.10291465e-01
742      3.20000000e-02    6.58932649e-01    7.11106156e-01
743      3.30000000e-02    6.58117172e-01    7.11920821e-01
744      3.40000000e-02    6.57301696e-01    7.12735461e-01
745      3.50000000e-02    6.56486220e-01    7.13550074e-01
746      3.60000000e-02    6.55670745e-01    7.14364660e-01
747      3.70000000e-02    6.54855272e-01    7.15179219e-01
748      3.80000000e-02    6.54039800e-01    7.15993750e-01
749      3.90000000e-02    6.53224331e-01    7.16808253e-01
750      4.00000000e-02    6.52408865e-01    7.17622727e-01
751      4.10000000e-02    6.51593401e-01    7.18437172e-01
752      4.20000000e-02    6.50777941e-01    7.19251587e-01
753      4.30000000e-02    6.49962485e-01    7.20065973e-01
754      4.40000000e-02    6.49147034e-01    7.20880327e-01
755      4.50000000e-02    6.48331587e-01    7.21694651e-01
756      4.60000000e-02    6.47516145e-01    7.22508942e-01
757      4.70000000e-02    6.46700709e-01    7.23323202e-01
758      4.80000000e-02    6.45885279e-01    7.24137429e-01
759      4.90000000e-02    6.45069855e-01    7.24951623e-01
760      5.00000000e-02    6.44254438e-01    7.25765783e-01
761      5.10000000e-02    6.43439029e-01    7.26579908e-01
762      5.20000000e-02    6.42623627e-01    7.27393999e-01
763      5.30000000e-02    6.41808234e-01    7.28208055e-01
764      5.40000000e-02    6.40992849e-01    7.29022075e-01
765      5.50000000e-02    6.40177473e-01    7.29836058e-01
766      5.60000000e-02    6.39362107e-01    7.30650005e-01
767      5.70000000e-02    6.38546751e-01    7.31463914e-01
768      5.80000000e-02    6.37731405e-01    7.32277785e-01
769      5.90000000e-02    6.36916070e-01    7.33091617e-01
770      6.00000000e-02    6.36100747e-01    7.33905410e-01
771      6.10000000e-02    6.35285435e-01    7.34719164e-01
772      6.20000000e-02    6.34470136e-01    7.35532877e-01
773      6.30000000e-02    6.33654849e-01    7.36346548e-01
774      6.40000000e-02    6.32839576e-01    7.37160179e-01
775      6.50000000e-02    6.32024317e-01    7.37973767e-01
776      6.60000000e-02    6.31209072e-01    7.38787312e-01
777      6.70000000e-02    6.30393842e-01    7.39600814e-01
778      6.80000000e-02    6.29578627e-01    7.40414272e-01
779      6.90000000e-02    6.28763428e-01    7.41227685e-01
780      7.00000000e-02    6.27948245e-01    7.42041052e-01
781      7.10000000e-02    6.27133079e-01    7.42854374e-01
782      7.20000000e-02    6.26317931e-01    7.43667649e-01
783      7.30000000e-02    6.25502801e-01    7.44480876e-01
784      7.40000000e-02    6.24687689e-01    7.45294055e-01
785      7.50000000e-02    6.23872596e-01    7.46107186e-01
786      7.60000000e-02    6.23057522e-01    7.46920267e-01
787      7.70000000e-02    6.22242469e-01    7.47733298e-01
788      7.80000000e-02    6.21427436e-01    7.48546278e-01
789      7.90000000e-02    6.20612425e-01    7.49359207e-01
790      8.00000000e-02    6.19797436e-01    7.50172083e-01
791      8.10000000e-02    6.18982469e-01    7.50984906e-01
792      8.20000000e-02    6.18167525e-01    7.51797675e-01
793      8.30000000e-02    6.17352605e-01    7.52610389e-01
794      8.40000000e-02    6.16537709e-01    7.53423048e-01
795      8.50000000e-02    6.15722838e-01    7.54235651e-01
796      8.60000000e-02    6.14907993e-01    7.55048197e-01
797      8.70000000e-02    6.14093174e-01    7.55860685e-01
798      8.80000000e-02    6.13278382e-01    7.56673115e-01
799      8.90000000e-02    6.12463617e-01    7.57485485e-01
800      9.00000000e-02    6.11648880e-01    7.58297794e-01
801      9.10000000e-02    6.10834172e-01    7.59110043e-01
802      9.20000000e-02    6.10019494e-01    7.59922229e-01
803      9.30000000e-02    6.09204846e-01    7.60734352e-01
804      9.40000000e-02    6.08390229e-01    7.61546412e-01
805      9.50000000e-02    6.07575643e-01    7.62358407e-01
806      9.60000000e-02    6.06761090e-01    7.63170336e-01
807      9.70000000e-02    6.05946570e-01    7.63982198e-01
808      9.80000000e-02    6.05132084e-01    7.64793993e-01
809      9.90000000e-02    6.04317633e-01    7.65605719e-01
810      1.00000000e-01    6.03503217e-01    7.66417376e-01
811      1.01000000e-01    6.02688837e-01    7.67228962e-01
812      1.02000000e-01    6.01874495e-01    7.68040477e-01
813      1.03000000e-01    6.01060190e-01    7.68851919e-01
814      1.04000000e-01    6.00245923e-01    7.69663288e-01
815      1.05000000e-01    5.99431697e-01    7.70474582e-01
816      1.06000000e-01    5.98617510e-01    7.71285800e-01
817      1.07000000e-01    5.97803365e-01    7.72096941e-01
818      1.08000000e-01    5.96989262e-01    7.72908004e-01
819      1.09000000e-01    5.96175202e-01    7.73718988e-01
820      1.10000000e-01    5.95361186e-01    7.74529892e-01
821      1.11000000e-01    5.94547215e-01    7.75340714e-01
822      1.12000000e-01    5.93733289e-01    7.76151453e-01
823      1.13000000e-01    5.92919411e-01    7.76962109e-01
824      1.14000000e-01    5.92105580e-01    7.77772680e-01
825      1.15000000e-01    5.91291798e-01    7.78583164e-01
826      1.16000000e-01    5.90478065e-01    7.79393561e-01
827      1.17000000e-01    5.89664384e-01    7.80203868e-01
828      1.18000000e-01    5.88850754e-01    7.81014086e-01
829      1.19000000e-01    5.88037177e-01    7.81824212e-01
830      1.20000000e-01    5.87223655e-01    7.82634245e-01
831      1.21000000e-01    5.86410187e-01    7.83444183e-01
832      1.22000000e-01    5.85596776e-01    7.84254026e-01
833      1.23000000e-01    5.84783422e-01    7.85063771e-01
834      1.24000000e-01    5.83970127e-01    7.85873418e-01
835      1.25000000e-01    5.83156892e-01    7.86682965e-01
836      1.26000000e-01    5.82343718e-01    7.87492410e-01
837      1.27000000e-01    5.81530606e-01    7.88301751e-01
838      1.28000000e-01    5.80717558e-01    7.89110988e-01
839      1.29000000e-01    5.79904574e-01    7.89920119e-01
840      1.30000000e-01    5.79091657e-01    7.90729141e-01
841      1.31000000e-01    5.78278807e-01    7.91538053e-01
842      1.32000000e-01    5.77466027e-01    7.92346855e-01
843      1.33000000e-01    5.76653316e-01    7.93155542e-01
844      1.34000000e-01    5.75840678e-01    7.93964115e-01
845      1.35000000e-01    5.75028113e-01    7.94772571e-01
846      1.36000000e-01    5.74215622e-01    7.95580909e-01
847      1.37000000e-01    5.73403208e-01    7.96389126e-01
848      1.38000000e-01    5.72590872e-01    7.97197221e-01
849      1.39000000e-01    5.71778615e-01    7.98005191e-01
850      1.40000000e-01    5.70966440e-01    7.98813035e-01
851      1.41000000e-01    5.70154347e-01    7.99620751e-01
852      1.42000000e-01    5.69342339e-01    8.00428337e-01
853      1.43000000e-01    5.68530416e-01    8.01235789e-01
854      1.44000000e-01    5.67718582e-01    8.02043108e-01
855      1.45000000e-01    5.66906838e-01    8.02850289e-01
856      1.46000000e-01    5.66095185e-01    8.03657331e-01
857      1.47000000e-01    5.65283626e-01    8.04464232e-01
858      1.48000000e-01    5.64472163e-01    8.05270990e-01
859      1.49000000e-01    5.63660797e-01    8.06077601e-01
860      1.50000000e-01    5.62849530e-01    8.06884063e-01
861      1.51000000e-01    5.62038365e-01    8.07690375e-01
862      1.52000000e-01    5.61227304e-01    8.08496533e-01
863      1.53000000e-01    5.60416349e-01    8.09302535e-01
864      1.54000000e-01    5.59605502e-01    8.10108378e-01
865      1.55000000e-01    5.58794765e-01    8.10914060e-01
866      1.56000000e-01    5.57984141e-01    8.11719578e-01
867      1.57000000e-01    5.57173633e-01    8.12524928e-01
868      1.58000000e-01    5.56363242e-01    8.13330109e-01
869      1.59000000e-01    5.55552971e-01    8.14135117e-01
870      1.60000000e-01    5.54742823e-01    8.14939948e-01
871      1.61000000e-01    5.53932800e-01    8.15744601e-01
872      1.62000000e-01    5.53122905e-01    8.16549072e-01
873      1.63000000e-01    5.52313142e-01    8.17353357e-01
874      1.64000000e-01    5.51503511e-01    8.18157454e-01
875      1.65000000e-01    5.50694018e-01    8.18961359e-01
876      1.66000000e-01    5.49884664e-01    8.19765068e-01
877      1.67000000e-01    5.49075452e-01    8.20568578e-01
878      1.68000000e-01    5.48266387e-01    8.21371886e-01
879      1.69000000e-01    5.47457470e-01    8.22174987e-01
880      1.70000000e-01    5.46648706e-01    8.22977878e-01
881      1.71000000e-01    5.45840097e-01    8.23780556e-01
882      1.72000000e-01    5.45031648e-01    8.24583015e-01
883      1.73000000e-01    5.44223361e-01    8.25385252e-01
884      1.74000000e-01    5.43415241e-01    8.26187264e-01
885      1.75000000e-01    5.42607291e-01    8.26989044e-01
886      1.76000000e-01    5.41799515e-01    8.27790590e-01
887      1.77000000e-01    5.40991917e-01    8.28591897e-01
888      1.78000000e-01    5.40184501e-01    8.29392960e-01
889      1.79000000e-01    5.39377272e-01    8.30193774e-01
890      1.80000000e-01    5.38570233e-01    8.30994335e-01
891      1.81000000e-01    5.37763390e-01    8.31794638e-01
892      1.82000000e-01    5.36956746e-01    8.32594677e-01
893      1.83000000e-01    5.36150307e-01    8.33394448e-01
894      1.84000000e-01    5.35344077e-01    8.34193945e-01
895      1.85000000e-01    5.34538061e-01    8.34993163e-01
896      1.86000000e-01    5.33732265e-01    8.35792096e-01
897      1.87000000e-01    5.32926693e-01    8.36590738e-01
898      1.88000000e-01    5.32121351e-01    8.37389083e-01
899      1.89000000e-01    5.31316245e-01    8.38187126e-01
900      1.90000000e-01    5.30511381e-01    8.38984860e-01
901      1.91000000e-01    5.29706764e-01    8.39782279e-01
902      1.92000000e-01    5.28902400e-01    8.40579376e-01
903      1.93000000e-01    5.28098296e-01    8.41376144e-01
904      1.94000000e-01    5.27294459e-01    8.42172577e-01
905      1.95000000e-01    5.26490894e-01    8.42968668e-01
906      1.96000000e-01    5.25687610e-01    8.43764409e-01
907      1.97000000e-01    5.24884612e-01    8.44559792e-01
908      1.98000000e-01    5.24081909e-01    8.45354811e-01
909      1.99000000e-01    5.23279508e-01    8.46149456e-01
910      2.00000000e-01    5.22477416e-01    8.46943721e-01
911      2.01000000e-01    5.21675643e-01    8.47737596e-01
912      2.02000000e-01    5.20874195e-01    8.48531073e-01
913      2.03000000e-01    5.20073083e-01    8.49324144e-01
914      2.04000000e-01    5.19272314e-01    8.50116799e-01
915      2.05000000e-01    5.18471898e-01    8.50909028e-01
916      2.06000000e-01    5.17671845e-01    8.51700822e-01
917      2.07000000e-01    5.16872164e-01    8.52492172e-01
918      2.08000000e-01    5.16072865e-01    8.53283067e-01
919      2.09000000e-01    5.15273959e-01    8.54073496e-01
920      2.10000000e-01    5.14475457e-01    8.54863449e-01
921      2.11000000e-01    5.13677370e-01    8.55652915e-01
922      2.12000000e-01    5.12879709e-01    8.56441882e-01
923      2.13000000e-01    5.12082487e-01    8.57230339e-01
924      2.14000000e-01    5.11285717e-01    8.58018273e-01
925      2.15000000e-01    5.10489410e-01    8.58805672e-01
926      2.16000000e-01    5.09693580e-01    8.59592523e-01
927      2.17000000e-01    5.08898242e-01    8.60378812e-01
928      2.18000000e-01    5.08103409e-01    8.61164527e-01
929      2.19000000e-01    5.07309096e-01    8.61949653e-01
